WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)	
Ru Adsorbido con HQ 5mM.teq4_2col	Ru Adsorbido con HQ 5mM.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col
-340.9435	2.516752	-340.9159	-2.57854	-340.9745	9.305038	-340.9298	-1.485994
-339.9381	2.630882	-339.9323	-2.569602	-339.9688	9.452407	-339.9461	-1.423298
-338.9182	2.755013	-338.925	-2.560929	-338.9871	9.602568	-338.9627	-1.36181
-337.9496	2.869326	-337.9225	-2.552665	-338.0049	9.753871	-337.9583	-1.297923
-336.9447	2.994529	-336.9055	-2.545376	-336.9779	9.916943	-336.9596	-1.230323
-335.9379	3.113301	-335.8978	-2.539891	-335.9878	10.07149	-335.9619	-1.171148
-334.9665	3.222394	-334.8969	-2.532731	-334.9701	10.21776	-334.9401	-1.099305
-333.9345	3.344835	-333.889	-2.525618	-333.9468	10.36774	-333.9415	-1.032505
-332.9352	3.449017	-332.898	-2.51925	-332.9839	10.49666	-332.9344	-0.979458
-331.9548	3.565426	-331.9216	-2.511522	-331.9743	10.63787	-331.9391	-0.914126
-330.928	3.701624	-330.9202	-2.502698	-330.9535	10.78764	-330.9565	-0.848513
-329.9518	3.820783	-329.9366	-2.49485	-329.9915	10.92892	-329.9617	-0.781732
-328.9669	3.952207	-328.9517	-2.484112	-328.9691	11.08097	-328.9764	-0.700646
-327.9572	4.079265	-327.9403	-2.472643	-327.9744	11.2262	-327.9688	-0.627623
-326.9717	4.193799	-326.9529	-2.465283	-327.0004	11.37031	-326.9755	-0.556711
-325.9564	4.330819	-325.9498	-2.457418	-325.962	11.51574	-325.973	-0.475537
-324.9465	4.46169	-324.9301	-2.450713	-324.978	11.66195	-324.98	-0.401697
-323.9466	4.598471	-323.9113	-2.444146	-323.9763	11.81363	-323.9828	-0.315301
-322.9427	4.726585	-322.901	-2.436079	-322.972	11.95445	-322.9645	-0.234368
-321.959	4.849149	-321.9121	-2.428419	-321.9972	12.09402	-321.966	-0.159247
-320.9655	4.982685	-320.9329	-2.420025	-320.9969	12.23106	-320.9744	-0.073615
-319.9761	5.102828	-319.9441	-2.412618	-320.0043	12.35987	-319.9825	-0.00504
-318.9904	5.234522	-318.9513	-2.403674	-319.0055	12.49561	-318.997	0.076984
-317.9585	5.372532	-317.936	-2.391888	-317.9825	12.64706	-317.9996	0.170088
-316.9441	5.496322	-316.9018	-2.38184	-316.9888	12.77855	-317.0124	0.245256
-315.9261	5.632412	-315.9051	-2.371179	-315.9889	12.91196	-316.0226	0.342315
-314.8919	5.768241	-314.8933	-2.360633	-314.9818	13.04859	-315.0161	0.432249
-313.9239	5.887434	-313.8968	-2.352917	-313.9649	13.16527	-314.0138	0.505942
-312.9377	6.018938	-312.8992	-2.345111	-312.9374	13.30911	-312.9849	0.600974
-311.9399	6.154369	-311.8867	-2.336095	-311.9148	13.44743	-311.9557	0.687971
-310.9315	6.286576	-310.8772	-2.32737	-310.9232	13.57896	-310.9397	0.776155
-309.9062	6.419549	-309.8619	-2.319107	-309.9278	13.70831	-309.9321	0.873133
-308.9114	6.539666	-308.8716	-2.309638	-308.9594	13.81903	-308.9375	0.959978
-307.9304	6.649041	-307.8998	-2.301798	-307.9868	13.92849	-307.943	1.043267
-306.9511	6.764455	-306.9185	-2.292892	-306.9921	14.03081	-306.9542	1.126657
-305.965	6.882642	-305.9234	-2.282548	-306.0084	14.13896	-305.9559	1.214692
-304.9504	7.012441	-304.9218	-2.270577	-304.9758	14.25594	-304.9497	1.306991
-303.9366	7.132572	-303.9324	-2.261671	-303.9616	14.36756	-303.9451	1.392531
-302.9454	7.242092	-302.9406	-2.25009	-302.9627	14.47605	-302.9597	1.477713
-301.934	7.370738	-301.943	-2.240786	-301.9611	14.5814	-301.9723	1.567911
-300.951	7.476693	-300.9579	-2.23555	-300.9966	14.66961	-300.9742	1.648881
-299.9529	7.59355	-299.9449	-2.225245	-300.005	14.76396	-299.9764	1.74131
-298.9492	7.721692	-298.9341	-2.218084	-298.9884	14.87323	-298.9642	1.842636
-297.9436	7.823215	-297.9406	-2.207366	-297.9837	14.96917	-297.965	1.928179
-296.9158	7.944532	-296.9301	-2.194363	-296.9683	15.07019	-296.9623	2.024083
-295.9067	8.055161	-295.9234	-2.18215	-295.9753	15.16762	-295.9731	2.111009
-294.9103	8.149525	-294.9541	-2.170587	-294.9998	15.24072	-294.989	2.192266
-293.9283	8.254735	-293.9688	-2.159223	-294.0069	15.32783	-293.9925	2.285933
-292.9483	8.353569	-292.9664	-2.145401	-293.0111	15.41262	-292.9924	2.368217
-291.9516	8.462608	-291.9568	-2.133757	-291.9906	15.49508	-291.9934	2.461195
-290.9602	8.561318	-290.9305	-2.123193	-290.9625	15.57919	-290.9901	2.551416
-289.9835	8.656526	-289.9267	-2.113984	-289.983	15.6453	-289.9921	2.634148
-288.9885	8.754077	-288.9284	-2.104357	-289.0066	15.71489	-288.9906	2.724996
-287.9827	8.863351	-287.9369	-2.095259	-288.0209	15.78209	-287.982	2.805263
-286.9903	8.952675	-286.95	-2.083819	-287.0265	15.85937	-286.9746	2.88695
-285.9431	9.063035	-285.9324	-2.070232	-285.9814	15.94721	-285.9444	2.981943
-284.9373	9.150441	-284.9328	-2.061973	-284.9396	16.01175	-284.9516	3.056086
-283.9516	9.209946	-283.9373	-2.04967	-283.9342	16.06714	-283.9645	3.13078
-282.9365	9.306746	-282.9294	-2.036202	-282.9463	16.11488	-282.9674	3.207706
-281.9701	9.368235	-281.9532	-2.024909	-281.9946	16.14133	-282.0005	3.261795
-280.9873	9.435804	-280.9553	-2.009829	-281.0201	16.18248	-281.0014	3.333478
-279.9869	9.513905	-279.9502	-1.996276	-280.0191	16.23061	-279.9934	3.412579
-278.9912	9.576223	-278.9463	-1.983775	-278.9997	16.27318	-278.9921	3.478962
-277.995	9.647802	-277.9314	-1.972395	-277.9789	16.32217	-278.0025	3.552774
-276.9706	9.718671	-276.9461	-1.959933	-276.9793	16.36034	-277.0179	3.611797
-275.9833	9.780692	-275.9456	-1.947418	-275.9965	16.38978	-276.0482	3.668792
-275.0027	9.843101	-274.9386	-1.935316	-275.0264	16.4179	-275.0837	3.731578
-274.0099	9.902754	-273.9407	-1.921597	-274.0207	16.44595	-274.0759	3.798933
-272.993	9.983208	-272.9041	-1.906902	-272.9898	16.48595	-273.0476	3.88517
-271.9738	10.04511	-271.91	-1.894148	-271.9895	16.51262	-272.0294	3.953405
-270.9677	10.09281	-270.9202	-1.880489	-270.9899	16.52827	-271.0087	4.010646
-269.9563	10.14324	-269.9052	-1.864417	-269.9872	16.54875	-270.0014	4.076688
-268.9948	10.16076	-268.9378	-1.852874	-269.0215	16.54574	-269.0331	4.124938
-267.994	10.19727	-267.9221	-1.838338	-268.032	16.54713	-268.0324	4.175109
-266.9684	10.25195	-266.9209	-1.822541	-267.0029	16.55951	-267.0259	4.23822
-265.9633	10.27719	-265.9388	-1.808285	-266.0192	16.55409	-266.0259	4.276279
-264.9528	10.31239	-264.9438	-1.791714	-265.011	16.55427	-265.0176	4.320951
-263.9555	10.34031	-263.9689	-1.775837	-263.9846	16.5547	-264.0148	4.369627
-262.9616	10.36248	-262.9724	-1.761331	-263.0015	16.53872	-263.03	4.407198
-261.9495	10.39544	-261.9562	-1.746654	-261.9825	16.53081	-262.0193	4.452695
-260.9345	10.42014	-260.9403	-1.732165	-260.9703	16.52054	-261.0139	4.501374
-259.9275	10.44615	-259.9049	-1.716593	-259.9723	16.50821	-259.993	4.546035
-258.9246	10.44417	-258.8993	-1.702037	-258.9606	16.49024	-258.9654	4.585422
-257.9433	10.43676	-257.8965	-1.6881	-257.9725	16.45651	-257.9673	4.616325
-256.9648	10.42903	-256.8961	-1.673975	-256.9781	16.41897	-256.9629	4.637258
-256.0007	10.40456	-255.9214	-1.659604	-255.9967	16.36666	-255.9986	4.647332
-255.022	10.3954	-254.9263	-1.642559	-255.0041	16.31856	-254.9977	4.658342
-254.0009	10.40117	-253.9339	-1.621326	-253.9748	16.2841	-254.0063	4.68329
-252.9886	10.38505	-252.9351	-1.601947	-252.9813	16.23	-253.0091	4.688388
-251.9741	10.37246	-251.9236	-1.583972	-251.9597	16.18064	-251.981	4.710801
-250.9614	10.35878	-250.9359	-1.567168	-250.9639	16.13072	-250.9886	4.734572
-249.9824	10.31897	-249.943	-1.554411	-250.0063	16.05645	-249.9726	4.737291
-248.9898	10.30294	-248.9566	-1.537813	-248.9966	16.00277	-248.9736	4.758349
-247.9809	10.28876	-247.9705	-1.519986	-248.013	15.94828	-247.979	4.77291
-246.9841	10.26518	-246.9687	-1.501522	-247.0195	15.88062	-246.9587	4.78081
-245.9741	10.24148	-245.9749	-1.481088	-245.991	15.81834	-245.9513	4.788246
-244.9693	10.20438	-244.9919	-1.462905	-244.9994	15.73999	-244.9622	4.782537
-243.9701	10.15773	-243.9934	-1.443838	-243.9827	15.65422	-243.9517	4.771204
-242.9771	10.11049	-242.9905	-1.42337	-242.9695	15.5647	-242.9865	4.756764
-241.995	10.06337	-241.974	-1.402932	-241.9936	15.47613	-242.0004	4.745214
-240.9987	10.02489	-240.9462	-1.38079	-240.9754	15.40371	-240.9864	4.742052
-240.0032	9.972605	-239.9474	-1.361575	-239.9891	15.31278	-240.0166	4.728
-239.0026	9.921012	-238.9405	-1.343045	-238.9867	15.22917	-239.0135	4.708721
-237.9763	9.883335	-237.9421	-1.323811	-237.9647	15.14564	-238.0014	4.695482
-236.9845	9.82073	-236.9366	-1.30645	-236.9833	15.02726	-237.0054	4.660041
-235.984	9.766394	-235.9355	-1.284435	-235.9846	14.92735	-235.9905	4.64075
-234.9445	9.719091	-234.9235	-1.261765	-234.9967	14.82855	-234.9819	4.6298
-233.9508	9.643812	-233.9306	-1.241671	-234.0048	14.71677	-233.9919	4.602993
-232.9456	9.573359	-232.9503	-1.21943	-232.9886	14.61895	-232.9915	4.590332
-231.9507	9.500498	-231.9487	-1.195984	-231.9754	14.50795	-231.9954	4.56179
-230.9919	9.406323	-230.9529	-1.175478	-230.9994	14.38334	-231.0061	4.521644
-230.0023	9.323704	-229.9297	-1.150959	-229.996	14.26475	-230.0287	4.481364
-229.0018	9.246151	-228.9136	-1.126997	-229.0074	14.13737	-229.0492	4.437295
-227.9892	9.168105	-227.8984	-1.10546	-228.0078	14.01695	-228.0536	4.397592
-226.9806	9.091081	-226.9009	-1.082472	-226.9868	13.89555	-227.0477	4.354522
-226.0027	9.002476	-225.9318	-1.061035	-225.9912	13.7653	-226.0237	4.309049
-224.9995	8.918381	-224.9405	-1.038946	-224.9941	13.64117	-224.9996	4.271568
-224.0048	8.830463	-223.9657	-1.01841	-224.0016	13.51006	-224.0005	4.224232
-222.9994	8.746808	-222.9646	-0.99548	-222.9983	13.37871	-222.9967	4.189396
-221.9483	8.682412	-221.9351	-0.969141	-221.992	13.25892	-221.992	4.165652
-220.9476	8.58989	-220.9107	-0.945586	-220.9787	13.12819	-220.9915	4.124646
-219.9473	8.496447	-219.8903	-0.92017	-219.9675	12.99037	-219.9807	4.089031
-218.9532	8.402573	-218.8962	-0.895159	-218.9398	12.85739	-218.9698	4.051247
-217.9685	8.287373	-217.9306	-0.875121	-217.9426	12.71318	-218.0018	3.995963
-216.9649	8.189569	-216.9377	-0.852336	-216.9445	12.56991	-216.9876	3.947447
-215.9523	8.095552	-215.9608	-0.826619	-215.9412	12.44193	-215.9801	3.897289
-214.9335	7.995681	-214.96	-0.802395	-214.9631	12.29804	-214.9588	3.852807
-213.9538	7.903028	-213.9471	-0.776463	-213.9561	12.15652	-213.9068	3.806738
-212.9552	7.803831	-212.9515	-0.750921	-212.9609	12.02107	-212.9101	3.730906
-211.9516	7.703213	-211.9188	-0.727849	-211.9533	11.87126	-211.9125	3.66455
-210.9689	7.604293	-210.8985	-0.70388	-210.9346	11.73531	-210.9317	3.584827
-209.9455	7.503484	-209.8812	-0.678997	-209.9285	11.58834	-209.9465	3.514913
-208.9332	7.41642	-208.8625	-0.652257	-208.9083	11.45458	-208.9311	3.482798
-207.9341	7.31184	-207.8618	-0.629239	-207.9301	11.31507	-207.9163	3.427608
-206.9353	7.2041	-206.8771	-0.607626	-206.9469	11.15871	-206.9102	3.369772
-205.9478	7.096563	-205.8899	-0.584279	-205.9552	11.01687	-205.8927	3.317825
-204.9539	6.979325	-204.9105	-0.564266	-204.9801	10.84981	-204.9327	3.234398
-203.9763	6.875875	-203.9096	-0.538559	-203.9814	10.69745	-203.9441	3.169589
-202.9503	6.788453	-202.9016	-0.508659	-202.9722	10.56455	-202.9431	3.111475
-201.9516	6.673398	-201.8945	-0.484257	-201.9686	10.40864	-201.9758	3.034976
-200.9641	6.565127	-200.8951	-0.458374	-200.9665	10.27183	-200.986	2.984521
-199.9621	6.466866	-199.9115	-0.434849	-199.9605	10.12442	-199.9933	2.925591
-198.9839	6.346973	-198.9326	-0.414593	-198.9652	9.970953	-198.9983	2.866641
-197.9827	6.254013	-197.9344	-0.391399	-197.9677	9.842114	-197.9982	2.818095
-196.9748	6.155572	-196.9331	-0.369055	-196.9592	9.697832	-196.9618	2.767133
-195.9657	6.051723	-195.9119	-0.345393	-195.9462	9.56526	-195.9557	2.728631
-194.9767	5.951059	-194.9068	-0.323382	-194.9409	9.436031	-194.9782	2.679238
-193.984	5.851429	-193.8981	-0.300679	-193.9578	9.291378	-193.9894	2.621846
-192.9784	5.756329	-192.8947	-0.275266	-192.9691	9.157948	-193.0042	2.561016
-191.9718	5.651539	-191.8899	-0.250905	-192.0038	9.016195	-192.0221	2.488265
-190.9862	5.55682	-190.8928	-0.225278	-191.0092	8.883281	-191.0106	2.422257
-189.9589	5.472785	-189.9007	-0.198733	-190.0009	8.754113	-189.9836	2.369906
-188.9752	5.37552	-188.9231	-0.181636	-188.9792	8.622779	-188.9842	2.314653
-187.9889	5.284849	-187.9553	-0.159906	-187.9574	8.499056	-187.9704	2.275055
-186.9798	5.194178	-186.9435	-0.138699	-186.9651	8.365499	-186.9371	2.243419
-186.0166	5.086254	-185.9774	-0.120643	-185.9613	8.237713	-185.9449	2.195539
-185.0018	5.005076	-184.9877	-0.094056	-184.9784	8.118465	-184.9413	2.161028
-184.0139	4.918975	-183.9628	-0.072717	-183.9767	7.998343	-183.9356	2.110337
-182.9997	4.840457	-182.9743	-0.051076	-182.9685	7.882116	-182.9554	2.047983
-181.9821	4.760959	-181.9441	-0.027799	-181.9775	7.758756	-181.9453	1.989653
-180.9893	4.670019	-180.9374	-0.008783	-180.977	7.633973	-180.9628	1.921585
-179.9833	4.588314	-179.9727	0.010037	-179.9776	7.512346	-179.9932	1.856224
-178.9885	4.494759	-178.9699	0.029644	-178.9848	7.387839	-179.0316	1.797762
-177.9969	4.412624	-177.9722	0.047299	-177.9888	7.281457	-178.0588	1.745124
-176.9937	4.337229	-176.9567	0.068947	-176.9927	7.170048	-177.0446	1.70825
-175.9984	4.253217	-175.9519	0.087915	-175.9972	7.060655	-176.0312	1.673088
-175.0064	4.184214	-174.9625	0.105054	-175.0068	6.951397	-175.0118	1.632932
-174.0176	4.111252	-173.9914	0.124575	-173.9902	6.847882	-174.0061	1.605318
-173.0424	4.033328	-173.0084	0.140978	-173.0001	6.737913	-173.0287	1.560455
-172.0432	3.9667	-172.0141	0.160425	-172.0133	6.635483	-172.0426	1.523352
-171.0274	3.901669	-171.0036	0.180539	-171.0091	6.53982	-171.0453	1.495677
-170.0152	3.835781	-169.9918	0.19712	-170.0383	6.430791	-170.0568	1.454811
-169.0064	3.767333	-168.9707	0.213961	-169.0534	6.340706	-169.0586	1.423719
-168.002	3.701228	-167.9502	0.228378	-168.0414	6.238114	-168.0671	1.389544
-167.0011	3.629878	-166.9652	0.241094	-167.0472	6.141859	-167.0742	1.348993
-166.007	3.569616	-165.9594	0.256869	-166.017	6.044476	-166.0829	1.315767
-165.0005	3.515274	-164.9696	0.274118	-165.0002	5.953325	-165.0632	1.294186
-163.9857	3.46059	-163.9964	0.290243	-164.0048	5.863984	-164.0293	1.271439
-162.997	3.404122	-162.9725	0.306947	-162.9942	5.775954	-163.0109	1.249372
-161.9947	3.34301	-161.9911	0.318391	-162.0318	5.686114	-162.0048	1.223355
-160.9894	3.293302	-160.9748	0.329551	-161.0256	5.599684	-160.9946	1.200545
-160.0002	3.239637	-159.966	0.344259	-160.0334	5.516225	-159.9999	1.159806
-159.0089	3.19012	-158.9827	0.358031	-159.0491	5.429475	-159.0073	1.132073
-157.9958	3.149156	-157.9369	0.373838	-158.0175	5.357162	-157.9867	1.113927
-157.0002	3.097723	-156.9426	0.385068	-157.0236	5.271198	-156.9956	1.080528
-155.9973	3.053366	-155.936	0.39368	-156.0158	5.193573	-156.0104	1.065386
-154.9846	3.010688	-154.9348	0.403329	-154.9968	5.119453	-155.0211	1.046417
-154.018	2.959048	-153.9792	0.411921	-154.0152	5.032685	-154.0417	1.015489
-153.0186	2.918605	-152.9868	0.423761	-153.0028	4.961195	-153.0475	0.995939
-152.0276	2.882451	-151.9715	0.435802	-152.0076	4.885613	-152.0518	0.980927
-151.0248	2.849247	-150.9842	0.444461	-151	4.810551	-151.0612	0.963075
-150.0149	2.818002	-149.9637	0.453489	-149.9982	4.742269	-150.0536	0.954776
-149.0259	2.784298	-148.9815	0.45993	-148.9992	4.676214	-149.0514	0.940613
-148.0364	2.752892	-148	0.46898	-147.9976	4.607407	-148.0548	0.927195
-147.0634	2.723574	-146.9851	0.478063	-147.0192	4.540899	-147.0511	0.91743
-146.0627	2.703854	-145.996	0.48628	-146.0153	4.480298	-146.0559	0.912097
-145.0388	2.688673	-144.9719	0.498665	-145.0307	4.413237	-145.0435	0.914544
-144.0098	2.668235	-143.9778	0.503074	-144.0281	4.353803	-144.0307	0.909107
-143.0031	2.651544	-142.994	0.510301	-143.0537	4.289443	-143.0177	0.907549
-141.9943	2.636361	-141.9752	0.521282	-142.0505	4.227086	-142.0033	0.90238
-141.0258	2.622936	-140.983	0.52536	-141.0411	4.166997	-141.0209	0.892209
-140.0457	2.614627	-139.9868	0.536915	-140.0486	4.106179	-140.0246	0.893476
-139.0442	2.611047	-138.9683	0.544018	-139.0137	4.052859	-139.0253	0.898475
-138.0574	2.604279	-137.9625	0.549272	-138.0103	3.995316	-138.0374	0.899346
-137.0416	2.611085	-136.9633	0.554557	-137.0114	3.940395	-137.0334	0.911066
-136.0558	2.609933	-135.9542	0.559902	-136.0095	3.891143	-136.0342	0.923802
-135.0602	2.614656	-134.9523	0.56705	-135.0385	3.83536	-135.0378	0.933472
-134.0381	2.623277	-133.9668	0.571434	-134.0444	3.788126	-134.033	0.950925
-133.0497	2.627367	-132.9585	0.577571	-133.0387	3.7361	-133.031	0.968646
-132.0435	2.648544	-131.9505	0.580078	-132.0368	3.686856	-132.0246	0.989937
-131.0309	2.665311	-130.9664	0.581645	-131.0147	3.64055	-131.0311	1.011117
-130.0505	2.684868	-129.9838	0.584147	-130.0249	3.587672	-130.0348	1.033889
-129.037	2.708048	-128.9984	0.589878	-129.0299	3.54616	-129.0426	1.05767
-128.0347	2.73306	-127.9979	0.595773	-128.0379	3.494849	-128.0422	1.081928
-127.0437	2.763978	-126.9717	0.601594	-127.0498	3.451589	-127.0439	1.114123
-126.0336	2.801318	-125.9518	0.60778	-126.0165	3.411002	-126.034	1.151013
-125.0508	2.83675	-124.9498	0.609736	-125.0399	3.363882	-125.0505	1.185493
-124.0448	2.877142	-123.9706	0.610032	-124.042	3.324192	-124.0512	1.231279
-123.0383	2.922675	-123.0054	0.611849	-123.021	3.28597	-123.0254	1.281201
-122.0476	2.972981	-122.0128	0.610895	-122.0425	3.241817	-122.0315	1.32848
-121.032	3.030869	-121.0094	0.613463	-121.0285	3.204078	-120.9943	1.38667
-120.0232	3.092372	-119.997	0.616303	-120.0127	3.170202	-119.9988	1.440741
-119.0302	3.155765	-118.9607	0.617902	-119.0172	3.127776	-118.999	1.487683
-118.0327	3.223158	-117.9529	0.622583	-118.0125	3.093151	-118.0201	1.54222
-117.0451	3.295413	-116.9361	0.625232	-117.0111	3.058064	-117.0533	1.598227
-116.057	3.367366	-115.9246	0.628206	-116.0063	3.018131	-116.0612	1.657967
-115.0631	3.44418	-114.9306	0.631313	-115.0167	2.984087	-115.0825	1.728893
-114.0555	3.525311	-113.9556	0.631601	-114.023	2.950178	-114.076	1.805909
-113.0428	3.613741	-112.9527	0.631924	-113.0117	2.916411	-113.0579	1.892651
-112.0347	3.711452	-111.9671	0.630756	-112.0075	2.886153	-112.0462	1.986326
-111.024	3.805538	-110.983	0.629944	-110.9973	2.852905	-111.0223	2.084222
-109.9961	3.910685	-109.941	0.631452	-109.9926	2.822996	-109.9916	2.181813
-109.0025	4.010858	-108.953	0.63166	-109.0026	2.791391	-108.9929	2.271305
-107.9873	4.121306	-107.944	0.635486	-108.0031	2.761221	-107.9735	2.365013
-106.9599	4.245505	-106.9016	0.63988	-106.9966	2.736937	-106.9749	2.464867
-105.9719	4.358425	-105.9091	0.641772	-105.9895	2.705941	-105.9776	2.57146
-104.9516	4.482039	-104.8931	0.644484	-104.9765	2.676761	-104.9671	2.684978
-103.9564	4.601412	-103.874	0.64411	-103.9812	2.647567	-103.9835	2.799975
-102.9676	4.721837	-102.9039	0.642591	-102.9844	2.616419	-102.9889	2.917437
-101.9731	4.85287	-101.9305	0.643032	-101.9869	2.590845	-101.9902	3.043024
-100.9865	4.983929	-100.9423	0.643884	-101.009	2.565026	-100.988	3.174206
-99.99768	5.120749	-99.96072	0.643472	-100.0047	2.539093	-99.96653	3.306401
-98.99525	5.258372	-98.95689	0.642665	-99.00315	2.513774	-98.97796	3.439304
-97.98886	5.405661	-97.93542	0.641555	-98.02224	2.488811	-97.99168	3.570867
-96.99034	5.552714	-96.93362	0.641118	-97.02655	2.464037	-96.98539	3.718153
-95.98663	5.696543	-95.91914	0.641102	-96.04953	2.439348	-96.01329	3.857026
-95.00469	5.847069	-94.93457	0.642025	-95.05437	2.416065	-95.00932	4.010883
-94.0107	5.996462	-93.93115	0.643301	-94.03133	2.395334	-94.00294	4.175415
-93.01999	6.148738	-92.92849	0.640123	-93.01904	2.371671	-93.00768	4.331539
-92.01987	6.304294	-91.93304	0.638643	-92.00774	2.350684	-91.98557	4.502443
-91.01652	6.457595	-90.92769	0.638665	-91.01374	2.330216	-90.97118	4.673545
-90.01915	6.606819	-89.95174	0.637629	-90.0403	2.306026	-89.9733	4.835742
-89.01115	6.763561	-88.97811	0.640582	-89.03977	2.28749	-88.97905	5.007725
-88.02882	6.926284	-87.98384	0.6432	-88.04613	2.268137	-88.00972	5.185652
-87.0211	7.089121	-86.9855	0.639402	-87.03532	2.248309	-87.00617	5.362334
-86.01904	7.25141	-85.96051	0.638721	-86.01239	2.230009	-86.00304	5.547719
-85.01902	7.408403	-84.94064	0.636527	-85.02151	2.210751	-85.014	5.726292
-84.01466	7.564042	-83.93575	0.633211	-84.02082	2.191545	-84.01012	5.906814
-83.0271	7.725546	-82.93736	0.633738	-83.02541	2.172461	-83.02886	6.087772
-82.02721	7.885418	-81.95065	0.631127	-82.02338	2.15584	-82.03384	6.274946
-81.01195	8.052638	-80.95216	0.631249	-81.00984	2.139291	-81.00073	6.473626
-79.99767	8.209488	-79.94751	0.629632	-80.01416	2.121913	-79.98513	6.666949
-78.99554	8.364135	-78.93986	0.629807	-79.02875	2.104913	-78.97121	6.861843
-77.9874	8.525661	-77.92836	0.632123	-78.03974	2.089489	-77.95825	7.055398
-77.00024	8.673447	-76.9327	0.627716	-77.04697	2.073259	-76.98276	7.233559
-76.01285	8.829962	-75.95283	0.62976	-76.05206	2.06	-76.00137	7.417741
-75.01631	8.983169	-74.95918	0.628481	-75.04156	2.045956	-75.00573	7.607583
-74.01534	9.132961	-73.97281	0.62331	-74.03938	2.028302	-74.00452	7.792052
-73.02206	9.287533	-72.9668	0.622584	-73.05878	2.012565	-73.01029	7.983485
-72.01529	9.434202	-71.97141	0.617856	-72.03764	1.997027	-72.01395	8.178681
-71.01598	9.576015	-70.97974	0.615373	-71.04859	1.982981	-71.03526	8.364472
-70.06606	9.717777	-69.99561	0.615622	-70.05396	1.969517	-70.04115	8.555111
-69.06467	9.860516	-69.00576	0.616471	-69.0406	1.956548	-69.0406	8.745602
-68.05191	10.00565	-67.99353	0.618719	-68.0512	1.942839	-68.03298	8.933344
-67.04621	10.14453	-66.97365	0.61851	-67.0316	1.928074	-67.00761	9.115881
-66.01263	10.27749	-65.96716	0.617484	-66.03679	1.914773	-66.02227	9.291576
-65.0162	10.40708	-64.9519	0.617241	-65.02138	1.901712	-65.02878	9.46921
-64.02013	10.53282	-63.95063	0.613772	-64.00681	1.88859	-64.02551	9.63977
-63.03149	10.66151	-62.9612	0.612783	-63.00357	1.876675	-63.04255	9.818894
-62.01232	10.78574	-61.93614	0.612411	-61.99257	1.866804	-62.02652	10.00628
-61.00979	10.90347	-60.95897	0.609433	-60.98555	1.855002	-61.00365	10.18209
-60.01181	11.01838	-59.96431	0.608018	-59.98453	1.842682	-59.98603	10.3555
-58.98042	11.13445	-58.96722	0.606924	-58.9822	1.832359	-58.96185	10.52562
-57.99693	11.24179	-57.98016	0.60548	-58.00571	1.820102	-57.96542	10.67929
-56.99011	11.35148	-56.95677	0.605761	-57.02151	1.809218	-56.95771	10.8338
-55.9803	11.45961	-55.93683	0.606243	-56.02229	1.80161	-55.95539	10.98925
-54.99453	11.55591	-54.91139	0.605191	-55.01968	1.789614	-54.97353	11.13392
-53.99255	11.65665	-53.91391	0.603691	-54.01463	1.778491	-53.96549	11.27866
-52.99695	11.74739	-52.90929	0.60158	-53.01104	1.768168	-52.98625	11.41862
-52.01511	11.83311	-51.9192	0.60102	-52.02049	1.755901	-51.98671	11.55661
-51.03333	11.91902	-50.93071	0.600857	-51.03388	1.749694	-50.98045	11.69449
-50.02582	12.00189	-49.92475	0.599299	-50.02634	1.74023	-49.99168	11.82864
-49.01665	12.08623	-48.94438	0.598659	-49.00362	1.734002	-48.97994	11.96285
-48.01041	12.16147	-47.96023	0.594889	-48.00769	1.726172	-47.97074	12.08272
-47.00263	12.23656	-46.97137	0.591955	-46.9978	1.715096	-46.99601	12.19178
-46.03492	12.30857	-45.96604	0.590566	-45.97175	1.708934	-45.98542	12.29871
-45.06335	12.37239	-44.95884	0.588153	-45.01218	1.698955	-44.99949	12.39557
-44.08118	12.44075	-43.95973	0.587627	-44.00888	1.68989	-44.02916	12.49402
-43.0547	12.50624	-42.95932	0.586086	-43.01791	1.685572	-42.99057	12.59672
-42.02316	12.56356	-41.96403	0.583804	-42.02425	1.67458	-41.99475	12.69326
-41.00092	12.62081	-40.96612	0.583867	-40.99677	1.666695	-40.95707	12.79113
-39.99065	12.67366	-39.94193	0.583665	-39.99818	1.659944	-39.92686	12.8835
-39.02516	12.71852	-38.92767	0.583802	-38.99995	1.649733	-38.95514	12.96408
-38.02937	12.76671	-37.93672	0.583874	-38.00018	1.645453	-37.95334	13.03985
-37.03198	12.80978	-36.95823	0.580692	-37.00642	1.639577	-36.98275	13.10619
-36.01697	12.85285	-35.95354	0.576987	-35.99945	1.633564	-35.99382	13.16824
-35.00315	12.8932	-34.95417	0.573773	-35.00682	1.627739	-34.96795	13.22542
-34.00654	12.92793	-33.93721	0.570952	-34.02244	1.61948	-33.99321	13.27469
