WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)		WE1 Volts(mV)    WE1 Idir (uA)	
Ru Adsorbido con HQ 5mM.teq4_2col	Ru Adsorbido con HQ 5mM.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 1.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru 0.63mM Ciclado - 20 Ciclos 2.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col	Ru Adsorbido con HQ 5mM 20 ciclos.teq4_2col
						767.3292	14.92513
						766.3281	14.87656
						765.319	14.82909
						764.3348	14.78092
						763.3291	14.73477
						762.3287	14.68778
						761.3182	14.64509
						760.3019	14.60348
						759.3254	14.56013
						758.3244	14.51795
						757.3239	14.47472
						756.3344	14.43324
						755.2847	14.39419
						754.2711	14.35447
						753.2886	14.31443
						752.2721	14.27443
						751.2964	14.23421
						750.3099	14.19599
						749.2865	14.15871
						748.2926	14.12108
						747.2886	14.08558
						746.2774	14.05078
						745.2947	14.01506
						744.2891	13.98011
						743.2885	13.94357
						742.2872	13.90783
						741.2905	13.87604
						740.3263	13.84359
						739.3268	13.80882
						738.335	13.77477
						737.3353	13.74058
						736.3259	13.70843
						735.337	13.67927
						734.3345	13.64565
						733.3252	13.61155
						732.3143	13.57924
						731.3195	13.54653
						730.3107	13.51588
						729.3146	13.48592
						728.3242	13.45429
						727.3168	13.424
						726.3066	13.39455
						725.3026	13.36442
						724.3002	13.33305
						723.2909	13.30366
						722.3121	13.27586
						721.3257	13.24778
						720.335	13.21961
						719.3435	13.18894
						718.3414	13.15854
						717.3336	13.12821
						716.3422	13.10073
						715.3707	13.0716
						714.3829	13.04236
						713.3873	13.01169
						712.3643	12.98246
						711.3463	12.95356
						710.3395	12.92394
						709.3273	12.89689
						708.3278	12.86737
						707.3306	12.84033
						706.337	12.81359
						705.3417	12.78639
						704.3317	12.75818
						703.3068	12.73086
						702.3159	12.70455
						701.2991	12.67649
						700.2964	12.64904
						699.3107	12.61997
						698.2758	12.5899
						697.2843	12.56319
						696.293	12.53515
						695.2844	12.50543
						694.2921	12.47598
						693.2934	12.44625
						692.2911	12.41731
						691.2955	12.38991
						690.3098	12.36377
						689.3269	12.33542
						688.3143	12.30954
						687.3192	12.28288
						686.3095	12.25322
						685.2957	12.22498
						684.2961	12.19422
						683.303	12.16722
						682.2937	12.13917
						681.2893	12.11192
						680.2796	12.08573
						679.2758	12.0543
						678.2781	12.02641
						677.2646	11.99604
						676.2949	11.96332
						675.3087	11.93418
						674.3232	11.90433
						673.3198	11.87288
						672.2989	11.84427
						671.2692	11.81662
						670.2752	11.78512
						669.2963	11.75716
						668.3158	11.72632
						667.3116	11.69501
						666.2938	11.6643
						665.314	11.6334
						664.3035	11.60121
						663.305	11.56631
						662.3081	11.53406
						661.2748	11.49767
						660.2793	11.46586
						659.286	11.43222
						658.2831	11.40016
						657.3068	11.36766
						656.305	11.33307
						655.307	11.29912
						654.3237	11.26312
						653.3151	11.23036
						652.3094	11.19747
						651.3204	11.16322
						650.2955	11.12877
						649.2805	11.0901
						648.2883	11.05134
						647.2798	11.01654
						646.2982	10.97722
						645.3105	10.9427
						644.3066	10.90662
						643.304	10.86829
						642.3127	10.83098
						641.3204	10.78863
						640.3389	10.74856
						639.3457	10.70904
						638.3481	10.66955
						637.3555	10.62928
						636.3516	10.58483
						635.361	10.53947
						634.364	10.49722
						633.3468	10.45508
						632.3542	10.41452
						631.3543	10.3695
						630.3237	10.32191
						629.3287	10.27925
						628.3309	10.23158
						627.3381	10.18871
						626.3663	10.14324
						625.3772	10.09293
						624.3754	10.04802
						623.3745	9.999629
						622.3697	9.949924
						621.364	9.899338
						620.3512	9.84777
						619.3512	9.797603
						618.3642	9.74706
						617.3643	9.695662
						616.389	9.642715
						615.3917	9.58899
						614.4016	9.538292
						613.4239	9.488775
						612.4419	9.434658
						611.4465	9.377369
						610.4248	9.318192
						609.4143	9.261046
						608.3854	9.205777
						607.3937	9.149403
						606.3937	9.089947
						605.3917	9.027519
						604.3813	8.968233
						603.3574	8.907557
						602.3571	8.847452
						601.3577	8.785148
						600.3682	8.720489
						599.3745	8.659613
						598.382	8.59668
						597.3798	8.533177
						596.3685	8.46773
						595.3641	8.401049
						594.3626	8.337776
						593.358	8.274353
						592.3622	8.206882
						591.3594	8.138605
						590.3623	8.070286
						589.3645	8.004458
						588.3878	7.940875
						587.4041	7.87292
						586.4032	7.801524
						585.4065	7.728114
						584.3942	7.657401
						583.3837	7.586926
						582.3818	7.51447
						581.3734	7.443094
						580.3619	7.371566
						579.3779	7.298935
						578.3668	7.227128
						577.3647	7.154024
						576.3572	7.077305
						575.3447	7.006989
						574.3593	6.936394
						573.377	6.863437
						572.3834	6.788636
						571.3566	6.710017
						570.3474	6.634786
						569.3375	6.55956
						568.33	6.486614
						567.3499	6.411247
						566.3643	6.333847
						565.3831	6.260884
						564.3887	6.185592
						563.3877	6.10985
						562.3779	6.035139
						561.3738	5.955846
						560.3974	5.880128
						559.3981	5.806086
						558.4	5.728038
						557.38	5.651402
						556.349	5.573842
						555.3398	5.500603
						554.3379	5.42756
						553.3309	5.350532
						552.3336	5.274673
						551.3473	5.195224
						550.3589	5.121032
						549.3754	5.050609
						548.3824	4.973329
						547.3849	4.89784
						546.3571	4.822679
						545.3318	4.746985
						544.3425	4.677015
						543.3171	4.603947
						542.3282	4.530302
						541.3577	4.457847
						540.3636	4.387751
						539.3748	4.319255
						538.3663	4.246847
						537.3628	4.175994
						536.3634	4.105417
						535.3905	4.037592
						534.407	3.968929
						533.4076	3.899207
						532.4005	3.827048
						531.3746	3.756471
						530.3652	3.690438
						529.3533	3.620206
						528.3433	3.552041
						527.3412	3.482281
						526.3451	3.413164
						525.3456	3.351736
						524.3384	3.286978
						523.3478	3.226051
						522.3409	3.161083
						521.3411	3.09748
						520.3504	3.035438
						519.3657	2.970889
						518.3903	2.911038
						517.4073	2.851213
						516.4263	2.792134
						515.4198	2.733379
						514.4352	2.675744
						513.4191	2.615812
						512.4087	2.557308
						511.3867	2.50162
						510.3728	2.446007
						509.3693	2.390109
						508.3632	2.333274
						507.3834	2.276938
						506.3539	2.221113
						505.3631	2.168174
						504.3542	2.116657
						503.3449	2.060253
						502.3394	2.008471
						501.3342	1.955093
						500.3333	1.90409
						499.3663	1.858449
						498.3836	1.810165
						497.3938	1.761778
						496.4182	1.714889
						495.39	1.66401
						494.3978	1.614752
						493.3904	1.568195
						492.3666	1.522211
						491.3763	1.480703
						490.3647	1.435226
						489.3741	1.387351
						488.3758	1.343184
						487.3658	1.300568
						486.3636	1.26021
						485.3745	1.223287
						484.4034	1.179337
						483.4113	1.13682
						482.4204	1.097575
						481.4104	1.059194
						480.3947	1.024384
						479.3899	0.986408
						478.3912	0.94794
						477.3989	0.912619
						476.3837	0.875282
						475.3869	0.84153
						474.4007	0.805061
						473.3856	0.76922
						472.4042	0.739913
						471.4059	0.705363
						470.3874	0.673187
						469.389	0.640024
						468.3902	0.605447
						467.3908	0.575285
						466.3954	0.549303
						465.4182	0.519473
						464.4041	0.489816
						463.4112	0.464256
						462.415	0.437823
						461.411	0.415503
						460.4464	0.390301
						459.4505	0.363034
						458.453	0.334937
						457.4389	0.309763
						456.4243	0.286633
						455.4217	0.258739
						454.4039	0.236066
						453.387	0.213476
						452.3885	0.19068
						451.3795	0.172693
						450.4019	0.149234
						449.4146	0.125827
						448.3936	0.107506
						447.3986	0.091759
						446.3922	0.077549
						445.405	0.058682
						444.4201	0.037705
						443.4097	0.021556
						442.4055	0.005381
						441.3981	-0.006891
						440.3922	-0.022289
						439.4054	-0.040933
						438.4008	-0.055321
						437.4075	-0.069526
						436.4073	-0.083962
						435.3984	-0.097822
						434.4246	-0.110406
						433.4394	-0.123898
						432.4431	-0.132836
						431.4479	-0.145521
						430.43	-0.160667
						429.4076	-0.172099
						428.4233	-0.181175
						427.4279	-0.187702
						426.459	-0.198872
						425.4676	-0.207238
						424.4299	-0.219487
						423.4384	-0.226638
						422.4149	-0.230676
						421.4151	-0.240889
						420.4426	-0.251032
						419.4274	-0.261706
						418.4309	-0.268123
						417.4366	-0.275788
						416.4343	-0.281848
						415.4469	-0.289384
						414.457	-0.297903
						413.4473	-0.299892
						412.4504	-0.302588
						411.438	-0.310013
						410.4323	-0.316089
						409.4605	-0.323472
						408.4806	-0.323696
						407.5083	-0.325107
						406.503	-0.332786
						405.4875	-0.337011
						404.4813	-0.34782
						403.4601	-0.350607
						402.4656	-0.349789
						401.4492	-0.358847
						400.4353	-0.361997
						399.44	-0.365055
						398.4264	-0.369093
						397.4556	-0.367974
						396.4517	-0.373363
						395.4273	-0.380402
						394.442	-0.382937
						393.4189	-0.385515
						392.4054	-0.385147
						391.4278	-0.388769
						390.4196	-0.393864
						389.4189	-0.392229
						388.4421	-0.393267
						387.4532	-0.392296
						386.4539	-0.394923
						385.4567	-0.402344
						384.4654	-0.404345
						383.4601	-0.404985
						382.4799	-0.407927
						381.5035	-0.411059
						380.4898	-0.417244
						379.4728	-0.418075
						378.4393	-0.417818
						377.4176	-0.420153
						376.4367	-0.417112
						375.4455	-0.426506
						374.4383	-0.429421
						373.4276	-0.428555
						372.4061	-0.432803
						371.4011	-0.429249
						370.4282	-0.42919
						369.4425	-0.432269
						368.4496	-0.435498
						367.4534	-0.438949
						366.4362	-0.444916
						365.4359	-0.44595
						364.4285	-0.445529
						363.4192	-0.445734
						362.4173	-0.447121
						361.4167	-0.447725
						360.4271	-0.449756
						359.4446	-0.453111
						358.475	-0.446688
						357.4754	-0.447875
						356.4659	-0.45125
						355.4532	-0.455478
						354.425	-0.462622
						353.4091	-0.464827
						352.3949	-0.466487
						351.3849	-0.467006
						350.3881	-0.47047
						349.3706	-0.474121
						348.3786	-0.471949
						347.3849	-0.470587
						346.3896	-0.472375
						345.4027	-0.473959
						344.4056	-0.477685
						343.42	-0.483934
						342.4104	-0.484311
						341.4091	-0.484605
						340.4068	-0.488582
						339.3898	-0.489659
						338.4025	-0.491169
						337.3885	-0.495405
						336.3848	-0.497755
						335.3951	-0.499028
						334.3943	-0.497176
						333.4321	-0.496269
						332.4573	-0.502174
						331.4617	-0.50374
						330.4808	-0.509317
						329.4725	-0.513622
						328.4733	-0.515132
						327.4705	-0.520762
						326.4461	-0.527109
						325.4514	-0.52769
						324.4334	-0.53085
						323.4466	-0.532371
						322.4547	-0.534368
						321.4658	-0.541283
						320.4753	-0.53765
						319.4771	-0.540415
						318.4888	-0.542754
						317.4776	-0.548647
						316.4677	-0.55828
						315.4614	-0.558279
						314.4566	-0.561272
						313.4598	-0.56275
						312.4738	-0.5676
						311.4825	-0.575412
						310.4834	-0.578865
						309.5027	-0.582102
						308.4961	-0.589397
						307.493	-0.595397
						306.5071	-0.600927
						305.5036	-0.606978
						304.4979	-0.60893
						303.5021	-0.619479
						302.4822	-0.62904
						301.4723	-0.635117
						300.4753	-0.634984
						299.4617	-0.635376
						298.4634	-0.645142
						297.4398	-0.655914
						296.4392	-0.662929
						295.4386	-0.666313
						294.4297	-0.666087
						293.444	-0.670389
						292.437	-0.686292
						291.4315	-0.695511
						290.4295	-0.704778
						289.4335	-0.712065
						288.4354	-0.721224
						287.4397	-0.73073
						286.4395	-0.738268
						285.4221	-0.745711
						284.4248	-0.750559
						283.4351	-0.764766
						282.4326	-0.775336
						281.4629	-0.782668
						280.471	-0.78657
						279.4699	-0.795884
						278.469	-0.810755
						277.449	-0.823754
						276.4492	-0.83661
						275.4346	-0.841191
						274.4153	-0.850193
						273.4152	-0.863716
						272.4005	-0.879353
						271.4108	-0.889298
						270.4382	-0.899521
						269.4468	-0.912176
						268.4659	-0.925499
						267.4702	-0.942738
						266.4594	-0.953036
						265.4518	-0.964375
						264.4322	-0.977684
						263.4143	-0.99508
						262.4151	-1.009911
						261.4273	-1.016542
						260.4506	-1.027327
						259.4628	-1.042624
						258.4859	-1.06018
						257.4828	-1.079207
						256.4857	-1.090691
						255.52	-1.097559
						254.5241	-1.117306
						253.5361	-1.140279
						252.5162	-1.16468
						251.4874	-1.181378
						250.4751	-1.195211
						249.4542	-1.216111
						248.4341	-1.233599
						247.4343	-1.25537
						246.4114	-1.274036
						245.4156	-1.289739
						244.4494	-1.314778
						243.4295	-1.342314
						242.4643	-1.358874
						241.4797	-1.380853
						240.482	-1.400196
						239.5059	-1.427272
						238.4926	-1.461394
						237.4688	-1.486545
						236.4798	-1.511003
						235.4818	-1.534168
						234.4816	-1.566266
						233.4731	-1.600688
						232.4504	-1.628805
						231.4421	-1.658682
						230.451	-1.688719
						229.4692	-1.718852
						228.4945	-1.760799
						227.4933	-1.795868
						226.499	-1.827639
						225.5005	-1.871091
						224.4819	-1.904896
						223.5054	-1.956985
						222.4872	-2.004767
						221.4835	-2.043872
						220.488	-2.093732
						219.4758	-2.130689
						218.477	-2.176842
						217.4562	-2.223503
						216.4607	-2.268352
						215.4567	-2.32393
						214.4602	-2.376967
						213.477	-2.432367
						212.4752	-2.494673
						211.4608	-2.548659
						210.4583	-2.602114
						209.463	-2.662691
						208.4673	-2.721294
						207.4841	-2.783531
						206.5065	-2.846551
						205.5323	-2.908223
						204.5354	-2.97435
						203.5436	-3.043204
						202.5412	-3.119074
						201.5319	-3.199882
						200.5221	-3.275362
						199.5096	-3.353316
						198.4967	-3.43464
						197.4973	-3.506901
						196.5103	-3.590069
						195.5133	-3.675422
						194.5129	-3.759538
						193.5017	-3.851751
						192.4966	-3.936268
						191.5087	-4.025056
						190.5177	-4.116512
						189.5297	-4.212661
						188.5373	-4.311725
						187.5107	-4.404865
						186.5088	-4.502178
						185.4939	-4.60559
						184.4892	-4.708491
						183.5248	-4.814068
						182.5333	-4.919718
