E(t)	k=0, D=1e-4	k=0, D=1e-6	k=0, D=1e-8	k=0, D=1e-10	k=1000, D=1e-4	k=1000, D=1e-6	k=1000, D=1e-8	k=1000, D=1e-10
0.0720	141.5674	138.0631	34.4388	1.5007	141.5670	138.1718	41.8826	10.9352
0.0744	150.9610	147.3057	37.5611	1.5942	150.9609	147.4042	44.8578	10.9472
0.0768	160.5113	156.6910	40.7980	1.6895	160.5113	156.7992	47.9501	10.9590
0.0792	170.1638	166.2100	44.1403	1.7861	170.1642	166.3048	51.1544	10.9691
0.0816	179.8584	175.7562	47.5769	1.8833	179.8592	175.8621	54.4589	10.9815
0.0840	189.5305	185.3226	51.0949	1.9805	189.5318	185.4082	57.8509	10.9896
0.0864	199.1120	194.7715	54.6798	2.0772	199.1132	194.8771	61.3158	11.0037
0.0888	208.5320	204.1025	58.3157	2.1726	208.5321	204.1996	64.8376	11.0064
0.0912	217.7190	213.2073	61.9853	2.2661	217.7190	213.3052	68.3990	11.0249
0.0936	226.6017	222.0269	65.6703	2.3569	226.6018	222.1258	71.9814	11.0036
0.0960	235.1113	230.4956	69.3517	2.4444	235.1113	230.5909	75.5648	11.1268
0.0984	243.1821	238.5355	73.0101	2.5280	243.1821	238.6376	79.1324	11.0515
0.1008	250.7540	246.1187	76.6260	2.6070	250.7541	246.2055	82.6614	11.0478
0.1032	257.7733	253.1335	80.1803	2.6810	257.7733	253.2410	86.1335	11.0483
0.1056	264.1937	259.6080	83.6544	2.7495	264.1965	259.6983	89.5301	11.0473
0.1080	269.9779	265.4345	87.0309	2.8121	269.9816	265.5380	92.8331	11.0443
0.1104	275.0978	270.6483	90.2935	2.8686	275.1019	270.7316	96.0263	11.0383
0.1128	279.5347	275.1577	93.4277	2.9188	279.5398	275.2593	99.0947	11.0291
0.1152	283.2797	279.0251	96.4205	2.9626	283.2839	279.1106	102.0252	11.0161
0.1176	286.3332	282.1864	99.2609	2.9999	286.3356	282.2844	104.8066	10.9932
0.1200	288.7045	284.6997	101.9401	3.0309	288.7064	284.7882	107.4297	10.9595
0.1224	290.4110	286.5457	104.4512	3.0558	290.4126	286.6373	109.8875	10.9807
0.1248	291.4774	287.7634	106.7894	3.0747	291.4787	287.8547	112.1748	10.9304
0.1272	291.9343	288.3834	108.9517	3.0880	291.9354	288.4689	114.2891	10.9003
0.1296	291.8175	288.4228	110.9374	3.0961	291.8185	288.5141	116.2298	10.8703
0.1320	291.1667	287.9539	112.7472	3.0992	291.1676	288.0280	117.9940	10.8425
0.1344	290.0243	286.9583	114.3833	3.0978	290.0252	287.0516	119.5879	10.8082
0.1368	288.4345	285.5495	115.8496	3.0924	288.4353	285.6275	121.0136	10.7704
0.1392	286.4423	283.7066	117.1510	3.0834	286.4431	283.7992	122.2760	10.7307
0.1416	284.0924	281.5326	118.2935	3.0711	284.0932	281.6107	123.3809	10.6895
0.1440	281.4289	279.0165	119.2838	3.0562	281.4296	279.1043	124.3350	10.6469
0.1464	278.4942	276.2448	120.1292	3.0388	278.4949	276.3226	125.1455	10.6032
0.1488	275.3290	273.2192	120.8375	3.0195	275.3296	273.3046	125.8201	10.5587
0.1512	271.9714	270.0121	121.4170	2.9986	271.9721	270.0887	126.3669	10.5135
0.1536	268.4572	266.6278	121.8758	2.9765	268.4578	266.7098	126.7941	10.4680
0.1560	264.8192	263.1232	122.2223	2.9534	264.8191	263.2006	127.1099	10.4222
0.1584	261.0875	259.5123	122.4648	2.9297	261.0872	259.5908	127.3224	10.3764
0.1608	257.2893	255.8330	122.6112	2.9056	257.2889	255.9085	127.4398	10.3306
0.1632	253.4490	252.0976	122.6694	2.8812	253.4488	252.1776	127.4697	10.2851
0.1656	249.5883	248.3464	122.6471	2.8570	249.5876	248.4192	127.4197	10.2399
0.1680	245.7263	244.5715	122.5513	2.8329	245.7256	244.6529	127.2970	10.1952
0.1704	241.8796	240.8236	122.3891	2.8091	241.8788	240.8957	127.1085	10.1510
0.1728	238.0626	237.0832	122.1669	2.7858	238.0619	237.1620	126.8606	10.1074
0.1752	234.2876	233.3930	121.8909	2.7631	234.2867	233.4646	126.5592	10.0645
0.1776	230.5650	229.7379	121.5666	2.7411	230.5642	229.8139	126.2103	10.0222
0.1800	226.9033	226.1487	121.1995	2.7197	226.9024	226.2190	125.8188	9.9807
0.1824	223.3096	222.6102	120.7944	2.6992	223.3088	222.6871	125.3894	9.9399
0.1848	219.7897	219.1545	120.3560	2.6794	219.7889	219.2242	124.9285	9.8999
0.1872	216.3479	215.7604	119.8883	2.6605	216.3471	215.8350	124.4376	9.8607
0.1896	212.9876	212.4540	119.3953	2.6424	212.9868	212.5232	123.9225	9.8223
0.1920	209.7111	209.2192	118.8805	2.6252	209.7104	209.2914	123.3865	9.7846
0.1944	206.5200	206.0716	118.3470	2.6088	206.5193	206.1414	122.8306	9.7477
0.1968	203.4152	203.0041	117.7978	2.5933	203.4145	203.0742	122.2587	9.7117
0.1992	200.3968	200.0217	117.2355	2.5786	200.3961	200.0905	121.6764	9.6763
0.2016	197.4645	197.1202	116.6625	2.5647	197.4639	197.1900	121.0826	9.6419
0.2040	194.6177	194.3052	116.0810	2.5515	194.6171	194.3722	120.4793	9.6083
0.2064	191.8552	191.5666	115.4929	2.5392	191.8546	191.6364	119.8714	9.5758
0.2088	189.1756	188.9149	114.8999	2.5276	189.1751	188.9812	119.2593	9.5453
0.2112	186.5772	186.3367	114.3036	2.5166	186.5767	186.4051	118.6426	9.5172
0.2136	184.0583	183.8410	113.7053	2.5064	184.0578	183.9066	118.0246	9.4618
0.2160	181.6168	181.4168	113.1063	2.4968	181.6164	181.4837	117.4065	9.4336
0.2184	179.2507	179.0698	112.5078	2.4878	179.2506	179.1346	116.7890	9.4079
0.2208	176.9577	176.7904	111.9106	2.4794	176.9576	176.8571	116.1730	9.3902
0.2232	174.7355	174.5849	111.3155	2.4715	174.7356	174.6491	115.5594	9.3453
0.2256	172.5820	172.4430	110.7235	2.4642	172.5822	172.5085	114.9490	9.3449
0.2280	170.4949	170.3696	110.1350	2.4574	170.4951	170.4331	114.3424	9.2966
0.2304	168.4718	168.3563	109.5507	2.4510	168.4720	168.4207	113.7401	9.2645
0.2328	166.5105	166.4060	108.9710	2.4450	166.5108	166.4692	113.1427	9.2624
0.2352	164.6088	164.5131	108.3964	2.4395	164.6091	164.5763	112.5505	9.2088
0.2376	162.7645	162.6776	107.8272	2.4343	162.7648	162.7401	111.9639	9.1986
0.2400	160.9754	160.8956	107.2637	2.4295	160.9757	160.9583	111.3832	9.1631
0.2424	159.2395	159.1676	106.7061	2.4251	159.2399	159.2291	110.8087	9.1631
0.2448	157.5547	157.4881	106.1548	2.4209	157.5551	157.5503	110.2405	9.1311
0.2472	155.9191	155.8593	105.6097	2.4171	155.9195	155.9202	109.6787	9.0938
0.2496	154.3307	154.2754	105.0712	2.4135	154.3311	154.3368	109.1236	9.0744
0.2520	152.7877	152.7381	104.5391	2.4102	152.7881	152.7983	108.5752	9.0374
0.2544	151.2884	151.2426	104.0137	2.4071	151.2888	151.3031	108.0336	9.0396
0.2568	149.8310	149.7896	103.4950	2.4043	149.8314	149.8493	107.4988	8.9919
0.2592	148.4138	148.3759	102.9829	2.4016	148.4142	148.4355	106.9708	8.9879
0.2616	147.0353	147.0009	102.4776	2.3991	147.0358	147.0601	106.4497	8.9521
0.2640	145.6941	145.6627	101.9789	2.3968	145.6945	145.7216	105.9354	8.9359
0.2664	144.3885	144.3597	101.4869	2.3947	144.3889	144.4184	105.4279	8.9359
0.2688	143.1172	143.0914	101.0015	2.3927	143.1176	143.1494	104.9271	8.8928
0.2712	141.8789	141.8548	100.5227	2.3909	141.8794	141.9131	104.4330	8.8887
0.2736	140.6724	140.6510	100.0504	2.3892	140.6728	140.7084	103.9456	8.8502
0.2760	139.4963	139.4762	99.5845	2.3876	139.4967	139.5339	103.4647	8.8361
0.2784	138.3495	138.3318	99.1249	2.3861	138.3499	138.3886	102.9903	8.8348
0.2808	137.2309	137.2135	98.6717	2.3848	137.2313	137.2713	102.5224	8.7947
0.2832	136.1394	136.1249	98.2246	2.3835	136.1398	136.1809	102.0607	8.7938
0.2856	135.0740	135.0601	97.7836	2.3823	135.0745	135.1166	101.6052	8.7535
0.2880	134.0338	134.0218	97.3487	2.3812	134.0342	134.0773	101.1559	8.7426
0.2904	133.0177	133.0059	96.9196	2.3802	133.0181	133.0620	100.7126	8.7197
0.2928	132.0249	132.0151	96.4964	2.3792	132.0254	132.0700	100.2753	8.7255
0.2952	131.0546	131.0447	96.0789	2.3783	131.0550	131.1003	99.8437	8.6952
0.2976	130.1059	130.0979	95.6670	2.3775	130.1063	130.1521	99.4179	8.6799
0.3000	129.1781	129.1697	95.2607	2.3767	129.1785	129.2248	98.9978	8.6537
0.3024	128.2704	128.2636	94.8597	2.3760	128.2708	128.3175	98.5831	8.6430
0.3048	127.3821	127.3751	94.4641	2.3753	127.3825	127.4296	98.1739	8.6250
0.3072	126.5125	126.5070	94.0737	2.3746	126.5129	126.5603	97.7700	8.6043
0.3096	125.6610	125.6552	93.6884	2.3740	125.6614	125.7091	97.3713	8.5826
0.3120	124.8270	124.8225	93.3082	2.3735	124.8274	124.8753	96.9778	8.5638
0.3144	124.0099	124.0040	92.9328	2.3729	124.0103	124.0583	96.5892	8.5538
0.3168	123.2090	123.2056	92.5623	2.3724	123.2095	123.2577	96.2056	8.5323
0.3192	122.4240	122.4199	92.1966	2.3720	122.4244	122.4727	95.8269	8.5180
0.3216	121.6542	121.6513	91.8355	2.3715	121.6546	121.7030	95.4528	8.5050
0.3240	120.8992	120.8956	91.4789	2.3711	120.8996	120.9480	95.0835	8.4946
0.3264	120.1584	120.1561	91.1268	2.3707	120.1589	120.2073	94.7186	8.4766
0.3288	119.4315	119.4285	90.7791	2.3703	119.4320	119.4804	94.3583	8.4647
0.3312	118.7181	118.7161	90.4357	2.3700	118.7185	118.7669	94.0023	8.4444
0.3336	118.0175	118.0150	90.0964	2.3696	118.0180	118.0664	93.6506	8.4344
0.3360	117.3296	117.3281	89.7613	2.3693	117.3300	117.3784	93.3032	8.4114
0.3384	116.6539	116.6517	89.4303	2.3690	116.6543	116.7027	92.9598	8.4011
0.3408	115.9901	115.9888	89.1032	2.3687	115.9905	116.0387	92.6205	8.3819
0.3432	115.3377	115.3358	88.7800	2.3684	115.3381	115.3863	92.2852	8.3703
0.3456	114.6965	114.6955	88.4606	2.3681	114.6969	114.7450	91.9538	8.3581
0.3480	114.0661	114.0645	88.1449	2.3678	114.0665	114.1145	91.6262	8.3436
0.3504	113.4463	113.4455	87.8329	2.3676	113.4467	113.4945	91.3023	8.3298
0.3528	112.8366	112.8353	87.5245	2.3673	112.8370	112.8848	90.9821	8.3161
0.3552	112.2369	112.2363	87.2196	2.3671	112.2373	112.2849	90.6655	8.3025
0.3576	111.6469	111.6458	86.9182	2.3669	111.6473	111.6948	90.3525	8.2891
0.3600	111.0663	111.0657	86.6201	2.3667	111.0667	111.1140	90.0429	8.2758
0.3624	110.4948	110.4939	86.3254	2.3664	110.4952	110.5424	89.7367	8.2626
0.3648	109.9323	109.9318	86.0339	2.3662	109.9327	109.9797	89.4338	8.2495
0.3672	109.3784	109.3775	85.7457	2.3660	109.3788	109.4257	89.1343	8.2365
0.3696	108.8329	108.8326	85.4606	2.3658	108.8333	108.8800	88.8379	8.2237
0.3720	108.2957	108.2950	85.1786	2.3656	108.2961	108.3426	88.5447	8.2110
0.3744	107.7665	107.7662	84.8996	2.3654	107.7668	107.8133	88.2546	8.1984
0.3768	107.2450	107.2445	84.6235	2.3653	107.2454	107.2917	87.9676	8.1859
0.3792	106.7313	106.7310	84.3504	2.3651	106.7316	106.7777	87.6835	8.1735
0.3816	106.2249	106.2244	84.0802	2.3649	106.2253	106.2712	87.4024	8.1612
0.3840	105.7258	105.7255	83.8128	2.3647	105.7261	105.7719	87.1241	8.1490
0.3864	105.2337	105.2333	83.5481	2.3646	105.2341	105.2797	86.8487	8.1370
0.3888	104.7485	104.7484	83.2862	2.3644	104.7489	104.7944	86.5761	8.1250
0.3912	104.2701	104.2697	83.0269	2.3642	104.2705	104.3158	86.3062	8.1132
0.3936	103.7983	103.7982	82.7702	2.3641	103.7987	103.8438	86.0390	8.1015
0.3960	103.3329	103.3325	82.5161	2.3639	103.3332	103.3782	85.7744	8.0898
0.3984	102.8737	102.8736	82.2646	2.3638	102.8741	102.9189	85.5124	8.0783
0.4008	102.4207	102.4205	82.0155	2.3636	102.4211	102.4657	85.2530	8.0668
0.4032	101.9737	101.9736	81.7689	2.3634	101.9741	102.0185	84.9961	8.0555
0.4056	101.5326	101.5323	81.5247	2.3633	101.5329	101.5772	84.7416	8.0442
0.4080	101.0972	101.0971	81.2828	2.3631	101.0975	101.1416	84.4896	8.0331
0.4104	100.6674	100.6672	81.0433	2.3630	100.6677	100.7116	84.2400	8.0220
0.4128	100.2430	100.2430	80.8061	2.3629	100.2434	100.2872	83.9927	8.0110
0.4152	99.8241	99.8239	80.5711	2.3627	99.8245	99.8680	83.7477	8.0001
0.4176	99.4104	99.4104	80.3383	2.3626	99.4108	99.4542	83.5050	7.9893
0.4200	99.0018	99.0017	80.1077	2.3624	99.0022	99.0455	83.2645	7.9786
0.4224	98.5983	98.5983	79.8792	2.3623	98.5987	98.6418	83.0263	7.9680
0.4248	98.1998	98.1996	79.6528	2.3622	98.2001	98.2430	82.7902	7.9574
0.4272	97.8060	97.8060	79.4286	2.3620	97.8064	97.8491	82.5562	7.9469
0.4296	97.4170	97.4169	79.2063	2.3619	97.4173	97.4599	82.3243	7.9366
0.4320	97.0326	97.0326	78.9861	2.3617	97.0330	97.0754	82.0945	7.9263
0.4344	96.6528	96.6527	78.7678	2.3616	96.6531	96.6954	81.8667	7.9160
0.4368	96.2774	96.2774	78.5515	2.3615	96.2777	96.3198	81.6409	7.9059
0.4392	95.9064	95.9063	78.3371	2.3614	95.9067	95.9487	81.4171	7.8958
0.4416	95.5397	95.5396	78.1246	2.3612	95.5400	95.5818	81.1953	7.8858
0.4440	95.1771	95.1770	77.9140	2.3611	95.1775	95.2191	80.9753	7.8759
0.4464	94.8187	94.8187	77.7052	2.3610	94.8191	94.8605	80.7573	7.8661
0.4488	94.4644	94.4643	77.4981	2.3608	94.4647	94.5060	80.5411	7.8563
0.4512	94.1140	94.1139	77.2929	2.3607	94.1143	94.1555	80.3267	7.8466
0.4536	93.7675	93.7674	77.0894	2.3606	93.7678	93.8088	80.1141	7.8370
0.4560	93.4248	93.4248	76.8877	2.3605	93.4251	93.4660	79.9033	7.8274
0.4584	93.0858	93.0858	76.6876	2.3603	93.0862	93.1269	79.6943	7.8179
0.4608	92.7506	92.7506	76.4892	2.3602	92.7509	92.7915	79.4869	7.8085
0.4632	92.4190	92.4189	76.2925	2.3601	92.4193	92.4597	79.2813	7.7991
0.4656	92.0909	92.0909	76.0974	2.3600	92.0912	92.1315	79.0774	7.7898
0.4680	91.7663	91.7662	75.9039	2.3598	91.7666	91.8067	78.8751	7.7806
0.4704	91.4451	91.4451	75.7120	2.3597	91.4455	91.4854	78.6745	7.7715
0.4728	91.1273	91.1273	75.5217	2.3596	91.1277	91.1675	78.4754	7.7624
0.4752	90.8128	90.8128	75.3329	2.3595	90.8132	90.8528	78.2780	7.7533
0.4776	90.5016	90.5016	75.1456	2.3594	90.5019	90.5415	78.0821	7.7444
0.4800	90.1936	90.1935	74.9598	2.3592	90.1939	90.2333	77.8877	7.7355
0.4824	89.8887	89.8886	74.7755	2.3591	89.8890	89.9282	77.6949	7.7266
0.4848	89.5868	89.5868	74.5926	2.3590	89.5872	89.6263	77.5036	7.7178
0.4872	89.2881	89.2880	74.4112	2.3589	89.2884	89.3274	77.3137	7.7091
0.4896	88.9923	88.9923	74.2312	2.3588	88.9926	89.0314	77.1254	7.7004
0.4920	88.6994	88.6994	74.0526	2.3587	88.6998	88.7384	76.9384	7.6918
0.4944	88.4095	88.4094	73.8753	2.3585	88.4098	88.4483	76.7529	7.6833
0.4968	88.1223	88.1223	73.6995	2.3584	88.1227	88.1611	76.5688	7.6748
0.4992	87.8380	87.8380	73.5249	2.3583	87.8383	87.8766	76.3861	7.6663
0.5016	87.5564	87.5564	73.3517	2.3582	87.5568	87.5949	76.2048	7.6579
0.5040	87.2776	87.2776	73.1799	2.3581	87.2779	87.3159	76.0248	7.6496
0.5064	87.0014	87.0013	73.0093	2.3580	87.0017	87.0396	75.8461	7.6413
0.5088	86.7278	86.7278	72.8399	2.3579	86.7281	86.7658	75.6688	7.6331
0.5112	86.4568	86.4568	72.6719	2.3577	86.4571	86.4947	75.4928	7.6249
0.5136	86.1883	86.1883	72.5051	2.3576	86.1887	86.2261	75.3180	7.6168
0.5160	85.9224	85.9224	72.3395	2.3575	85.9227	85.9600	75.1445	7.6088
0.5184	85.6589	85.6589	72.1751	2.3574	85.6592	85.6964	74.9723	7.6007
0.5208	85.3978	85.3978	72.0119	2.3573	85.3981	85.4352	74.8013	7.5928
0.5232	85.1392	85.1391	71.8500	2.3572	85.1395	85.1764	74.6316	7.5849
0.5256	84.8828	84.8828	71.6891	2.3571	84.8831	84.9200	74.4630	7.5770
0.5280	84.6288	84.6288	71.5295	2.3570	84.6291	84.6658	74.2957	7.5692
0.5304	84.3771	84.3771	71.3709	2.3569	84.3774	84.4140	74.1295	7.5614
0.5328	84.1276	84.1276	71.2135	2.3568	84.1279	84.1644	73.9645	7.5537
0.5352	83.8804	83.8804	71.0572	2.3566	83.8807	83.9170	73.8007	7.5460
0.5376	83.6353	83.6353	70.9021	2.3565	83.6356	83.6718	73.6381	7.5384
0.5400	83.3924	83.3924	70.7480	2.3564	83.3927	83.4288	73.4767	7.5308
0.5424	83.1516	83.1516	70.5949	2.3563	83.1519	83.1879	73.3152	7.5233
0.5448	82.9129	82.9129	70.4430	2.3562	82.9132	82.9491	73.1575	7.5158
0.5472	82.6763	82.6763	70.2920	2.3561	82.6766	82.7123	72.9967	7.5083
0.5496	82.4417	82.4416	70.1422	2.3560	82.4420	82.4776	72.8413	7.5009
0.5520	82.2091	82.2090	69.9933	2.3559	82.2094	82.2448	72.6840	7.4936
0.5544	81.9784	81.9784	69.8455	2.3558	81.9787	82.0141	72.5291	7.4862
0.5568	81.7498	81.7497	69.6986	2.3557	81.7501	81.7853	72.3745	7.4790
0.5592	81.5230	81.5230	69.5528	2.3556	81.5233	81.5584	72.2210	7.4717
0.5616	81.2981	81.2981	69.4079	2.3555	81.2984	81.3335	72.0700	7.4645
0.5640	81.0752	81.0751	69.2640	2.3554	81.0755	81.1104	71.9190	7.4574
0.5664	80.8540	80.8540	69.1210	2.3553	80.8543	80.8891	71.7704	7.4503
0.5688	80.6347	80.6347	68.9790	2.3552	80.6350	80.6696	71.6188	7.4432
0.5712	80.4171	80.4171	68.8379	2.3551	80.4174	80.4520	71.4717	7.4362
0.5736	80.2014	80.2014	68.6978	2.3550	80.2017	80.2361	71.3246	7.4292
0.5760	79.9874	79.9874	68.5585	2.3549	79.9877	80.0220	71.1779	7.4223
0.5784	79.7751	79.7751	68.4202	2.3548	79.7754	79.8096	71.0339	7.4154
0.5808	79.5645	79.5645	68.2828	2.3547	79.5648	79.5989	70.8887	7.4085
0.5832	79.3556	79.3556	68.1462	2.3546	79.3559	79.3899	70.7467	7.4017
0.5856	79.1483	79.1483	68.0105	2.3545	79.1486	79.1825	70.6021	7.3949
0.5880	78.9427	78.9427	67.8757	2.3544	78.9430	78.9768	70.4621	7.3881
0.5904	78.7387	78.7387	67.7418	2.3543	78.7390	78.7727	70.3205	7.3814
0.5928	78.5363	78.5363	67.6087	2.3542	78.5366	78.5701	70.1802	7.3747
0.5952	78.3354	78.3354	67.4764	2.3541	78.3357	78.3692	70.0425	7.3681
0.5976	78.1361	78.1361	67.3450	2.3540	78.1364	78.1698	69.9035	7.3614
0.6000	77.9384	77.9384	67.2143	2.3539	77.9387	77.9719	69.7678	7.3549
0.5976	77.7421	77.7421	67.0845	2.3538	77.7424	77.7756	69.6307	7.3483
0.5952	77.5474	77.5474	66.9555	2.3537	77.5477	77.5807	69.4943	7.3418
0.5928	77.3541	77.3541	66.8273	2.3536	77.3544	77.3874	69.3609	7.3354
0.5904	77.1623	77.1623	66.6999	2.3535	77.1626	77.1954	69.2249	7.3289
0.5880	76.9720	76.9719	66.5732	2.3534	76.9722	77.0050	69.0926	7.3225
0.5856	76.7830	76.7830	66.4474	2.3533	76.7833	76.8159	68.9615	7.3161
0.5832	76.5955	76.5955	66.3222	2.3532	76.5957	76.6283	68.8280	7.3098
0.5808	76.4093	76.4093	66.1979	2.3531	76.4096	76.4420	68.6980	7.3035
0.5784	76.2245	76.2245	66.0743	2.3530	76.2248	76.2571	68.5692	7.2972
0.5760	76.0411	76.0411	65.9514	2.3529	76.0414	76.0736	68.4381	7.2910
0.5736	75.8590	75.8590	65.8293	2.3528	75.8593	75.8914	68.3104	7.2848
0.5712	75.6783	75.6782	65.7079	2.3527	75.6785	75.7106	68.1839	7.2786
0.5688	75.4988	75.4988	65.5872	2.3526	75.4991	75.5310	68.0550	7.2725
0.5664	75.3206	75.3206	65.4672	2.3525	75.3209	75.3528	67.9296	7.2664
0.5640	75.1438	75.1437	65.3479	2.3524	75.1440	75.1758	67.8053	7.2603
0.5616	74.9681	74.9681	65.2293	2.3523	74.9684	75.0000	67.6786	7.2543
0.5592	74.7937	74.7937	65.1114	2.3522	74.7940	74.8256	67.5553	7.2482
0.5568	74.6206	74.6206	64.9942	2.3521	74.6209	74.6523	67.4333	7.2422
0.5544	74.4487	74.4487	64.8777	2.3521	74.4489	74.4803	67.3100	7.2363
0.5520	74.2779	74.2779	64.7618	2.3520	74.2782	74.3095	67.1874	7.2304
0.5496	74.1084	74.1084	64.6466	2.3519	74.1087	74.1399	67.0676	7.2245
0.5472	73.9401	73.9400	64.5321	2.3518	73.9403	73.9714	66.9464	7.2186
0.5448	73.7729	73.7728	64.4182	2.3517	73.7731	73.8041	66.8257	7.2127
0.5424	73.6068	73.6068	64.3049	2.3516	73.6071	73.6380	66.7064	7.2069
0.5400	73.4419	73.4419	64.1923	2.3515	73.4422	73.4730	66.5889	7.2011
0.5376	73.2781	73.2781	64.0803	2.3514	73.2784	73.3091	66.4703	7.1954
0.5352	73.1155	73.1155	63.9690	2.3513	73.1157	73.1464	66.3526	7.1897
0.5328	72.9539	72.9539	63.8583	2.3512	72.9542	72.9847	66.2373	7.1840
0.5304	72.7934	72.7934	63.7481	2.3511	72.7937	72.8241	66.1217	7.1783
0.5280	72.6340	72.6340	63.6386	2.3510	72.6343	72.6646	66.0046	7.1726
0.5256	72.4757	72.4757	63.5297	2.3510	72.4759	72.5062	65.8906	7.1670
0.5232	72.3184	72.3184	63.4214	2.3509	72.3186	72.3488	65.7779	7.1614
0.5208	72.1621	72.1621	63.3137	2.3508	72.1624	72.1925	65.6638	7.1559
0.5184	72.0069	72.0069	63.2066	2.3507	72.0072	72.0372	65.5502	7.1503
0.5160	71.8527	71.8527	63.1000	2.3506	71.8530	71.8829	65.4379	7.1448
0.5136	71.6995	71.6995	62.9941	2.3505	71.6998	71.7296	65.3273	7.1393
0.5112	71.5473	71.5473	62.8887	2.3504	71.5476	71.5773	65.2155	7.1339
0.5088	71.3961	71.3961	62.7838	2.3503	71.3964	71.4260	65.1046	7.1284
0.5064	71.2459	71.2459	62.6796	2.3502	71.2461	71.2757	64.9954	7.1230
0.5040	71.0966	71.0966	62.5759	2.3502	71.0969	71.1264	64.8872	7.1176
0.5016	70.9483	70.9483	62.4727	2.3501	70.9486	70.9780	64.7780	7.1123
0.4992	70.8009	70.8009	62.3701	2.3500	70.8012	70.8305	64.6692	7.1069
0.4968	70.6545	70.6545	62.2680	2.3499	70.6548	70.6840	64.5631	7.1016
0.4944	70.5090	70.5090	62.1665	2.3498	70.5093	70.5384	64.4555	7.0963
0.4920	70.3644	70.3644	62.0654	2.3497	70.3647	70.3938	64.3483	7.0910
0.4896	70.2207	70.2207	61.9650	2.3496	70.2210	70.2500	64.2420	7.0858
0.4872	70.0779	70.0779	61.8650	2.3495	70.0782	70.1071	64.1372	7.0806
0.4848	69.9360	69.9360	61.7656	2.3495	69.9363	69.9651	64.0334	7.0754
0.4824	69.7950	69.7950	61.6666	2.3494	69.7953	69.8240	63.9273	7.0702
0.4800	69.6549	69.6549	61.5682	2.3493	69.6551	69.6838	63.8243	7.0651
0.4776	69.5156	69.5156	61.4703	2.3492	69.5158	69.5444	63.7225	7.0599
0.4752	69.3771	69.3771	61.3729	2.3491	69.3774	69.4059	63.6192	7.0548
0.4728	69.2395	69.2395	61.2760	2.3490	69.2398	69.2682	63.5163	7.0497
0.4704	69.1028	69.1028	61.1795	2.3489	69.1030	69.1314	63.4142	7.0447
0.4680	68.9668	68.9668	61.0836	2.3489	68.9671	68.9954	63.3136	7.0396
0.4656	68.8317	68.8317	60.9881	2.3488	68.8319	68.8602	63.2140	7.0346
0.4632	68.6974	68.6974	60.8931	2.3487	68.6976	68.7258	63.1120	7.0296
0.4608	68.5639	68.5639	60.7986	2.3486	68.5641	68.5922	63.0130	7.0247
0.4584	68.4312	68.4312	60.7046	2.3485	68.4314	68.4594	62.9152	7.0197
0.4560	68.2992	68.2992	60.6110	2.3484	68.2995	68.3274	62.8160	7.0148
0.4536	68.1681	68.1681	60.5179	2.3483	68.1683	68.1961	62.7171	7.0099
0.4512	68.0377	68.0376	60.4252	2.3483	68.0379	68.0657	62.6190	7.0050
0.4488	67.9080	67.9081	60.3330	2.3482	67.9083	67.9360	62.5227	7.0001
0.4464	67.7791	67.7791	60.2413	2.3481	67.7794	67.8070	62.4258	6.9953
0.4440	67.6510	67.6510	60.1500	2.3480	67.6512	67.6788	62.3293	6.9904
0.4416	67.5236	67.5235	60.0591	2.3479	67.5238	67.5513	62.2337	6.9856
0.4392	67.3969	67.3970	59.9687	2.3478	67.3971	67.4245	62.1381	6.9808
0.4368	67.2709	67.2709	59.8787	2.3478	67.2712	67.2985	62.0437	6.9761
0.4344	67.1457	67.1458	59.7892	2.3477	67.1459	67.1732	61.9486	6.9713
0.4320	67.0211	67.0212	59.7000	2.3476	67.0214	67.0486	61.8553	6.9666
0.4296	66.8973	66.8974	59.6113	2.3475	66.8975	66.9247	61.7610	6.9619
0.4272	66.7741	66.7741	59.5230	2.3474	66.7744	66.8014	61.6686	6.9572
0.4248	66.6516	66.6517	59.4352	2.3473	66.6519	66.6789	61.5752	6.9525
0.4224	66.5298	66.5298	59.3477	2.3473	66.5301	66.5570	61.4836	6.9479
0.4200	66.4087	66.4088	59.2607	2.3472	66.4089	66.4358	61.3910	6.9432
0.4176	66.2882	66.2881	59.1740	2.3471	66.2884	66.3152	61.3001	6.9386
0.4152	66.1683	66.1685	59.0878	2.3470	66.1686	66.1953	61.2086	6.9340
0.4128	66.0491	66.0492	59.0019	2.3469	66.0493	66.0760	61.1185	6.9295
0.4104	65.9305	65.9307	58.9165	2.3468	65.9308	65.9574	61.0285	6.9249
0.4080	65.8126	65.8126	58.8314	2.3467	65.8128	65.8393	60.9386	6.9203
0.4056	65.6952	65.6954	58.7467	2.3467	65.6954	65.7219	60.8494	6.9158
0.4032	65.5785	65.5784	58.6624	2.3466	65.5787	65.6051	60.7598	6.9113
0.4008	65.4623	65.4625	58.5785	2.3465	65.4625	65.4889	60.6716	6.9069
0.3984	65.3467	65.3468	58.4949	2.3464	65.3469	65.3733	60.5830	6.9024
0.3960	65.2317	65.2319	58.4117	2.3463	65.2319	65.2582	60.4957	6.8979
0.3936	65.1172	65.1172	58.3289	2.3462	65.1175	65.1437	60.4082	6.8935
0.3912	65.0033	65.0037	58.2464	2.3461	65.0036	65.0297	60.3214	6.8890
