Funcionalizado APTES 1mM	Funcionalizado APTES 1mM

-539.3641	-0.9739603
	-539.462	-1.26371
	-539.5234	-1.284822
	-539.6699	-1.294764
	-539.7625	-1.305254
	-539.8583	-1.31175
	-539.9391	-1.318939
	-540.0356	-1.32513
	-540.1245	-1.326678
	-540.2374	-1.334392
	-540.3416	-1.342052
	-540.4548	-1.34263
	-540.5798	-1.345416
	-540.6442	-1.350906
	-540.764	-1.354805
	-540.8266	-1.356537
	-540.9473	-1.362283
	-541.064	-1.360645
	-541.1079	-1.36613
	-541.2213	-1.369669
	-541.3739	-1.368849
	-541.458	-1.376676
	-541.5162	-1.379621
	-541.6805	-1.381401
	-541.7563	-1.388077
	-541.8792	-1.38502
	-541.9803	-1.386703
	-542.0831	-1.392794
	-542.1854	-1.391613
	-542.2903	-1.393341
	-542.3828	-1.400304
	-542.4286	-1.401051
	-542.5649	-1.410799
	-542.6768	-1.416172
	-542.7659	-1.416793

-538.3772	-0.9653977
	-538.4564	-1.250859
	-538.5222	-1.272885
	-538.663	-1.281902
	-538.7456	-1.291206
	-538.8577	-1.297543
	-538.9476	-1.305664
	-539.0338	-1.311214
	-539.1227	-1.313187
	-539.252	-1.31902
	-539.3513	-1.327165
	-539.4559	-1.32838
	-539.5779	-1.331827
	-539.6396	-1.33626
	-539.7736	-1.339913
	-539.8403	-1.341195
	-539.9131	-1.347308
	-540.0566	-1.345706
	-540.1021	-1.349711
	-540.2255	-1.356578
	-540.3428	-1.353982
	-540.4675	-1.362467
	-540.5194	-1.365644
	-540.6577	-1.363977
	-540.7502	-1.371202
	-540.8708	-1.371302
	-540.9761	-1.369502
	-541.0853	-1.374574
	-541.1687	-1.376317
	-541.2686	-1.374622
	-541.3661	-1.381556
	-541.3921	-1.384484
	-541.5613	-1.390941
	-541.6779	-1.397388
	-541.7542	-1.398603

-537.3837	-0.9548661
	-537.4762	-1.238575
	-537.5307	-1.262617
	-537.6684	-1.270474
	-537.7488	-1.278531
	-537.8606	-1.28495
	-537.9446	-1.29389
	-538.0464	-1.297009
	-538.1356	-1.301075
	-538.2482	-1.30412
	-538.3629	-1.312407
	-538.4416	-1.3156
	-538.5526	-1.320556
	-538.6346	-1.322202
	-538.7451	-1.325626
	-538.8496	-1.32687
	-538.9132	-1.332748
	-539.0469	-1.330616
	-539.0956	-1.333891
	-539.2357	-1.341839
	-539.3548	-1.34026
	-539.4622	-1.347067
	-539.5317	-1.350538
	-539.6345	-1.347276
	-539.7407	-1.354652
	-539.8565	-1.355195
	-539.9712	-1.35284
	-540.0775	-1.358112
	-540.1588	-1.359256
	-540.2553	-1.357504
	-540.3757	-1.364081
	-540.408	-1.369717
	-540.5795	-1.37346
	-540.6754	-1.380589
	-540.7456	-1.382855

-536.3686	-0.9448757
	-536.4836	-1.225013
	-536.5402	-1.250931
	-536.6754	-1.255769
	-536.7416	-1.265673
	-536.8804	-1.274055
	-536.9542	-1.279399
	-537.0473	-1.281909
	-537.1543	-1.289845
	-537.2668	-1.289902
	-537.364	-1.298082
	-537.4493	-1.304171
	-537.5632	-1.307333
	-537.6483	-1.308807
	-537.7353	-1.313818
	-537.8611	-1.313518
	-537.9077	-1.317743
	-538.0571	-1.316356
	-538.097	-1.319924
	-538.235	-1.326245
	-538.3389	-1.325985
	-538.4261	-1.331436
	-538.5439	-1.334767
	-538.6203	-1.331133
	-538.7661	-1.337558
	-538.8636	-1.338337
	-538.9733	-1.33672
	-539.0778	-1.340223
	-539.1583	-1.343049
	-539.2515	-1.341181
	-539.3482	-1.346517
	-539.4231	-1.35323
	-539.5776	-1.35639
	-539.6752	-1.363977
	-539.7307	-1.365347

-535.357	-0.9350821
	-535.4733	-1.212093
	-535.5505	-1.238377
	-535.6511	-1.242297
	-535.7552	-1.253956
	-535.8752	-1.262522
	-535.9641	-1.265824
	-536.0711	-1.267323
	-536.1638	-1.275904
	-536.2697	-1.276396
	-536.3826	-1.284533
	-536.4557	-1.291907
	-536.5665	-1.293411
	-536.6539	-1.294846
	-536.769	-1.300466
	-536.8716	-1.297814
	-536.9163	-1.303165
	-537.0664	-1.304204
	-537.139	-1.304492
	-537.2531	-1.312591
	-537.3851	-1.313297
	-537.4343	-1.317191
	-537.5667	-1.320473
	-537.6349	-1.317139
	-537.7668	-1.322686
	-537.8573	-1.323141
	-537.9791	-1.323323
	-538.0817	-1.324976
	-538.1668	-1.328338
	-538.2321	-1.326216
	-538.3498	-1.330335
	-538.424	-1.336756
	-538.5693	-1.339403
	-538.6799	-1.347912
	-538.7381	-1.34704

-534.3321	-0.9256895
	-534.4739	-1.199517
	-534.5449	-1.226291
	-534.6459	-1.230545
	-534.7757	-1.241339
	-534.8777	-1.250495
	-534.9607	-1.253569
	-535.0535	-1.253185
	-535.1532	-1.263436
	-535.2657	-1.262706
	-535.3739	-1.271622
	-535.4359	-1.277781
	-535.5756	-1.277802
	-535.6473	-1.280211
	-535.765	-1.286364
	-535.8881	-1.283642
	-535.945	-1.289314
	-536.0596	-1.290728
	-536.1473	-1.288565
	-536.2543	-1.297736
	-536.415	-1.299273
	-536.4326	-1.30164
	-536.5799	-1.303963
	-536.6647	-1.303589
	-536.7711	-1.307232
	-536.875	-1.30702
	-536.9973	-1.30914
	-537.0813	-1.309482
	-537.1787	-1.311821
	-537.257	-1.312401
	-537.3815	-1.315728
	-537.4663	-1.321495
	-537.5752	-1.325433
	-537.6874	-1.331912
	-537.7452	-1.33067

-533.3298	-0.9181667
	-533.4822	-1.187563
	-533.5667	-1.213258
	-533.6566	-1.217807
	-533.7628	-1.229773
	-533.8732	-1.238872
	-533.9675	-1.240129
	-534.0367	-1.239804
	-534.1552	-1.250181
	-534.2653	-1.24981
	-534.3749	-1.259244
	-534.4408	-1.263866
	-534.5705	-1.265115
	-534.6431	-1.266035
	-534.786	-1.272963
	-534.8823	-1.269733
	-534.9622	-1.275667
	-535.0615	-1.277035
	-535.1497	-1.274403
	-535.2394	-1.28323
	-535.4053	-1.284357
	-535.4413	-1.286566
	-535.5739	-1.288369
	-535.6664	-1.288988
	-535.7864	-1.291476
	-535.8706	-1.292324
	-535.9965	-1.294442
	-536.0901	-1.292414
	-536.2128	-1.29697
	-536.2755	-1.298497
	-536.3781	-1.300457
	-536.4537	-1.305225
	-536.5684	-1.309238
	-536.6796	-1.313438
	-536.7726	-1.314499

-532.3422	-0.9109258
	-532.4807	-1.1755
	-532.5636	-1.199508
	-532.6541	-1.207773
	-532.7684	-1.216707
	-532.866	-1.226894
	-532.9702	-1.229044
	-533.033	-1.225919
	-533.1517	-1.237765
	-533.2437	-1.237788
	-533.3783	-1.245823
	-533.4329	-1.249074
	-533.5661	-1.251986
	-533.6507	-1.251432
	-533.7986	-1.25866
	-533.8596	-1.255838
	-533.9728	-1.261251
	-534.0656	-1.262712
	-534.1576	-1.260886
	-534.2496	-1.269526
	-534.417	-1.268963
	-534.4661	-1.272505
	-534.5724	-1.273638
	-534.6711	-1.274381
	-534.7654	-1.277232
	-534.8494	-1.278854
	-534.9853	-1.279191
	-535.0925	-1.278063
	-535.2069	-1.28265
	-535.2892	-1.284148
	-535.39	-1.285222
	-535.4498	-1.288694
	-535.5446	-1.293703
	-535.6807	-1.296638
	-535.7876	-1.299362

-531.3543	-0.9040644
	-531.4875	-1.163278
	-531.5569	-1.186427
	-531.6771	-1.197408
	-531.751	-1.202272
	-531.8722	-1.214337
	-531.9821	-1.217512
	-532.0282	-1.213043
	-532.1637	-1.225989
	-532.2498	-1.225242
	-532.3644	-1.2319
	-532.4218	-1.234894
	-532.5755	-1.238424
	-532.6544	-1.237931
	-532.786	-1.245136
	-532.8576	-1.243029
	-532.9733	-1.245728
	-533.0629	-1.248765
	-533.1655	-1.248299
	-533.2399	-1.253752
	-533.4045	-1.254634
	-533.4633	-1.258817
	-533.5546	-1.259235
	-533.6647	-1.260361
	-533.7704	-1.262679
	-533.8594	-1.263549
	-533.9965	-1.263281
	-534.1	-1.264392
	-534.2115	-1.265771
	-534.3099	-1.26942
	-534.411	-1.270156
	-534.477	-1.272741
	-534.5611	-1.278511
	-534.6867	-1.280514
	-534.7831	-1.285965

-530.3779	-0.8956268
	-530.4951	-1.151515
	-530.5682	-1.173029
	-530.6713	-1.184537
	-530.7457	-1.191326
	-530.8801	-1.201887
	-530.9822	-1.204546
	-531.0603	-1.201356
	-531.1829	-1.213079
	-531.2457	-1.213152
	-531.358	-1.217688
	-531.4349	-1.222551
	-531.5823	-1.227103
	-531.6715	-1.225513
	-531.767	-1.231331
	-531.8365	-1.230208
	-531.9685	-1.231125
	-532.0821	-1.235152
	-532.1789	-1.236255
	-532.2468	-1.239757
	-532.4156	-1.240179
	-532.449	-1.245186
	-532.5485	-1.244167
	-532.6446	-1.245857
	-532.774	-1.248982
	-532.8608	-1.247871
	-532.9963	-1.249324
	-533.1109	-1.250921
	-533.2233	-1.25091
	-533.3026	-1.254958
	-533.3982	-1.255021
	-533.4688	-1.256826
	-533.5651	-1.262647
	-533.6722	-1.265456
	-533.7861	-1.271895

-529.3815	-0.8875063
	-529.4785	-1.141093
	-529.5521	-1.161514
	-529.6739	-1.172608
	-529.7653	-1.179665
	-529.8721	-1.189565
	-530.0037	-1.192078
	-530.088	-1.190113
	-530.1935	-1.200339
	-530.2524	-1.200258
	-530.3617	-1.205008
	-530.4565	-1.209202
	-530.5958	-1.212285
	-530.6752	-1.212687
	-530.7621	-1.21769
	-530.8485	-1.216777
	-530.9537	-1.217724
	-531.0859	-1.221522
	-531.18	-1.223377
	-531.2546	-1.226072
	-531.4236	-1.227271
	-531.4436	-1.232217
	-531.5501	-1.228762
	-531.6423	-1.23245
	-531.7701	-1.236984
	-531.8933	-1.232321
	-531.9924	-1.235557
	-532.0992	-1.238389
	-532.2073	-1.235338
	-532.3052	-1.240263
	-532.4034	-1.240691
	-532.4843	-1.240916
	-532.5577	-1.248443
	-532.6786	-1.252761
	-532.7697	-1.255767

-528.3605	-0.8780016
	-528.4623	-1.130205
	-528.5452	-1.14898
	-528.6675	-1.16003
	-528.7598	-1.167227
	-528.8895	-1.17511
	-529.0047	-1.180156
	-529.0948	-1.180609
	-529.183	-1.186818
	-529.2663	-1.186998
	-529.3527	-1.193615
	-529.4792	-1.196445
	-529.5991	-1.198655
	-529.693	-1.201222
	-529.7521	-1.20519
	-529.8689	-1.203935
	-529.9346	-1.205389
	-530.075	-1.208459
	-530.1788	-1.209777
	-530.2667	-1.212655
	-530.4417	-1.214664
	-530.4419	-1.218688
	-530.5619	-1.215397
	-530.6461	-1.2185
	-530.7658	-1.22305
	-530.9214	-1.217163
	-531.0021	-1.221533
	-531.106	-1.224089
	-531.226	-1.219382
	-531.2994	-1.224852
	-531.4132	-1.226885
	-531.489	-1.226459
	-531.5887	-1.232943
	-531.6643	-1.239528
	-531.7594	-1.239823

-527.3403	-0.8687509
	-527.4574	-1.120627
	-527.5345	-1.138429
	-527.6436	-1.149449
	-527.7635	-1.156587
	-527.8711	-1.163053
	-527.9806	-1.168114
	-528.0829	-1.170854
	-528.1503	-1.174698
	-528.2483	-1.173955
	-528.3638	-1.181765
	-528.4895	-1.182714
	-528.5837	-1.185689
	-528.6738	-1.189097
	-528.746	-1.190733
	-528.8424	-1.191009
	-528.9321	-1.194136
	-529.0734	-1.193681
	-529.1647	-1.196024
	-529.2665	-1.200158
	-529.4222	-1.201549
	-529.4221	-1.205063
	-529.5818	-1.201125
	-529.6542	-1.203591
	-529.7597	-1.208182
	-529.9156	-1.203234
	-529.9945	-1.208373
	-530.0837	-1.208555
	-530.2183	-1.205952
	-530.283	-1.20896
	-530.3903	-1.212063
	-530.4625	-1.213033
	-530.5891	-1.216729
	-530.6691	-1.225608
	-530.7635	-1.224356

-526.34	-0.8598526
	-526.45	-1.109834
	-526.5299	-1.128332
	-526.6541	-1.138648
	-526.7524	-1.146053
	-526.8545	-1.151392
	-526.9827	-1.157503
	-527.0775	-1.159611
	-527.1288	-1.162276
	-527.2405	-1.161693
	-527.3698	-1.170737
	-527.4855	-1.169744
	-527.5677	-1.172222
	-527.6738	-1.177094
	-527.7687	-1.178336
	-527.8429	-1.178195
	-527.9095	-1.181622
	-528.061	-1.179202
	-528.1569	-1.183115
	-528.2476	-1.18668
	-528.3975	-1.188255
	-528.4175	-1.190718
	-528.5828	-1.188635
	-528.6591	-1.189255
	-528.7598	-1.193358
	-528.9102	-1.190839
	-528.9757	-1.192084
	-529.0692	-1.193035
	-529.2136	-1.192227
	-529.2787	-1.193855
	-529.3934	-1.197052
	-529.4559	-1.199169
	-529.5957	-1.202279
	-529.6757	-1.211153
	-529.7535	-1.209496

-525.3373	-0.8505602
	-525.4485	-1.097431
	-525.5336	-1.117487
	-525.6447	-1.127483
	-525.7476	-1.134547
	-525.8596	-1.139248
	-525.9683	-1.146931
	-526.0575	-1.14782
	-526.1216	-1.150811
	-526.2384	-1.150843
	-526.3571	-1.15849
	-526.476	-1.158645
	-526.5609	-1.161859
	-526.6783	-1.165054
	-526.7664	-1.166477
	-526.8347	-1.165994
	-526.8983	-1.168957
	-527.0668	-1.165352
	-527.1572	-1.170667
	-527.2535	-1.174954
	-527.3825	-1.174742
	-527.4122	-1.176121
	-527.5707	-1.177868
	-527.6547	-1.175328
	-527.7452	-1.178842
	-527.8701	-1.178732
	-527.9775	-1.176672
	-528.064	-1.179085
	-528.2047	-1.17996
	-528.2493	-1.178528
	-528.3624	-1.180889
	-528.4619	-1.185142
	-528.6023	-1.186791
	-528.6758	-1.195889
	-528.7567	-1.195741

-524.3411	-0.8423787
	-524.4603	-1.08681
	-524.5416	-1.108758
	-524.6557	-1.115685
	-524.7478	-1.125049
	-524.8397	-1.130563
	-524.9495	-1.134595
	-525.0527	-1.136316
	-525.1272	-1.141066
	-525.2281	-1.138779
	-525.3759	-1.146411
	-525.4613	-1.148097
	-525.5655	-1.150209
	-525.6346	-1.152069
	-525.7773	-1.154222
	-525.8368	-1.153506
	-525.913	-1.156806
	-526.0601	-1.152894
	-526.1684	-1.157816
	-526.2408	-1.162247
	-526.3711	-1.162378
	-526.4274	-1.162632
	-526.5526	-1.165629
	-526.6498	-1.163167
	-526.748	-1.165852
	-526.8653	-1.165802
	-526.9666	-1.162559
	-527.0352	-1.165832
	-527.2018	-1.167878
	-527.2488	-1.164861
	-527.3588	-1.166813
	-527.4545	-1.172243
	-527.5811	-1.17398
	-527.6815	-1.1817
	-527.7674	-1.181752

-523.3531	-0.833462
	-523.4594	-1.07501
	-523.5546	-1.099288
	-523.7036	-1.10307
	-523.7424	-1.114242
	-523.8601	-1.120015
	-523.9547	-1.122113
	-524.0485	-1.125607
	-524.1663	-1.130358
	-524.2443	-1.127496
	-524.3752	-1.135892
	-524.4695	-1.139539
	-524.5746	-1.137372
	-524.6559	-1.139407
	-524.7877	-1.144024
	-524.8367	-1.141261
	-524.9237	-1.145449
	-525.051	-1.142913
	-525.1709	-1.14468
	-525.2438	-1.150174
	-525.3773	-1.148498
	-525.4266	-1.148546
	-525.5324	-1.153154
	-525.629	-1.150069
	-525.7509	-1.153678
	-525.8662	-1.152956
	-525.9622	-1.148805
	-526.0381	-1.153582
	-526.2051	-1.155349
	-526.2678	-1.152457
	-526.3486	-1.152974
	-526.4544	-1.159213
	-526.5601	-1.162598
	-526.6816	-1.167227
	-526.7793	-1.168657

-522.3317	-0.8254003
	-522.4443	-1.064756
	-522.5507	-1.088512
	-522.689	-1.09154
	-522.746	-1.101926
	-522.8611	-1.109061
	-522.9267	-1.11058
	-523.0415	-1.114811
	-523.1834	-1.119514
	-523.2555	-1.116602
	-523.3787	-1.124098
	-523.4675	-1.127115
	-523.5707	-1.124474
	-523.6583	-1.126541
	-523.7673	-1.132711
	-523.85	-1.128987
	-523.9539	-1.134351
	-524.0748	-1.133109
	-524.1924	-1.130698
	-524.2755	-1.138515
	-524.3809	-1.136538
	-524.4557	-1.137013
	-524.5228	-1.141305
	-524.6272	-1.13932
	-524.7685	-1.141182
	-524.8771	-1.141219
	-524.9631	-1.138328
	-525.048	-1.142243
	-525.2091	-1.142015
	-525.2704	-1.140482
	-525.3477	-1.139876
	-525.4598	-1.144383
	-525.5341	-1.149944
	-525.6736	-1.152884
	-525.7861	-1.155156

-521.3298	-0.8184519
	-521.4376	-1.055593
	-521.5361	-1.077212
	-521.6799	-1.081134
	-521.746	-1.091412
	-521.8658	-1.098526
	-521.9067	-1.100326
	-522.0358	-1.103855
	-522.1586	-1.109259
	-522.2551	-1.106148
	-522.3895	-1.112589
	-522.4566	-1.114509
	-522.5636	-1.11208
	-522.6599	-1.11319
	-522.7522	-1.120328
	-522.8373	-1.116909
	-522.9706	-1.122343
	-523.0518	-1.122184
	-523.2021	-1.117134
	-523.2831	-1.125476
	-523.3846	-1.124136
	-523.451	-1.125549
	-523.54	-1.130027
	-523.6199	-1.127359
	-523.7707	-1.12628
	-523.8815	-1.129051
	-523.9848	-1.12815
	-524.0646	-1.129948
	-524.2287	-1.129757
	-524.2917	-1.128957
	-524.3589	-1.127166
	-524.4396	-1.131623
	-524.5241	-1.138626
	-524.6834	-1.140084
	-524.7869	-1.142985

-520.3364	-0.8108377
	-520.433	-1.044911
	-520.5439	-1.065774
	-520.6617	-1.072779
	-520.752	-1.080237
	-520.895	-1.087828
	-520.9206	-1.091393
	-521.0511	-1.092589
	-521.166	-1.097836
	-521.2465	-1.097256
	-521.4003	-1.101359
	-521.4534	-1.103669
	-521.5684	-1.100761
	-521.668	-1.101745
	-521.7446	-1.10856
	-521.8318	-1.105981
	-521.9812	-1.110654
	-522.0456	-1.110572
	-522.1747	-1.105578
	-522.2886	-1.112762
	-522.3704	-1.111558
	-522.4299	-1.113098
	-522.5235	-1.11647
	-522.6066	-1.114501
	-522.762	-1.112465
	-522.875	-1.116607
	-522.9968	-1.116826
	-523.0928	-1.116922
	-523.2181	-1.116854
	-523.3015	-1.117136
	-523.3591	-1.112768
	-523.4423	-1.117537
	-523.5386	-1.125425
	-523.6857	-1.12654
	-523.817	-1.130446

-519.3246	-0.8040108
	-519.4496	-1.034055
	-519.5255	-1.053742
	-519.6213	-1.064392
	-519.7555	-1.069806
	-519.8934	-1.077177
	-519.9337	-1.082097
	-520.0608	-1.078781
	-520.1525	-1.086095
	-520.2502	-1.087755
	-520.3992	-1.090019
	-520.4444	-1.092005
	-520.5566	-1.091436
	-520.654	-1.089612
	-520.7603	-1.095574
	-520.8412	-1.095937
	-520.9607	-1.097383
	-521.052	-1.099312
	-521.1907	-1.095149
	-521.287	-1.100199
	-521.3693	-1.101558
	-521.4591	-1.102689
	-521.5325	-1.104709
	-521.6142	-1.103848
	-521.7531	-1.101383
	-521.8734	-1.105198
	-521.9861	-1.105759
	-522.1013	-1.10413
	-522.2258	-1.103675
	-522.3016	-1.105346
	-522.3605	-1.09971
	-522.4555	-1.102696
	-522.545	-1.11224
	-522.6638	-1.113891
	-522.8093	-1.1168

-518.3358	-0.79749
	-518.4816	-1.023846
	-518.5225	-1.043373
	-518.6228	-1.055811
	-518.7449	-1.060608
	-518.89	-1.066661
	-518.9377	-1.072408
	-519.0667	-1.068066
	-519.1454	-1.075296
	-519.2424	-1.077387
	-519.3951	-1.078938
	-519.4414	-1.08237
	-519.575	-1.082303
	-519.6376	-1.07768
	-519.7808	-1.08356
	-519.8513	-1.085548
	-519.9526	-1.085715
	-520.0433	-1.087891
	-520.1727	-1.085179
	-520.2755	-1.088206
	-520.3773	-1.090388
	-520.4573	-1.091343
	-520.5336	-1.091945
	-520.6178	-1.091613
	-520.735	-1.090035
	-520.8606	-1.092304
	-520.9711	-1.092963
	-521.0898	-1.092286
	-521.2158	-1.09105
	-521.3007	-1.093171
	-521.3663	-1.088668
	-521.4451	-1.091369
	-521.5663	-1.099606
	-521.6524	-1.103077
	-521.8008	-1.104448

-517.3294	-0.7894047
	-517.4829	-1.01368
	-517.5322	-1.033768
	-517.6266	-1.045709
	-517.7419	-1.050529
	-517.8833	-1.056144
	-517.9572	-1.06157
	-518.0529	-1.05736
	-518.1712	-1.064042
	-518.2278	-1.065738
	-518.3829	-1.068678
	-518.4338	-1.072598
	-518.5746	-1.07107
	-518.6459	-1.068319
	-518.7787	-1.072667
	-518.8574	-1.074854
	-518.9344	-1.07512
	-519.0515	-1.077089
	-519.165	-1.075304
	-519.2627	-1.076839
	-519.3738	-1.079437
	-519.4673	-1.079905
	-519.5286	-1.077095
	-519.6436	-1.079482
	-519.7304	-1.080777
	-519.8708	-1.079995
	-519.9591	-1.080454
	-520.0929	-1.079095
	-520.2031	-1.07758
	-520.3005	-1.080918
	-520.3791	-1.077989
	-520.453	-1.077725
	-520.5625	-1.086313
	-520.6495	-1.091366
	-520.7972	-1.090974

-516.3236	-0.7811629
	-516.4755	-1.005033
	-516.5258	-1.023867
	-516.6428	-1.034687
	-516.7346	-1.040977
	-516.8433	-1.045424
	-516.9478	-1.051836
	-517.0367	-1.047215
	-517.1461	-1.052552
	-517.2305	-1.053716
	-517.361	-1.05847
	-517.4398	-1.060225
	-517.567	-1.060084
	-517.6541	-1.058251
	-517.7664	-1.06201
	-517.8484	-1.063641
	-517.9199	-1.064242
	-518.0863	-1.065868
	-518.1628	-1.064622
	-518.2466	-1.066437
	-518.3702	-1.068946
	-518.4702	-1.06965
	-518.5405	-1.066501
	-518.6672	-1.06728
	-518.7651	-1.07081
	-518.868	-1.068106
	-518.962	-1.069194
	-519.0689	-1.068569
	-519.1929	-1.065434
	-519.264	-1.06786
	-519.3689	-1.067332
	-519.4498	-1.064084
	-519.543	-1.073785
	-519.6531	-1.079603
	-519.7598	-1.078799

-515.3196	-0.7732705
	-515.4568	-0.9973142
	-515.5396	-1.013
	-515.6554	-1.02362
	-515.7206	-1.032279
	-515.8285	-1.034512
	-515.9228	-1.041897
	-516.014	-1.038061
	-516.1409	-1.042133
	-516.2171	-1.043008
	-516.3376	-1.048485
	-516.453	-1.048266
	-516.5626	-1.049317
	-516.6497	-1.049025
	-516.7283	-1.052372
	-516.8455	-1.05192
	-516.9137	-1.055528
	-517.0702	-1.053262
	-517.1459	-1.053302
	-517.25	-1.056173
	-517.3679	-1.056639
	-517.4572	-1.057452
	-517.5486	-1.056126
	-517.6684	-1.055405
	-517.7576	-1.058524
	-517.8776	-1.056124
	-517.9758	-1.056599
	-518.0633	-1.057371
	-518.1791	-1.054145
	-518.2474	-1.055458
	-518.3724	-1.056098
	-518.4454	-1.052796
	-518.5365	-1.06129
	-518.6763	-1.068048
	-518.7649	-1.067069

-514.3093	-0.7652321
	-514.431	-0.9884211
	-514.538	-1.003329
	-514.6357	-1.013309
	-514.7165	-1.022749
	-514.8205	-1.024947
	-514.9144	-1.031333
	-514.9884	-1.027992
	-515.1202	-1.031629
	-515.2123	-1.032198
	-515.3214	-1.039353
	-515.432	-1.037894
	-515.542	-1.03825
	-515.6462	-1.040123
	-515.7053	-1.040576
	-515.8121	-1.040261
	-515.8788	-1.044831
	-516.0424	-1.040782
	-516.135	-1.042294
	-516.2316	-1.046164
	-516.3522	-1.044866
	-516.4304	-1.045175
	-516.531	-1.046519
	-516.6464	-1.043087
	-516.7469	-1.047232
	-516.8381	-1.044936
	-516.9893	-1.04475
	-517.0526	-1.046116
	-517.1485	-1.043192
	-517.233	-1.042584
	-517.3703	-1.042544
	-517.4673	-1.041228
	-517.5081	-1.048565
	-517.6775	-1.055099
	-517.7651	-1.055133

-513.3107	-0.7583557
	-513.4323	-0.979918
	-513.5432	-0.9951128
	-513.6356	-1.004615
	-513.7089	-1.013274
	-513.8154	-1.016248
	-513.8948	-1.021099
	-514.0002	-1.019457
	-514.1043	-1.022172
	-514.2289	-1.022714
	-514.3092	-1.029494
	-514.4167	-1.028307
	-514.5318	-1.02883
	-514.6288	-1.030125
	-514.697	-1.030559
	-514.7758	-1.030039
	-514.8743	-1.034924
	-515.0399	-1.029967
	-515.1152	-1.032557
	-515.2197	-1.035348
	-515.3376	-1.033297
	-515.4139	-1.032826
	-515.5245	-1.037244
	-515.6177	-1.031948
	-515.736	-1.035949
	-515.8406	-1.034278
	-515.953	-1.032699
	-516.0334	-1.035215
	-516.1396	-1.032861
	-516.2057	-1.030641
	-516.3446	-1.030309
	-516.463	-1.031481
	-516.5103	-1.036297
	-516.6673	-1.042327
	-516.7455	-1.044574

-512.3196	-0.7525434
	-512.4301	-0.9707666
	-512.5428	-0.9867005
	-512.6184	-0.9957927
	-512.7056	-1.004809
	-512.8317	-1.006934
	-512.8821	-1.010674
	-513.0033	-1.01087
	-513.1053	-1.014749
	-513.2285	-1.013216
	-513.307	-1.020548
	-513.4041	-1.019562
	-513.5212	-1.020192
	-513.6317	-1.020185
	-513.6937	-1.020908
	-513.7883	-1.019827
	-513.8667	-1.025328
	-514.016	-1.020198
	-514.1089	-1.021621
	-514.2166	-1.025015
	-514.3358	-1.022707
	-514.3942	-1.021658
	-514.5276	-1.026966
	-514.5964	-1.022278
	-514.7061	-1.025245
	-514.8214	-1.024638
	-514.9302	-1.021478
	-515.0404	-1.024041
	-515.1367	-1.022808
	-515.1986	-1.018864
	-515.3353	-1.019554
	-515.4548	-1.021677
	-515.5132	-1.022545
	-515.6473	-1.030167
	-515.7209	-1.033406

-511.3367	-0.7447025
	-511.4244	-0.9622994
	-511.5249	-0.9802072
	-511.6206	-0.9872911
	-511.7083	-0.9952729
	-511.8414	-0.999704
	-511.8831	-1.000719
	-512.0281	-1.004126
	-512.1104	-1.007111
	-512.2288	-1.001981
	-512.3175	-1.011065
	-512.3909	-1.010502
	-512.534	-1.009376
	-512.6527	-1.011029
	-512.7013	-1.011777
	-512.772	-1.009865
	-512.8983	-1.015514
	-513.031	-1.011525
	-513.1086	-1.011757
	-513.1968	-1.01517
	-513.3271	-1.013684
	-513.3883	-1.011931
	-513.5134	-1.016706
	-513.6141	-1.012407
	-513.7141	-1.015408
	-513.7982	-1.015422
	-513.9243	-1.012111
	-514.0456	-1.013191
	-514.142	-1.012552
	-514.2076	-1.00839
	-514.3279	-1.009136
	-514.4459	-1.010994
	-514.5142	-1.011136
	-514.6148	-1.018172
	-514.6921	-1.022154

-510.3517	-0.7369458
	-510.4466	-0.9542913
	-510.5321	-0.9724188
	-510.6413	-0.9782857
	-510.7237	-0.9853407
	-510.8422	-0.9906332
	-510.8878	-0.9919198
	-511.0458	-0.9959788
	-511.1152	-0.999594
	-511.2561	-0.9914056
	-511.3163	-1.001529
	-511.4069	-1.001587
	-511.543	-0.9990702
	-511.6695	-1.001288
	-511.7065	-1.004295
	-511.8025	-1.000547
	-511.9094	-1.0061
	-512.043	-1.003956
	-512.1136	-1.002242
	-512.2076	-1.004992
	-512.3124	-1.004227
	-512.4036	-1.002156
	-512.5427	-1.005949
	-512.6313	-1.003033
	-512.7134	-1.005739
	-512.825	-1.005228
	-512.9202	-1.002258
	-513.0493	-1.002388
	-513.1382	-1.003154
	-513.2205	-0.9985207
	-513.3168	-0.9999388
	-513.4342	-1.000908
	-513.5388	-1.000858
	-513.6191	-1.007495
	-513.6989	-1.011423

-509.3587	-0.7292886
	-509.4507	-0.9443439
	-509.5209	-0.9624773
	-509.6468	-0.9686384
	-509.7195	-0.9765832
	-509.8476	-0.9803791
	-509.8829	-0.9835168
	-510.0508	-0.9873478
	-510.1042	-0.9903674
	-510.2573	-0.9813069
	-510.3284	-0.9920733
	-510.4376	-0.9922609
	-510.5582	-0.9901652
	-510.6914	-0.9918913
	-510.7361	-0.9941779
	-510.8315	-0.9906076
	-510.9272	-0.9954327
	-511.0444	-0.9953177
	-511.1372	-0.9914511
	-511.2198	-0.9961357
	-511.3242	-0.9962543
	-511.4094	-0.9922151
	-511.5317	-0.9967431
	-511.6635	-0.9944423
	-511.7329	-0.9944769
	-511.8066	-0.9958243
