mV	uA	mV1	uA1	mV2	uA2	mV3	uA3	mV4	uA4	mV6	uA6	mV7	uA7	mV8	uA8	mV9	uA9	mV10	uA10	mV11	uA11
3 mV/seg	3 mV/seg	5 mV/seg	5 mV/seg	10 mV/seg	10 mV/seg	20 mV/seg	20 mV/seg	30 mV/seg	30 mV/seg	50 mV/seg	50 mV/seg	100 mV/seg	100 mV/seg	200 mV/seg	200 mV/seg	300 mV/seg	300 mV/seg	500 mV/seg	500 mV/seg	1000 mV/seg	1000 mV/seg
-246.0328	-9.909509	-246.5873	-12.25307	-246.5939	-17.10706	-246.5571	-23.89003	-238.9191	-27.43873	-246.4789	-36.42245	-246.2988	-49.39456	-246.0726	-65.75591	-168.6118	-19.80246	-245.2155	-92.70363	-245.0865	-113.0635
-247.0394	-9.893417	-247.5954	-12.25795	-247.5992	-17.13328	-247.5675	-24.00697	-239.9256	-27.6852	-247.4878	-36.72181	-247.3206	-49.84751	-247.1249	-66.42242	-169.7289	-20.36797	-246.2477	-93.66235	-246.1221	-114.246
-248.0551	-9.895544	-248.6093	-12.26593	-248.5959	-17.15391	-248.5678	-24.12696	-240.9432	-27.91464	-248.5256	-37.01399	-248.3117	-50.34029	-248.1333	-67.12611	-170.5739	-20.91096	-247.2319	-94.57089	-247.1272	-115.4093
-249.0604	-9.871265	-249.6192	-12.25305	-249.5867	-17.16924	-249.583	-24.22422	-241.9572	-28.14816	-249.513	-37.29436	-249.3186	-50.80103	-249.1221	-67.80367	-171.5384	-21.56959	-248.2798	-95.50003	-248.1271	-116.5978
-250.0569	-9.846107	-250.5983	-12.21419	-250.5555	-17.15479	-250.5668	-24.28654	-242.9484	-28.35819	-250.4828	-37.52915	-250.303	-51.20402	-250.1242	-68.43528	-172.5882	-22.28631	-249.3218	-96.43558	-249.187	-117.8206
-251.059	-9.830804	-251.6027	-12.20398	-251.5633	-17.18859	-251.5627	-24.38197	-243.943	-28.54707	-251.4738	-37.78032	-251.2861	-51.67409	-251.0841	-69.09348	-173.4411	-22.99927	-250.3056	-97.34165	-250.1139	-119.0264
-252.0688	-9.809284	-252.5967	-12.17593	-252.5607	-17.20518	-252.5633	-24.45806	-244.9408	-28.75419	-252.4632	-38.01746	-252.2967	-52.08654	-252.0744	-69.76738	-174.5106	-23.70688	-251.3025	-98.34046	-251.059	-120.2765
-253.0715	-9.782173	-253.5836	-12.1478	-253.5617	-17.20743	-253.5571	-24.51904	-245.935	-28.96681	-253.4742	-38.23452	-253.2937	-52.51045	-253.0726	-70.39393	-175.5442	-24.36623	-252.2811	-99.37383	-252.1087	-121.533
-254.0706	-9.762357	-254.5886	-12.14266	-254.5855	-17.22903	-254.5656	-24.60484	-246.9478	-29.16122	-254.4782	-38.48131	-254.278	-52.94392	-254.0184	-71.01079	-176.554	-24.95274	-253.3021	-100.3956	-252.996	-122.7585
-255.0776	-9.724967	-255.5752	-12.10369	-255.5681	-17.20995	-255.5571	-24.64296	-247.957	-29.36071	-255.4615	-38.6823	-255.2892	-53.3248	-255.0577	-71.66734	-177.5466	-25.58063	-254.2752	-101.4116	-254.0629	-124.0202
-256.0679	-9.683324	-256.5597	-12.06134	-256.5533	-17.18215	-256.5395	-24.67369	-248.9529	-29.54631	-256.4364	-38.86803	-256.2739	-53.72716	-256.0595	-72.26526	-178.5032	-26.2131	-255.2402	-102.3452	-255.0954	-125.2592
-257.0538	-9.642139	-257.5645	-12.03907	-257.5441	-17.17806	-257.5336	-24.7213	-249.9566	-29.68905	-257.4157	-39.07351	-257.2601	-54.09208	-257.0432	-72.86922	-179.4264	-26.89758	-256.2097	-103.2241	-256.0091	-126.4909
-258.0615	-9.618649	-258.5664	-12.0095	-258.5461	-17.16534	-258.5287	-24.76678	-250.9425	-29.84316	-258.4371	-39.27448	-258.2593	-54.49467	-258.0612	-73.50948	-180.3702	-27.65522	-257.1808	-104.0806	-257.0522	-127.7431
-259.0719	-9.598301	-259.576	-11.99061	-259.5522	-17.16329	-259.5362	-24.82428	-251.9246	-29.99891	-259.4415	-39.49749	-259.2466	-54.89386	-259.0114	-74.139	-181.3882	-28.42027	-258.1833	-104.9505	-258.0402	-128.9865
-260.0786	-9.567656	-260.5872	-11.96747	-260.5637	-17.15967	-260.5453	-24.8794	-252.9185	-30.13154	-260.4683	-39.71815	-260.2604	-55.28527	-260.0049	-74.75162	-182.4851	-29.15653	-259.2064	-105.8834	-259.0222	-130.2226
-261.1067	-9.552985	-261.5934	-11.93058	-261.5633	-17.13822	-261.5572	-24.9135	-253.9284	-30.27958	-261.4811	-39.9071	-261.2775	-55.70185	-261.0021	-75.36354	-183.5626	-29.82396	-260.2237	-106.8495	-260.0016	-131.4403
-262.1092	-9.507454	-262.603	-11.88859	-262.5654	-17.10653	-262.5544	-24.9353	-254.9504	-30.41262	-262.4749	-40.08518	-262.3077	-56.05741	-261.9707	-75.99261	-184.5721	-30.48124	-261.2404	-107.8566	-260.9589	-132.6217
-263.1085	-9.464583	-263.6047	-11.83754	-263.5612	-17.05216	-263.5566	-24.92354	-255.9317	-30.50369	-263.4839	-40.22696	-263.3375	-56.40323	-262.9597	-76.57236	-185.5247	-31.2146	-262.2773	-108.8984	-261.9416	-133.8118
-264.1216	-9.436687	-264.6171	-11.80263	-264.5586	-17.01771	-264.5565	-24.93156	-256.9262	-30.60902	-264.4742	-40.38069	-264.3318	-56.75269	-263.949	-77.13449	-186.5203	-32.0105	-263.2274	-109.8979	-262.9884	-134.974
-265.1281	-9.382898	-265.6138	-11.75044	-265.5784	-16.97869	-265.5595	-24.92551	-257.9114	-30.71269	-265.469	-40.5239	-265.3517	-57.06313	-264.9406	-77.73995	-187.4508	-32.82252	-264.2562	-110.8537	-264.0642	-136.1598
-266.1457	-9.339825	-266.6016	-11.68779	-266.5604	-16.91955	-266.5538	-24.89399	-258.8953	-30.81103	-266.4584	-40.63685	-266.3264	-57.39808	-266.0223	-78.30588	-188.4378	-33.63337	-265.2681	-111.7837	-265.0786	-137.3512
-267.1608	-9.30163	-267.6039	-11.64217	-267.5726	-16.88502	-267.5621	-24.88573	-259.9203	-30.93873	-267.4663	-40.7804	-267.3257	-57.69911	-267.0409	-78.84967	-189.4363	-34.27701	-266.2412	-112.6291	-266.0563	-138.4782
-268.1675	-9.246185	-268.5953	-11.57664	-268.5754	-16.82293	-268.5774	-24.84892	-260.9273	-31.0387	-268.4751	-40.89388	-268.3172	-57.99853	-268.0493	-79.42142	-190.3599	-34.91636	-267.2954	-113.4486	-266.9056	-139.6467
-269.1661	-9.202332	-269.5869	-11.51336	-269.5511	-16.74239	-269.5619	-24.77918	-261.919	-31.12019	-269.4769	-40.96804	-269.2737	-58.26455	-269.0246	-79.94265	-191.3575	-35.64032	-268.2628	-114.2911	-267.8983	-140.8028
-270.167	-9.168312	-270.5975	-11.4834	-270.5577	-16.70636	-270.5688	-24.75882	-262.911	-31.19807	-270.4869	-41.0626	-270.2839	-58.53143	-269.9627	-80.44699	-192.3824	-36.41441	-269.1852	-115.126	-268.8621	-141.9554
-271.1658	-9.119552	-271.5997	-11.43128	-271.5503	-16.64812	-271.567	-24.71514	-263.9087	-31.24156	-271.4772	-41.12902	-271.274	-58.83327	-270.9388	-80.96613	-193.3866	-37.31143	-270.2105	-116.0434	-269.8445	-143.1705
-272.1796	-9.0951	-272.606	-11.38275	-272.5556	-16.59567	-272.5635	-24.67318	-264.8998	-31.29216	-272.4689	-41.1938	-272.285	-59.08663	-271.9483	-81.46966	-194.3564	-38.15603	-271.1973	-117.0082	-270.9137	-144.3806
-273.2001	-9.058064	-273.6257	-11.34237	-273.5731	-16.55551	-273.5824	-24.66418	-265.8967	-31.34148	-273.4763	-41.28449	-273.3016	-59.36697	-272.9837	-81.95632	-195.4058	-38.89579	-272.2377	-117.9903	-271.9287	-145.6034
-274.2203	-9.004044	-274.6266	-11.27433	-274.585	-16.49443	-274.5783	-24.61563	-266.9149	-31.36041	-274.4806	-41.33335	-274.2827	-59.61622	-273.9563	-82.46417	-196.3083	-39.56916	-273.2827	-118.9797	-272.9507	-146.8415
-275.2336	-8.959599	-275.6277	-11.21252	-275.6011	-16.42288	-275.5706	-24.55046	-267.9088	-31.38929	-275.4912	-41.36275	-275.2924	-59.80772	-274.9872	-82.99826	-197.3151	-40.2878	-274.2136	-119.8834	-273.9625	-148.0667
-276.2286	-8.897436	-276.6234	-11.15143	-276.6011	-16.35318	-276.5561	-24.47681	-268.9155	-31.39769	-276.4908	-41.37909	-276.2925	-60.04001	-275.9867	-83.50256	-198.345	-41.06944	-275.1732	-120.7214	-275.1222	-149.3031
-277.225	-8.856287	-277.618	-11.09645	-277.6145	-16.27843	-277.5483	-24.40137	-269.9384	-31.38545	-277.5087	-41.3963	-277.2985	-60.21342	-277.041	-83.99768	-199.3251	-41.95023	-276.1967	-121.5276	-276.0771	-150.5233
-278.223	-8.820065	-278.6241	-11.05552	-278.6125	-16.18743	-278.5632	-24.33099	-270.9344	-31.40336	-278.5056	-41.42353	-278.339	-60.41688	-278.0919	-84.48306	-200.4276	-42.85352	-277.2324	-122.2888	-277.1157	-151.7358
-279.2216	-8.770587	-279.6245	-10.99732	-279.6062	-16.09528	-279.5631	-24.24564	-271.9603	-31.41412	-279.5025	-41.42389	-279.3353	-60.56834	-279.0883	-84.9157	-201.4559	-43.6475	-278.2679	-123.0893	-278.1069	-152.9355
-280.2319	-8.73298	-280.6303	-10.94081	-280.5881	-16.0104	-280.5701	-24.17217	-272.9662	-31.41058	-280.5202	-41.41758	-280.3576	-60.724	-280.0648	-85.35028	-202.5201	-44.39801	-279.2539	-123.9083	-278.9522	-154.0667
-281.2313	-8.68548	-281.6182	-10.8755	-281.5643	-15.92277	-281.5524	-24.07434	-273.9683	-31.41648	-281.5046	-41.38923	-281.3311	-60.8946	-280.9938	-85.73814	-203.5144	-45.10802	-280.2174	-124.736	-279.8686	-155.1763
-282.2253	-8.632858	-282.595	-10.78883	-282.538	-15.82386	-282.5191	-23.9537	-274.9742	-31.40473	-282.4812	-41.32397	-282.2728	-61.00018	-281.9971	-86.10853	-204.4803	-45.86467	-281.2053	-125.597	-280.7928	-156.256
-283.2297	-8.594613	-283.5796	-10.74576	-283.5264	-15.76761	-283.5154	-23.87926	-275.9697	-31.36122	-283.4758	-41.30276	-283.2608	-61.15738	-282.9583	-86.48436	-205.4841	-46.6764	-282.2045	-126.4494	-281.834	-157.3173
-284.226	-8.553805	-284.5729	-10.7007	-284.5368	-15.70113	-284.5058	-23.80277	-276.98	-31.32482	-284.4612	-41.28306	-284.258	-61.28524	-283.982	-86.83519	-206.4467	-47.54362	-283.2824	-127.3036	-282.9269	-158.4376
-285.2322	-8.514571	-285.5791	-10.65197	-285.5408	-15.62879	-285.5109	-23.71939	-277.9807	-31.28719	-285.4664	-41.24491	-285.3081	-61.3839	-285.0423	-87.24303	-207.4607	-48.37831	-284.2158	-128.1367	-284.045	-159.5708
-286.2442	-8.478189	-286.5895	-10.62101	-286.5596	-15.58297	-286.5305	-23.66247	-278.9787	-31.21648	-286.4723	-41.23722	-286.3512	-61.53622	-286.0306	-87.64859	-208.5012	-49.2355	-285.1975	-128.9436	-285.0495	-160.687
-287.2553	-8.437593	-287.6006	-10.55483	-287.5558	-15.49881	-287.5316	-23.56316	-279.9782	-31.15445	-287.4727	-41.18505	-287.3618	-61.62334	-287.1086	-88.00449	-209.5044	-50.05573	-286.2076	-129.7352	-286.019	-161.8013
-288.2643	-8.395642	-288.5903	-10.48784	-288.5502	-15.40617	-288.5323	-23.45011	-280.9575	-31.08968	-288.483	-41.10715	-288.3502	-61.70149	-288.1024	-88.38359	-210.4758	-50.87327	-287.1799	-130.4758	-286.9096	-162.8732
-289.27	-8.350933	-289.5892	-10.43468	-289.5535	-15.32702	-289.5371	-23.34554	-281.9402	-30.97894	-289.4728	-41.03661	-289.3378	-61.77845	-289.0981	-88.71984	-211.4915	-51.732	-288.2516	-131.1939	-287.89	-163.9458
-290.2783	-8.311652	-290.5871	-10.37321	-290.5594	-15.23861	-290.5324	-23.23294	-282.9329	-30.89198	-290.4708	-40.94339	-290.3086	-61.80794	-290.0975	-89.0077	-212.4663	-52.56836	-289.2272	-131.9316	-288.7954	-165.0674
-291.2882	-8.280926	-291.584	-10.32153	-291.5629	-15.15924	-291.5425	-23.12638	-283.9442	-30.82674	-291.4682	-40.85442	-291.3137	-61.88108	-291.0638	-89.34261	-213.4447	-53.49835	-290.2123	-132.6768	-289.7665	-166.1991
-292.294	-8.224804	-292.5845	-10.26678	-292.568	-15.07922	-292.5553	-23.01889	-284.9576	-30.73771	-292.4669	-40.76393	-292.3274	-61.90439	-292.0245	-89.64691	-214.468	-54.39175	-291.2375	-133.4644	-290.7674	-167.3588
-293.3022	-8.185558	-293.5814	-10.21074	-293.5595	-14.99035	-293.5464	-22.90199	-285.9723	-30.68415	-293.4709	-40.65895	-293.3068	-61.92244	-292.9572	-89.902	-215.4755	-55.24236	-292.2404	-134.2698	-291.7016	-168.5001
-294.2986	-8.138283	-294.5759	-10.15834	-294.5467	-14.9032	-294.5486	-22.78367	-286.9775	-30.61545	-294.5051	-40.54491	-294.3292	-61.94116	-293.9756	-90.16737	-216.4747	-56.04177	-293.255	-135.0606	-292.7959	-169.6235
-295.2896	-8.078609	-295.5592	-10.09237	-295.5391	-14.80563	-295.5217	-22.65284	-287.9572	-30.5004	-295.5068	-40.41682	-295.3324	-61.8878	-294.9532	-90.4185	-217.3332	-56.77204	-294.2557	-135.7972	-293.809	-170.743
-296.2955	-8.06055	-296.5652	-10.04319	-296.5393	-14.73118	-296.5137	-22.54254	-288.9525	-30.4048	-296.4922	-40.30362	-296.3114	-61.9008	-296.003	-90.64566	-218.3434	-57.58458	-295.2098	-136.4931	-294.7735	-171.8445
-297.3056	-8.025743	-297.5655	-9.988815	-297.5418	-14.65889	-297.5301	-22.44009	-289.9444	-30.29452	-297.4855	-40.18942	-297.3076	-61.87587	-297.0554	-90.8708	-219.365	-58.50183	-296.2201	-137.1735	-295.8331	-172.9799
-298.3221	-7.983925	-298.5623	-9.922683	-298.5411	-14.57068	-298.5177	-22.3146	-290.9421	-30.17001	-298.459	-40.05124	-298.315	-61.83541	-298.0263	-91.11264	-220.2401	-59.44167	-297.2117	-137.7955	-296.8994	-174.113
-299.333	-7.956683	-299.5739	-9.885106	-299.5556	-14.50394	-299.5366	-22.21885	-291.9442	-30.07055	-299.4616	-39.91138	-299.3147	-61.82605	-299.0608	-91.33153	-221.405	-60.38723	-298.1977	-138.4172	-297.9999	-175.2124
-300.3437	-7.91474	-300.5685	-9.824167	-300.5538	-14.41413	-300.5429	-22.10765	-292.9559	-29.94583	-300.4575	-39.742	-300.3124	-61.75077	-300.0055	-91.50814	-222.427	-61.23758	-299.1776	-139.0803	-299.1141	-176.2987
-301.3472	-7.871722	-301.5518	-9.756483	-301.5456	-14.31926	-301.5321	-21.97029	-293.9528	-29.8024	-301.4545	-39.55498	-301.3116	-61.67402	-300.9615	-91.68394	-223.3202	-62.01724	-300.0981	-139.7096	-300.0839	-177.3197
-302.3414	-7.832187	-302.5569	-9.715088	-302.5555	-14.25266	-302.5537	-21.86257	-294.9508	-29.67587	-302.4501	-39.40377	-302.2977	-61.59173	-301.9828	-91.85048	-224.4796	-62.82131	-301.1153	-140.3828	-301.1184	-178.2935
-303.3498	-7.788749	-303.5532	-9.649607	-303.5414	-14.14987	-303.552	-21.73112	-295.9488	-29.52054	-303.4368	-39.2382	-303.3024	-61.48125	-302.9257	-91.97	-225.4448	-63.69601	-302.1295	-141.1142	-302.0542	-179.2943
-304.3463	-7.744961	-304.553	-9.597279	-304.5447	-14.07545	-304.5468	-21.58916	-296.9403	-29.38159	-304.4363	-39.06318	-304.3053	-61.38371	-303.9863	-92.09024	-226.4569	-64.62358	-303.1854	-141.7979	-303.0353	-180.2823
-305.3458	-7.700688	-305.5553	-9.551584	-305.5414	-13.99283	-305.5409	-21.45816	-297.9458	-29.26426	-305.4378	-38.89264	-305.3173	-61.24835	-305.0291	-92.22433	-227.4548	-65.5163	-304.2123	-142.4519	-303.9896	-181.2769
-306.3533	-7.663334	-306.5421	-9.488059	-306.5317	-13.90205	-306.5284	-21.30231	-298.9247	-29.12074	-306.4347	-38.69583	-306.2977	-61.1258	-306.022	-92.30495	-228.3995	-66.34924	-305.2658	-143.0623	-304.9696	-182.2643
-307.3475	-7.624098	-307.5293	-9.429832	-307.5302	-13.81637	-307.5031	-21.15034	-299.9155	-28.99186	-307.4334	-38.4974	-307.2726	-60.96151	-307.0432	-92.36005	-229.4548	-67.07775	-306.2505	-143.5829	-305.9401	-183.2151
-308.3457	-7.579784	-308.522	-9.378565	-308.5165	-13.72459	-308.4736	-21.00676	-300.9002	-28.85484	-308.4227	-38.30537	-308.2824	-60.79579	-308.049	-92.43546	-230.4514	-67.83799	-307.2644	-144.049	-306.8617	-184.1601
-309.3555	-7.558867	-309.5361	-9.343725	-309.5211	-13.63528	-309.4707	-20.88758	-301.8944	-28.69248	-309.4171	-38.11823	-309.2951	-60.65751	-309.0266	-92.48731	-231.4866	-68.66254	-308.2648	-144.5368	-307.8345	-185.1113
-310.3644	-7.533861	-310.5504	-9.309432	-310.526	-13.56651	-310.4816	-20.78588	-302.9202	-28.54619	-310.4153	-37.94527	-310.3327	-60.4946	-310.0451	-92.53821	-232.5561	-69.60033	-309.1948	-145.0514	-308.6646	-186.1104
-311.373	-7.488816	-311.5641	-9.257084	-311.5245	-13.48533	-311.5034	-20.67521	-303.9443	-28.4017	-311.4419	-37.7658	-311.339	-60.35903	-311.0725	-92.61683	-233.5421	-70.59621	-310.248	-145.6144	-309.5615	-187.1281
-312.3943	-7.460132	-312.5706	-9.209076	-312.5406	-13.41328	-312.5353	-20.56608	-304.9492	-28.23726	-312.4595	-37.58888	-312.326	-60.19673	-312.0382	-92.6677	-234.4822	-71.45927	-311.2172	-146.2233	-310.634	-188.148
-313.3989	-7.412739	-313.5653	-9.143256	-313.5451	-13.33492	-313.5374	-20.44108	-305.9417	-28.07966	-313.4703	-37.39327	-313.3022	-60.00998	-313.0347	-92.66728	-235.4722	-72.34381	-312.2246	-146.8676	-311.6841	-189.1814
-314.3951	-7.354973	-314.559	-9.069193	-314.5424	-13.23559	-314.5237	-20.28718	-306.9205	-27.91939	-314.4777	-37.15936	-314.2814	-59.8046	-313.9716	-92.63673	-236.4681	-73.14271	-313.2245	-147.4594	-312.8246	-190.1931
-315.4042	-7.333317	-315.5684	-9.03	-315.5508	-13.16375	-315.5322	-20.16801	-307.893	-27.73685	-315.466	-36.94798	-315.2854	-59.57354	-314.9644	-92.619	-237.4191	-73.91289	-314.191	-147.9506	-313.9397	-191.1821
-316.4147	-7.298632	-316.5688	-8.978325	-316.5506	-13.08172	-316.5323	-20.0309	-308.8758	-27.58004	-316.4854	-36.73129	-316.3204	-59.37249	-316.008	-92.57755	-238.447	-74.82734	-315.2201	-148.4325	-314.9089	-192.1993
-317.425	-7.254142	-317.5694	-8.921921	-317.5582	-12.9939	-317.5363	-19.89305	-309.874	-27.44457	-317.4877	-36.50793	-317.3481	-59.12365	-317.0229	-92.49395	-239.4997	-75.71204	-316.2295	-148.8405	-315.9503	-193.1976
-318.4384	-7.230577	-318.5779	-8.882039	-318.5694	-12.92419	-318.5274	-19.77375	-310.9028	-27.29082	-318.504	-36.3038	-318.3653	-58.89233	-318.0423	-92.44887	-240.4296	-76.55916	-317.2317	-149.1714	-316.832	-194.1647
-319.4527	-7.190268	-319.569	-8.818716	-319.5654	-12.82869	-319.5173	-19.62597	-311.9107	-27.1495	-319.4955	-36.06219	-319.3784	-58.64483	-319.0554	-92.3589	-241.4308	-77.46359	-318.2489	-149.5682	-317.8068	-195.1204
-320.4498	-7.136439	-320.5655	-8.75676	-320.5563	-12.73057	-320.5084	-19.47169	-312.9377	-27.00123	-320.4785	-35.80353	-320.3383	-58.33821	-320.0243	-92.20107	-242.396	-78.25591	-319.2463	-149.9309	-318.7726	-195.9958
-321.4565	-7.106514	-321.5674	-8.710405	-321.5525	-12.65154	-321.5063	-19.34219	-313.9407	-26.8175	-321.4633	-35.56791	-321.3524	-58.07471	-321.0824	-92.08533	-243.3414	-79.04932	-320.3036	-150.3075	-319.8158	-196.8273
-322.4683	-7.069201	-322.5695	-8.660269	-322.5461	-12.56772	-322.5378	-19.21556	-314.9143	-26.6468	-322.4559	-35.32758	-322.3379	-57.7869	-322.1221	-91.94978	-244.3231	-79.91339	-321.3206	-150.7641	-321.0237	-197.6671
-323.4724	-7.030608	-323.5806	-8.616713	-323.5528	-12.4936	-323.5579	-19.10906	-315.9281	-26.48806	-323.4615	-35.1003	-323.3638	-57.51407	-323.1525	-91.77573	-245.3622	-80.72613	-322.255	-151.2106	-322.049	-198.5126
-324.4921	-7.008461	-324.5944	-8.577615	-324.5616	-12.42075	-324.5748	-18.99951	-316.9257	-26.30347	-324.4655	-34.86909	-324.3821	-57.25309	-324.2109	-91.61556	-246.3258	-81.63174	-323.2505	-151.648	-323.1096	-199.3828
-325.5079	-6.970695	-325.6034	-8.528455	-325.5708	-12.3367	-325.6014	-18.87298	-317.9388	-26.13942	-325.4716	-34.62299	-325.3829	-56.95359	-325.2209	-91.4423	-247.3124	-82.50201	-324.1961	-152.0158	-324.0767	-200.2412
-326.5175	-6.92877	-326.6046	-8.473546	-326.5789	-12.25097	-326.5928	-18.73134	-318.9512	-25.97202	-326.4613	-34.37706	-326.412	-56.6589	-326.2407	-91.22298	-248.3292	-83.36259	-325.1861	-152.307	-325.03	-201.0569
-327.5215	-6.886503	-327.5932	-8.409142	-327.5706	-12.15452	-327.5803	-18.56012	-319.9506	-25.76509	-327.4701	-34.11004	-327.3863	-56.30628	-327.2189	-90.96672	-249.3515	-84.19789	-326.2402	-152.5429	-326.0732	-201.8325
-328.527	-6.856396	-328.5896	-8.355375	-328.5753	-12.07384	-328.5778	-18.40851	-320.933	-25.58826	-328.4668	-33.8601	-328.3693	-55.96803	-328.1932	-90.7308	-250.3735	-84.95392	-327.2877	-152.7055	-327.0225	-202.5791
-329.5311	-6.812175	-329.584	-8.301523	-329.5795	-11.99249	-329.5648	-18.26637	-321.9289	-25.41104	-329.4752	-33.60079	-329.3578	-55.61917	-329.1309	-90.46858	-251.4054	-85.7419	-328.3841	-152.907	-328.0141	-203.3523
-330.5295	-6.770204	-330.5666	-8.245099	-330.5724	-11.89939	-330.5652	-18.10938	-322.9377	-25.22328	-330.4765	-33.32288	-330.3548	-55.25296	-330.0757	-90.1601	-252.3739	-86.60239	-329.4258	-153.1286	-328.9153	-204.1397
-331.5373	-6.737971	-331.5708	-8.205363	-331.5788	-11.82657	-331.5612	-17.98635	-323.9391	-25.06922	-331.4667	-33.07547	-331.4005	-54.90386	-331.0755	-89.88507	-253.2565	-87.45793	-330.4691	-153.3389	-329.9601	-204.9125
-332.5327	-6.69021	-332.5568	-8.149277	-332.5679	-11.73706	-332.5604	-17.84278	-324.963	-24.89529	-332.472	-32.80688	-332.4179	-54.53088	-332.0536	-89.58078	-254.3237	-88.35036	-331.4184	-153.5983	-330.9645	-205.7092
-333.5176	-6.652074	-333.5378	-8.089008	-333.5478	-11.63932	-333.5386	-17.6845	-325.9592	-24.70125	-333.4543	-32.52185	-333.3743	-54.12615	-333.0828	-89.19923	-255.3355	-89.16647	-332.3656	-153.8458	-331.9703	-206.4674
-334.5262	-6.628309	-334.5528	-8.050545	-334.5507	-11.56838	-334.5375	-17.56015	-326.9489	-24.52426	-334.434	-32.26604	-334.3658	-53.75697	-334.0935	-88.84434	-256.3525	-89.81964	-333.3579	-154.0254	-332.9673	-207.1974
-335.5247	-6.594623	-335.5539	-8.001356	-335.549	-11.49505	-335.5474	-17.42543	-327.9327	-24.32917	-335.4355	-32.00054	-335.312	-53.36401	-335.0824	-88.50755	-257.3468	-90.54204	-334.3257	-154.1662	-333.8895	-207.963
-336.5382	-6.563685	-336.557	-7.956807	-336.5602	-11.42265	-336.5349	-17.29501	-328.9389	-24.13385	-336.4253	-31.74708	-336.3051	-52.99389	-336.1287	-88.1282	-258.3503	-91.32661	-335.3292	-154.2726	-334.9095	-208.7277
-337.565	-6.545369	-337.58	-7.918301	-337.5756	-11.35875	-337.5563	-17.18109	-329.9368	-23.95847	-337.4171	-31.50829	-337.335	-52.63176	-337.1295	-87.74691	-259.3736	-92.22023	-336.3086	-154.3129	-335.9513	-209.4902
-338.5702	-6.502295	-338.574	-7.865149	-338.5735	-11.27736	-338.5344	-17.04321	-330.9341	-23.76381	-338.4435	-31.24647	-338.3392	-52.24268	-338.1584	-87.38368	-260.3186	-93.14991	-337.2877	-154.3316	-336.9977	-210.2553
-339.5791	-6.461767	-339.5678	-7.815423	-339.5749	-11.18581	-339.5293	-16.90542	-331.9416	-23.5691	-339.4318	-30.9762	-339.3542	-51.8523	-339.1744	-86.967	-261.4205	-94.01819	-338.3264	-154.3517	-337.9996	-210.9656
-340.5777	-6.425774	-340.5722	-7.767086	-340.5678	-11.09447	-340.528	-16.76743	-332.9163	-23.38589	-340.434	-30.70274	-340.3635	-51.4408	-340.1074	-86.5117	-262.3963	-94.73337	-339.3715	-154.3414	-338.9817	-211.6054
-341.574	-6.380555	-341.5692	-7.719889	-341.5658	-11.00897	-341.5219	-16.63302	-333.9234	-23.18491	-341.4649	-30.43809	-341.3877	-51.03089	-341.1413	-86.0824	-263.3668	-95.42405	-340.3604	-154.3474	-339.8848	-212.2015
-342.5926	-6.350001	-342.5759	-7.671491	-342.5677	-10.93093	-342.5515	-16.50553	-334.9158	-23.00085	-342.4867	-30.18365	-342.3717	-50.62879	-342.1385	-85.63194	-264.3799	-96.19534	-341.3293	-154.364	-340.8625	-212.7804
-343.5979	-6.316844	-343.5753	-7.615742	-343.5691	-10.84755	-343.5406	-16.36932	-335.9183	-22.83594	-343.4986	-29.91118	-343.3702	-50.20374	-343.1658	-85.13666	-265.3873	-97.01582	-342.2949	-154.4219	-341.8898	-213.3666
-344.6034	-6.281708	-344.5764	-7.564819	-344.5661	-10.77425	-344.5535	-16.23973	-336.9424	-22.655	-344.4922	-29.64352	-344.3722	-49.78589	-344.1641	-84.64005	-266.3588	-97.8739	-343.2692	-154.4196	-342.9081	-213.9336
-345.6085	-6.245608	-345.5637	-7.511429	-345.5559	-10.6925	-345.551	-16.10464	-337.9443	-22.4766	-345.4819	-29.36802	-345.3703	-49.35103	-345.134	-84.14295	-267.2811	-98.63495	-344.28	-154.3613	-343.9358	-214.4893
-346.5933	-6.210203	-346.5458	-7.459049	-346.5372	-10.60409	-346.5336	-15.9608	-338.9603	-22.30651	-346.4462	-29.08211	-346.3648	-48.90226	-346.1426	-83.60207	-268.4137	-99.3716	-345.3639	-154.2652	-344.863	-214.9953
-347.6105	-6.184559	-347.5528	-7.421151	-347.5248	-10.5369	-347.5466	-15.83908	-339.9551	-22.1065	-347.4465	-28.81713	-347.3585	-48.47211	-347.0853	-83.05374	-269.3185	-100.002	-346.3463	-154.0258	-345.8751	-215.444
-348.6218	-6.15029	-348.5505	-7.377763	-348.5402	-10.46382	-348.548	-15.71332	-340.9437	-21.91958	-348.4728	-28.57184	-348.355	-48.04707	-348.1472	-82.5444	-270.3675	-100.6975	-347.3375	-153.7985	-346.8835	-215.921
-349.6287	-6.115051	-349.5492	-7.333082	-349.5417	-10.39001	-349.5446	-15.58253	-341.9432	-21.75499	-349.4612	-28.30588	-349.3453	-47.61471	-349.1295	-81.99325	-271.4427	-101.4666	-348.364	-153.5735	-347.8368	-216.4056
-350.6508	-6.085595	-350.5617	-7.29753	-350.5605	-10.32731	-350.5637	-15.46904	-342.9374	-21.55926	-350.4836	-28.06089	-350.3516	-47.19894	-350.1312	-81.41653	-272.392	-102.2075	-349.2748	-153.3353	-348.8869	-216.8931
