mV	uA	mV1	uA1	mV2	uA2	mV3	uA3	mV4	uA4	mV6	uA6	mV7	uA7	mV8	uA8	mV9	uA9	mV10	uA10	mV11	uA11
3 mV/seg	3 mV/seg	5 mV/seg	5 mV/seg	10 mV/seg	10 mV/seg	20 mV/seg	20 mV/seg	30 mV/seg	30 mV/seg	50 mV/seg	50 mV/seg	100 mV/seg	100 mV/seg	200 mV/seg	200 mV/seg	300 mV/seg	300 mV/seg	500 mV/seg	500 mV/seg	1000 mV/seg	1000 mV/seg
-500.8375	-4.03778	-501.5162	-2.192114	-501.5161	-1.84866	-501.5568	-1.423291	-502.0069	-1.228904	-501.5765	-0.590281	-501.613	1.190613	-501.7545	2.923545	-501.6349	3.855024	-502.1247	5.397938	-501.649	6.744318
-499.8344	-4.01727	-500.5197	-2.180967	-500.5111	-1.830123	-500.5611	-1.398009	-501.0109	-1.178872	-500.5777	-0.538297	-500.6085	1.269401	-500.7587	3.028708	-500.6221	4.154401	-501.1412	5.441987	-500.6158	6.80492
-498.8437	-3.994844	-499.5259	-2.169401	-499.52	-1.814109	-499.563	-1.369619	-500.0189	-1.12725	-499.5842	-0.486705	-499.594	1.350327	-499.8075	3.13746	-499.5301	4.40168	-500.0855	5.578777	-499.6794	6.863081
-497.8349	-3.977461	-498.5248	-2.158794	-498.5251	-1.796578	-498.553	-1.345681	-499.0341	-1.119806	-498.567	-0.434663	-498.5963	1.425114	-498.7855	3.259061	-498.4586	4.517793	-499.1652	5.81412	-498.6461	6.934321
-496.8269	-3.962717	-497.5315	-2.14911	-497.5334	-1.781324	-497.5594	-1.317552	-498.035	-1.070569	-497.5801	-0.38494	-497.6128	1.505924	-497.8165	3.367966	-497.4875	4.495287	-498.0939	6.123918	-497.7998	7.044647
-495.8284	-3.945064	-496.5261	-2.136858	-496.5314	-1.762873	-496.5523	-1.291918	-497.0452	-1.02345	-496.5817	-0.332569	-496.6196	1.582798	-496.8268	3.482363	-496.4698	4.470478	-497.1589	6.445859	-496.7927	7.188132
-494.8171	-3.930039	-495.5294	-2.126766	-495.5323	-1.748198	-495.5577	-1.264816	-496.0394	-1.015192	-495.6104	-0.282878	-495.6427	1.667758	-495.8152	3.59756	-495.5689	4.581445	-496.2147	6.714709	-495.7638	7.362769
-493.8072	-3.916581	-494.5395	-2.116681	-494.5291	-1.734011	-494.5804	-1.241381	-495.0469	-0.962802	-494.6035	-0.235366	-494.6453	1.739316	-494.7969	3.709605	-494.5645	4.839171	-495.1308	6.894725	-494.8012	7.560898
-492.8072	-3.896814	-493.5351	-2.104523	-493.5137	-1.716579	-493.5667	-1.214084	-494.0545	-0.919591	-493.6008	-0.183667	-493.64	1.825158	-493.7725	3.827051	-493.5408	5.140333	-494.1091	6.968338	-493.6042	7.799653
-491.7965	-3.875414	-492.5395	-2.09536	-492.5242	-1.703671	-492.579	-1.192126	-493.0366	-0.913006	-492.5883	-0.1353	-492.6459	1.896753	-492.7838	3.939626	-492.5898	5.365558	-493.0562	6.969837	-492.5743	8.030838
-490.7912	-3.859104	-491.5324	-2.08445	-491.5257	-1.686168	-491.5804	-1.166952	-492.0444	-0.860367	-491.5637	-0.086575	-491.6503	1.977715	-491.7537	4.054023	-491.5467	5.423909	-491.9797	6.975468	-491.5688	8.311399
-489.7861	-3.842983	-490.5133	-2.071801	-490.5103	-1.668392	-490.5632	-1.14041	-491.0195	-0.821673	-490.582	-0.035701	-490.6291	2.058843	-490.7149	4.171951	-490.5283	5.394855	-490.9769	7.039666	-490.5253	8.598042
-488.7758	-3.82377	-489.5182	-2.06241	-489.5187	-1.65525	-489.5673	-1.119734	-490.0038	-0.81492	-489.5588	0.009858	-489.6059	2.134049	-489.715	4.289314	-489.4964	5.44132	-490.0185	7.192568	-489.6371	8.879746
-487.7783	-3.810585	-488.5242	-2.0542	-488.5067	-1.64006	-488.5592	-1.095468	-489.0215	-0.761387	-488.5746	0.054745	-488.6033	2.20946	-488.6956	4.404594	-488.4867	5.615073	-488.9753	7.450641	-488.6214	9.165021
-486.7751	-3.798167	-487.5332	-2.046985	-487.5131	-1.628779	-487.559	-1.076049	-488.0287	-0.7307	-487.5878	0.100018	-487.586	2.287943	-487.7346	4.513566	-487.4465	5.917724	-488.0351	7.772748	-487.6443	9.408472
-485.7817	-3.780151	-486.5488	-2.040015	-486.5385	-1.618741	-486.5718	-1.056992	-487.0458	-0.726554	-486.5937	0.139648	-486.5957	2.352966	-486.7714	4.628746	-486.475	6.207727	-487.054	8.09663	-486.6804	9.618035
-484.7868	-3.764102	-485.555	-2.031794	-485.5378	-1.606963	-485.5864	-1.039369	-486.0664	-0.674586	-485.6229	0.181453	-485.6289	2.4358	-485.7978	4.748666	-485.5637	6.344439	-486.0289	8.373146	-485.595	9.805821
-483.7821	-3.751564	-484.5609	-2.022871	-484.5468	-1.596023	-484.5914	-1.018664	-485.0694	-0.650006	-484.6236	0.223754	-484.6304	2.503527	-484.8023	4.857474	-484.6226	6.356635	-485.0578	8.551602	-484.6083	9.970097
-482.7872	-3.736728	-483.5585	-2.013316	-483.5349	-1.582883	-483.5909	-1.001852	-484.0807	-0.643629	-483.6253	0.264186	-483.64	2.58192	-483.7915	4.972058	-483.6617	6.338357	-484.0855	8.626239	-483.5461	10.10265
-481.7857	-3.721284	-482.5616	-2.005709	-482.5309	-1.57224	-482.595	-0.981104	-483.0793	-0.591243	-482.6273	0.306556	-482.6369	2.652796	-482.7676	5.092474	-482.639	6.403967	-483.0768	8.640056	-482.5314	10.22531
-480.7733	-3.709806	-481.5699	-1.999683	-481.5405	-1.561467	-481.5966	-0.966861	-482.0778	-0.572865	-481.6236	0.346738	-481.6266	2.725142	-481.7379	5.206521	-481.5427	6.647817	-482.132	8.647818	-481.6368	10.3132
-479.7667	-3.697233	-480.5688	-1.991958	-480.535	-1.550472	-480.5988	-0.946571	-481.0677	-0.567142	-480.6089	0.387263	-480.6186	2.796244	-480.7411	5.316261	-480.4838	6.960863	-481.1395	8.72377	-480.6426	10.41396
-478.7516	-3.678117	-479.5704	-1.985406	-479.5506	-1.541522	-479.6032	-0.93475	-480.0544	-0.516725	-479.5969	0.426882	-479.6402	2.869272	-479.691	5.433291	-479.4221	7.201715	-480.1183	8.897107	-479.6919	10.50665
-477.7237	-3.663656	-478.5634	-1.978205	-478.5411	-1.529286	-478.6042	-0.91489	-479.0545	-0.502798	-478.5718	0.466048	-478.6736	2.938022	-478.7326	5.556106	-478.4672	7.323337	-479.1516	9.167256	-478.7895	10.62781
-476.717	-3.652816	-477.5432	-1.968484	-477.5254	-1.518515	-477.5876	-0.898961	-478.0549	-0.493217	-477.569	0.506459	-477.6702	3.020102	-477.7347	5.676341	-477.5017	7.316129	-478.1068	9.513435	-477.71	10.77743
-475.7054	-3.635459	-476.5432	-1.961365	-476.5213	-1.510345	-476.576	-0.880422	-477.05	-0.440402	-476.5958	0.54327	-476.6731	3.084803	-476.7518	5.79481	-476.5332	7.327824	-477.0841	9.854141	-476.8039	10.93316
-474.6994	-3.621862	-475.5418	-1.953574	-475.5201	-1.504163	-475.5783	-0.868823	-476.0487	-0.430988	-475.606	0.580472	-475.6649	3.162966	-475.7933	5.915541	-475.6617	7.482744	-476.021	10.13849	-475.8463	11.13969
-473.7157	-3.614325	-474.5474	-1.946595	-474.528	-1.49779	-474.5686	-0.850242	-475.0584	-0.422023	-474.6119	0.616316	-474.6348	3.225925	-474.7385	6.031189	-474.6262	7.759182	-474.9936	10.33213	-474.8425	11.37477
-472.7162	-3.599418	-473.5603	-1.943101	-473.545	-1.491941	-473.575	-0.845059	-474.0603	-0.375803	-473.6021	0.647248	-473.6476	3.296356	-473.7279	6.144061	-473.6735	8.067204	-473.9768	10.41133	-473.7819	11.63725
-471.7114	-3.584874	-472.5568	-1.937092	-472.5538	-1.483961	-472.5886	-0.828687	-473.076	-0.376284	-472.581	0.679778	-472.6633	3.359482	-472.7161	6.259602	-472.635	8.289968	-472.9919	10.43533	-472.7136	11.92687
-470.6949	-3.577467	-471.5504	-1.930512	-471.5488	-1.471951	-471.5678	-0.819554	-472.0574	-0.366755	-471.5499	0.714374	-471.6412	3.42759	-471.6998	6.374137	-471.6187	8.342498	-472.1046	10.46432	-471.6768	12.24899
-469.6746	-3.565707	-470.5497	-1.924359	-470.5445	-1.464028	-470.5569	-0.804739	-471.0405	-0.321861	-470.5592	0.745437	-470.6322	3.491847	-470.7196	6.492464	-470.6102	8.333524	-471.112	10.54958	-470.6815	12.55546
-468.6617	-3.551451	-469.5429	-1.917125	-469.5271	-1.456203	-469.5573	-0.795203	-470.0383	-0.322891	-469.5595	0.778624	-469.6245	3.557737	-469.709	6.611306	-469.5473	8.386781	-470.0941	10.73882	-469.8101	12.8795
-467.6529	-3.54343	-468.5354	-1.911706	-468.5322	-1.449072	-468.5557	-0.781847	-469.0328	-0.310489	-468.5621	0.809149	-468.6145	3.619499	-468.7285	6.725523	-468.5424	8.569941	-469.1368	11.02913	-468.7743	13.19215
-466.6535	-3.533142	-467.5349	-1.90793	-467.5262	-1.44551	-467.5664	-0.775167	-468.0634	-0.269156	-467.5883	0.836152	-467.6189	3.690674	-467.7108	6.840066	-467.5736	8.895964	-468.1191	11.38164	-467.7559	13.47292
-465.6479	-3.517389	-466.5247	-1.903759	-466.5231	-1.439637	-466.5696	-0.762505	-467.0833	-0.274566	-466.5738	0.866671	-466.6202	3.74578	-466.6981	6.958722	-466.5662	9.19132	-467.1538	11.73339	-466.6583	13.73458
-464.6292	-3.505879	-465.5168	-1.899425	-465.5334	-1.433686	-465.5661	-0.756109	-466.0937	-0.261013	-465.5758	0.895879	-465.6166	3.817115	-465.718	7.079972	-465.6214	9.346848	-466.1678	12.0301	-465.6954	13.96497
-463.6239	-3.498273	-464.5038	-1.894168	-464.5149	-1.426199	-464.5343	-0.740235	-465.0752	-0.220241	-464.5596	0.927217	-464.6179	3.874144	-464.6967	7.197204	-464.6262	9.384615	-465.1098	12.23155	-464.7002	14.17585
-462.6149	-3.484258	-463.4968	-1.890759	-463.5063	-1.420219	-463.5326	-0.735152	-464.0587	-0.228238	-463.5412	0.953769	-463.6071	3.940067	-463.6904	7.310354	-463.5907	9.374983	-464.0419	12.32404	-463.6554	14.33777
-461.602	-3.472653	-462.5049	-1.887527	-462.5004	-1.417189	-462.5361	-0.726253	-463.0474	-0.214928	-462.549	0.976418	-462.6117	3.999302	-462.7129	7.435682	-462.6331	9.472851	-462.9633	12.36538	-462.6978	14.48893
-460.6178	-3.46776	-461.5089	-1.883823	-461.4895	-1.412215	-461.5287	-0.720928	-462.0248	-0.182313	-461.5321	1.002956	-461.6077	4.05957	-461.7414	7.552869	-461.5781	9.757502	-462.0053	12.40831	-461.5876	14.62611
-459.6211	-3.455394	-460.5293	-1.882811	-460.4946	-1.411607	-460.5565	-0.718447	-461.0449	-0.199486	-460.5216	1.019585	-460.5899	4.112295	-460.728	7.657512	-460.6096	10.07711	-461.055	12.50565	-460.636	14.74787
-458.6092	-3.441657	-459.5436	-1.879322	-459.5006	-1.408948	-459.5538	-0.715526	-460.0454	-0.186688	-459.5305	1.039918	-459.6123	4.167394	-459.7377	7.774036	-459.5199	10.32989	-460.0867	12.71237	-459.7021	14.88423
-457.6149	-3.435265	-458.5398	-1.87453	-458.4964	-1.402287	-458.5496	-0.70855	-459.0388	-0.157999	-458.5224	1.062075	-458.6173	4.218799	-458.7433	7.893497	-458.5514	10.44983	-459.1378	13.018	-458.7686	15.05012
-456.604	-3.421882	-457.5479	-1.873227	-457.4989	-1.400904	-457.5508	-0.707844	-458.0465	-0.175644	-457.5378	1.07603	-457.6143	4.277502	-457.729	8.00237	-457.6057	10.4321	-458.1313	13.37886	-457.7916	15.21928
-455.5941	-3.404554	-456.5515	-1.868895	-456.501	-1.397155	-456.5458	-0.702232	-457.0313	-0.160366	-456.5685	1.096511	-456.6471	4.324473	-456.7636	8.114571	-456.6438	10.46871	-457.0752	13.73786	-456.7699	15.43415
-454.6049	-3.395654	-455.5454	-1.864317	-455.5048	-1.394344	-455.5462	-0.698262	-456.0486	-0.136383	-455.5778	1.114692	-455.628	4.384171	-455.8042	8.229324	-455.6373	10.65014	-456.1226	14.03497	-455.8391	15.68924
-453.5998	-3.384103	-454.552	-1.863073	-454.5229	-1.394343	-454.5649	-0.696513	-455.0681	-0.158473	-454.5848	1.128875	-454.6342	4.428399	-454.7837	8.339293	-454.6179	10.943	-455.0793	14.23211	-454.7982	15.96414
-452.5904	-3.368425	-453.5488	-1.858452	-453.5276	-1.389879	-453.5817	-0.691588	-454.0776	-0.14226	-453.5884	1.14592	-453.6251	4.481695	-453.8028	8.456102	-453.5527	11.26989	-454.0744	14.33857	-453.7303	16.2935
-451.5756	-3.359206	-452.5418	-1.855165	-452.5272	-1.386318	-452.582	-0.688251	-453.0919	-0.122271	-452.5778	1.161734	-452.629	4.532749	-452.7942	8.574276	-452.5911	11.46881	-453.1102	14.39244	-452.8187	16.62684
-450.5643	-3.351479	-451.5372	-1.852618	-451.5175	-1.380367	-451.5935	-0.683099	-452.0651	-0.144076	-451.5598	1.178304	-451.6375	4.586596	-451.7884	8.691564	-451.6626	11.52604	-452.0957	14.45463	-451.7656	16.99006
-449.5549	-3.338052	-450.5369	-1.850997	-450.5055	-1.375704	-450.5787	-0.680875	-451.0579	-0.122886	-450.5635	1.194176	-450.6232	4.635696	-450.7789	8.80787	-450.6386	11.55116	-451.1128	14.58145	-450.7525	17.35133
-448.5548	-3.329482	-449.5376	-1.850661	-449.5057	-1.374803	-449.5909	-0.67918	-450.0361	-0.10859	-449.5675	1.205674	-449.6458	4.685574	-449.7653	8.920859	-449.6308	11.63624	-450.0725	14.80281	-449.8705	17.7056
-447.5579	-3.324643	-448.5373	-1.849632	-448.5067	-1.372399	-448.5884	-0.679382	-449.0409	-0.131943	-448.57	1.216349	-448.6097	4.726052	-448.7051	9.033634	-448.5131	11.87469	-449.1124	15.12173	-448.7762	18.06249
-446.5536	-3.311705	-447.5468	-1.850726	-447.5161	-1.37467	-447.5789	-0.678079	-448.0514	-0.111293	-447.5797	1.223794	-447.5876	4.773047	-447.7089	9.136882	-447.5337	12.20586	-448.06	15.49498	-447.7414	18.3856
-445.549	-3.299513	-446.5477	-1.848847	-446.5265	-1.375015	-446.5865	-0.67906	-447.05	-0.102732	-446.595	1.233665	-446.5699	4.809347	-446.7335	9.250586	-446.5761	12.48271	-447.1128	15.86215	-446.7389	18.68458
-444.5388	-3.294971	-445.5404	-1.845264	-445.5219	-1.371898	-445.5588	-0.671967	-446.0674	-0.124443	-445.5759	1.246868	-445.5424	4.861521	-445.7142	9.37422	-445.6026	12.63962	-446.1566	16.17375	-445.6677	18.97666
-443.5267	-3.286659	-444.5371	-1.845188	-444.523	-1.372962	-444.5699	-0.676341	-445.0531	-0.100674	-444.5919	1.255876	-444.563	4.899768	-444.778	9.473223	-444.5958	12.68035	-445.1247	16.38548	-444.6837	19.21148
-442.5157	-3.27669	-443.5395	-1.843213	-443.5213	-1.371059	-443.5832	-0.673346	-444.0571	-0.097404	-443.6036	1.264613	-443.5839	4.940865	-443.7764	9.588448	-443.5477	12.6978	-444.2178	16.50561	-443.6022	19.43417
-441.5118	-3.275234	-442.5283	-1.841082	-442.5089	-1.368857	-442.5724	-0.676191	-443.0492	-0.120768	-442.5784	1.273539	-442.5996	4.983655	-442.76	9.710651	-442.4663	12.84529	-443.1855	16.56879	-442.5901	19.63902
-440.4987	-3.266015	-441.5435	-1.842154	-441.5165	-1.369518	-441.5802	-0.67653	-442.0464	-0.099188	-441.5914	1.278055	-441.627	5.017309	-441.7631	9.811851	-441.543	13.13278	-442.2606	16.64724	-441.6243	19.80483
-439.4868	-3.250947	-440.548	-1.839574	-440.5153	-1.36623	-440.5549	-0.677968	-441.0658	-0.10053	-440.5784	1.285146	-440.636	5.057031	-440.7866	9.927069	-440.5336	13.4644	-441.2251	16.79298	-440.6317	20.01403
-438.4743	-3.244942	-439.5367	-1.836529	-439.5083	-1.364179	-439.5403	-0.672872	-440.0615	-0.120736	-439.5753	1.292934	-439.6436	5.102708	-439.7716	10.04395	-439.5172	13.74513	-440.103	17.04111	-439.7652	20.21344
-437.4628	-3.236633	-438.5392	-1.835137	-438.5137	-1.363088	-438.5394	-0.676737	-439.0697	-0.094756	-438.568	1.297516	-438.6607	5.133111	-438.7814	10.15608	-438.5722	13.86992	-439.0898	17.38441	-438.7951	20.43467
-436.468	-3.225113	-437.5284	-1.83342	-437.5095	-1.36318	-437.5303	-0.671919	-438.0729	-0.097603	-437.55	1.302924	-437.6676	5.178346	-437.748	10.26757	-437.5297	13.89141	-438.0491	17.77748	-437.822	20.68427
-435.4745	-3.219263	-436.5323	-1.833399	-436.507	-1.365222	-436.5442	-0.67767	-437.0753	-0.118878	-436.5725	1.306596	-436.6548	5.202401	-436.6927	10.37376	-436.5269	13.95709	-437.0891	18.15546	-436.8901	20.95054
-434.4862	-3.213253	-435.5439	-1.834547	-435.5156	-1.367413	-435.5406	-0.676118	-436.0764	-0.096199	-435.5747	1.30812	-435.6361	5.236873	-435.7098	10.48278	-435.5366	14.1338	-436.1324	18.47129	-435.8853	21.25029
-433.4847	-3.201013	-434.5515	-1.83565	-434.5276	-1.370074	-434.5494	-0.68157	-435.066	-0.108067	-434.6079	1.308054	-434.6483	5.263335	-434.7206	10.5863	-434.5542	14.44666	-435.1397	18.69032	-434.9009	21.59141
-432.4737	-3.191667	-433.5625	-1.83537	-433.5324	-1.370116	-433.5547	-0.679042	-434.0824	-0.128024	-433.631	1.309141	-433.6505	5.292586	-433.7714	10.69377	-433.4635	14.78463	-434.0989	18.81854	-433.8145	21.96736
-431.4625	-3.185891	-432.5568	-1.833811	-432.5385	-1.36855	-432.5544	-0.680119	-433.0834	-0.101257	-432.6009	1.313657	-432.6623	5.326175	-432.8056	10.80719	-432.494	14.9895	-433.1025	18.90625	-432.751	22.36885
-430.4547	-3.17523	-431.5543	-1.833515	-431.5497	-1.367696	-431.5573	-0.677017	-432.0798	-0.112006	-431.6006	1.314381	-431.6703	5.357573	-431.7997	10.9082	-431.4925	15.06168	-432.116	19.00425	-431.7313	22.78664
-429.4426	-3.164032	-430.5582	-1.833619	-430.5525	-1.365509	-430.5649	-0.680203	-431.0904	-0.127088	-430.5949	1.315225	-430.6672	5.379894	-430.8344	11.0173	-430.4762	15.08874	-431.1275	19.1699	-430.706	23.19976
-428.4317	-3.158612	-429.5449	-1.831919	-429.5493	-1.363562	-429.5699	-0.676341	-430.0658	-0.100104	-429.5893	1.319813	-429.6478	5.41122	-429.8031	11.12885	-429.5235	15.18458	-430.14	19.43651	-429.755	23.63243
-427.4257	-3.14842	-428.5458	-1.832599	-428.5597	-1.36418	-428.5797	-0.681302	-429.0724	-0.114252	-428.6013	1.317377	-428.6551	5.427644	-428.7796	11.22658	-428.5765	15.45416	-429.183	19.7903	-428.7363	24.02892
-426.4026	-3.134182	-427.5499	-1.831847	-427.5498	-1.363463	-427.5883	-0.677861	-428.0792	-0.12494	-427.5813	1.322612	-427.6602	5.454937	-427.785	11.32982	-427.5429	15.81467	-428.2187	20.19789	-427.7213	24.42275
-425.3956	-3.128034	-426.5361	-1.82866	-426.5325	-1.361139	-426.5758	-0.676543	-427.0789	-0.094794	-426.5667	1.331428	-426.6404	5.481379	-426.7324	11.44628	-426.4948	16.11764	-427.2349	20.59748	-426.8435	24.80672
-424.3918	-3.120205	-425.5424	-1.828358	-425.5343	-1.360418	-425.5767	-0.673524	-426.0929	-0.110102	-425.5599	1.33149	-425.6417	5.50894	-425.7382	11.5526	-425.5178	16.29813	-426.1673	20.92827	-425.9222	25.13151
-423.3818	-3.108872	-424.5367	-1.825654	-424.5219	-1.358728	-424.566	-0.672837	-425.0744	-0.117621	-424.562	1.33565	-424.6221	5.529044	-424.7562	11.65392	-424.4615	16.33268	-425.0931	21.16521	-424.9122	25.44579
-422.382	-3.105169	-423.5278	-1.822819	-423.5178	-1.35526	-423.5645	-0.670092	-424.0627	-0.090192	-423.5605	1.336096	-423.5999	5.55163	-423.7343	11.76083	-423.4362	16.37838	-424.0876	21.31087	-423.8813	25.73318
-421.3752	-3.099548	-422.5291	-1.822063	-422.5239	-1.355784	-422.5705	-0.673023	-423.0637	-0.109623	-422.5653	1.335956	-422.6037	5.568777	-422.7543	11.86158	-422.4861	16.56705	-423.0651	21.40818	-422.7493	25.98205
-420.367	-3.086771	-421.5226	-1.819564	-421.527	-1.354106	-421.5557	-0.669241	-422.0627	-0.110804	-421.5864	1.340563	-421.6045	5.585365	-421.7432	11.96316	-421.551	16.87065	-422.1284	21.524	-421.6785	26.24186
-419.3533	-3.076766	-420.5249	-1.818762	-420.5294	-1.350408	-420.563	-0.668102	-421.0665	-0.082378	-420.568	1.342435	-420.5983	5.605643	-420.6917	12.06351	-420.6436	17.22673	-421.1691	21.71474	-420.6564	26.50769
-418.343	-3.069051	-419.5176	-1.816642	-419.5313	-1.348644	-419.5414	-0.662563	-420.0847	-0.1002	-419.5604	1.347142	-419.6118	5.625351	-419.7114	12.1652	-419.6414	17.49283	-420.144	22.0043	-419.6949	26.77658
-417.3352	-3.056621	-418.5136	-1.814594	-418.5302	-1.344795	-418.5352	-0.658442	-419.0805	-0.095384	-418.5371	1.349958	-418.6031	5.637156	-418.704	12.27234	-418.5801	17.58857	-419.145	22.38235	-418.8023	27.0763
-416.3311	-3.045558	-417.5157	-1.813778	-417.5274	-1.34302	-417.531	-0.654853	-418.0607	-0.069202	-417.53	1.353145	-417.6087	5.657928	-417.7095	12.3698	-417.5624	17.62976	-418.1401	22.80961	-417.8741	27.3908
-415.3287	-3.038377	-416.5084	-1.811359	-416.5223	-1.340782	-416.5118	-0.649872	-417.0465	-0.087911	-416.5249	1.36126	-416.6336	5.666149	-416.7347	12.46386	-416.481	17.73902	-417.1427	23.21956	-416.938	27.75262
-414.3123	-3.026914	-415.5077	-1.810709	-415.5269	-1.339941	-415.5233	-0.646099	-416.0433	-0.079218	-415.5409	1.365206	-415.636	5.684709	-415.6958	12.56197	-415.5795	17.95844	-416.1169	23.56236	-415.9249	28.13623
-413.2863	-3.013372	-414.5028	-1.808462	-414.525	-1.337574	-414.51	-0.639756	-415.0414	-0.053703	-414.5665	1.372322	-414.6364	5.699265	-414.6642	12.65805	-414.6615	18.30871	-415.1304	23.81215	-414.8184	28.56717
-412.2678	-3.006627	-413.4786	-1.803489	-413.4984	-1.329743	-413.5081	-0.63034	-414.0511	-0.069875	-413.5426	1.386517	-413.6221	5.718571	-413.6513	12.76031	-413.5834	18.64602	-414.0898	23.98523	-413.8271	29.0402
-411.2604	-2.999575	-412.4763	-1.802056	-412.4833	-1.326829	-412.5009	-0.624239	-413.036	-0.055498	-412.5567	1.394109	-412.5933	5.736187	-412.6542	12.85155	-412.5716	18.8438	-413.0802	24.10993	-412.8097	29.4974
-410.2592	-2.987351	-411.4802	-1.801611	-411.465	-1.321222	-411.4871	-0.620521	-412.0276	-0.03244	-411.5423	1.404253	-411.5847	5.742758	-411.6332	12.94343	-411.5203	18.92833	-412.0815	24.25056	-411.8439	29.98335
-409.2758	-2.980394	-410.4852	-1.800684	-410.4601	-1.315637	-410.4883	-0.613059	-411.0196	-0.050736	-410.5214	1.41468	-410.5634	5.753583	-410.6716	13.03576	-410.6353	18.97847	-411.0405	24.46438	-410.8681	30.46703
-408.2815	-2.972553	-409.5078	-1.800196	-409.481	-1.316954	-409.5069	-0.614386	-410.0195	-0.035214	-409.5255	1.41394	-409.5604	5.757977	-409.7106	13.11421	-409.649	19.11149	-410.0518	24.75818	-409.7328	30.93924
-407.2742	-2.956343	-408.5197	-1.796122	-408.4969	-1.31374	-408.5162	-0.606615	-409.0424	-0.014612	-408.5137	1.422568	-408.5432	5.758316	-408.7209	13.1958	-408.6505	19.39615	-409.0743	25.14348	-408.7832	31.42374
-406.277	-2.945983	-407.5196	-1.789934	-407.511	-1.311162	-407.5219	-0.60075	-408.0427	-0.029957	-407.5261	1.43496	-407.5561	5.778103	-407.7824	13.27894	-407.7962	19.74761	-408.0787	25.58425	-407.819	31.89276
-405.2747	-2.938331	-406.5229	-1.785165	-406.5209	-1.309541	-406.5269	-0.591452	-407.0519	-0.005784	-406.5416	1.4446	-406.584	5.78052	-406.7805	13.3592	-406.5652	20.02852	-407.0993	25.99813	-406.7977	32.32491
-404.2682	-2.924259	-405.5213	-1.781643	-405.5321	-1.303935	-405.5151	-0.584441	-406.0505	0.017338	-405.5578	1.460123	-405.6004	5.798758	-405.7711	13.43989	-405.5601	20.18732	-406.0971	26.35119	-405.8826	32.7377
-403.273	-2.913195	-404.5278	-1.779078	-404.5347	-1.30023	-404.5142	-0.572446	-405.0606	0.003903	-404.5869	1.472614	-404.623	5.810643	-404.7628	13.51569	-404.5836	20.23196	-405.0854	26.60938	-404.8276	33.11065
-402.2733	-2.904018	-403.5373	-1.776115	-403.5381	-1.294178	-403.5247	-0.567134	-404.0657	0.032755	-403.6072	1.486664	-403.6258	5.81855	-403.7493	13.5891	-403.4384	20.30494	-404.0946	26.78104	-403.7095	33.46933
-401.262	-2.890299	-402.5376	-1.772163	-402.5446	-1.288429	-402.5201	-0.553056	-403.0745	0.054377	-402.6149	1.503935	-402.6315	5.837997	-402.7305	13.66726	-402.5218	20.5022	-403.1492	26.91644	-402.743	33.81609
-400.2484	-2.875664	-401.5385	-1.767843	-401.5452	-1.283278	-401.544	-0.545061	-402.0555	0.045014	-401.6076	1.523965	-401.6223	5.846912	-401.7201	13.73907	-401.5662	20.81646	-402.2373	27.07588	-401.6765	34.15788
-399.2416	-2.865691	-400.5276	-1.761871	-400.5315	-1.272164	-400.5363	-0.525347	-401.0532	0.084643	-400.5847	1.549662	-400.6231	5.874435	-400.7433	13.81404	-400.5326	21.16563	-401.2446	27.31697	-400.6905	34.52987
-398.2307	-2.855168	-399.5256	-1.75806	-399.5374	-1.267732	-399.5235	-0.516345	-400.0466	0.108231	-399.5698	1.570505	-399.6316	5.892635	-399.7178	13.88653	-399.5856	21.41421	-400.2151	27.64367	-399.8507	34.88148
-397.235	-2.841121	-398.5328	-1.755109	-398.5272	-1.261476	-398.5479	-0.501098	-399.0394	0.101651	-398.561	1.594025	-398.6315	5.905833	-398.7353	13.95867	-398.5709	21.50854	-399.1556	28.05067	-398.8991	35.26022
-396.2394	-2.829894	-397.5396	-1.749629	-397.513	-1.25313	-397.5258	-0.489219	-398.0559	0.141666	-397.5739	1.623048	-397.6146	5.934564	-397.7189	14.0243	-397.5733	21.5522	-398.028	28.50426	-397.9428	35.66493
-395.2381	-2.820045	-396.5517	-1.748594	-396.5305	-1.253539	-396.5456	-0.477714	-397.0444	0.158432	-396.595	1.642304	-396.6053	5.939285	-396.7285	14.07782	-396.5906	21.64724	-397.0983	28.92305	-396.9713	36.07507
-394.2276	-2.803856	-395.5531	-1.742459	-395.5221	-1.243642	-395.5666	-0.466238	-396.0456	0.153568	-395.5952	1.669427	-395.5844	5.965026	-395.7344	14.1434	-395.5755	21.86878	-396.16	29.27591	-395.9216	36.5403
-393.2255	-2.790463	-394.5482	-1.732714	-394.5282	-1.234164	-394.5472	-0.444705	-395.0495	0.200127	-394.5905	1.700928	-394.5962	5.995234	-394.7441	14.20704	-394.4961	22.21592	-395.1755	29.5466	-394.8745	37.05499
-392.2254	-2.781121	-393.549	-1.727225	-393.5473	-1.225515	-393.5713	-0.434288	-394.0536	0.218769	-393.5956	1.728591	-393.6171	6.014182	-393.7565	14.26281	-393.4457	22.51717	-394.2465	29.7308	-393.8915	37.57791
-391.2152	-2.762843	-392.5422	-1.716939	-392.5459	-1.212984	-392.5726	-0.413221	-393.0684	0.222598	-392.5921	1.764485	-392.6332	6.047292	-392.7525	14.32117	-392.467	22.69981	-393.1324	29.88089	-392.8837	38.13604
