Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad
mv	uA	mV	uA	mV	uA	mV	uA	mv	uA	mV	uA
Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Ru 1mM	Au Control INTI Calcinado Ru 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control INTI As Sputter Ru 1mM	Au Control INTI As Sputter Ru 1mM
-26.74212	-0.373997	-26.74204	0.00682200000000011	-26.75734	-1.096047	-26.79951	2.553336	-26.84923	2.852706	-26.81049	2.796695
-25.78395	-0.371767	-25.77037	0.0113490000000001	-25.7569	-1.0917	-25.83098	2.550266	-25.88132	2.841811	-25.81084	2.786216
-24.79146	-0.364625	-24.78769	0.0180310000000001	-24.76497	-1.087673	-24.84037	2.547934	-24.87347	2.833359	-24.8196	2.776917
-23.80083	-0.357608	-23.76795	0.0253269999999999	-23.76856	-1.084599	-23.85192	2.544976	-23.88703	2.825768	-23.83867	2.767204
-22.81654	-0.351678	-22.77926	0.0305949999999999	-22.79773	-1.081594	-22.84861	2.540633	-22.88851	2.81853	-22.86038	2.758403
-21.82757	-0.344687	-21.75601	0.0357959999999999	-21.80223	-1.078564	-21.8618	2.536841	-21.86096	2.813808	-21.85596	2.750837
-20.81567	-0.338956	-20.73852	0.04121	-20.8061	-1.075607	-20.87458	2.532512	-20.8689	2.808023	-20.8472	2.74435
-19.80012	-0.334521	-19.76376	0.046435	-19.81474	-1.071905	-19.85122	2.528612	-19.84338	2.80258	-19.84452	2.737329
-18.80665	-0.3298	-18.76516	0.0542859999999998	-18.79816	-1.068991	-18.87033	2.525614	-18.83934	2.79736	-18.82214	2.728365
-17.77769	-0.328056	-17.7837	0.059067	-17.81115	-1.065413	-17.85546	2.521645	-17.84919	2.790367	-17.83264	2.718934
-16.77358	-0.322945	-16.78372	0.0642939999999999	-16.79173	-1.060985	-16.82294	2.51766	-16.83787	2.784585	-16.81185	2.709341
-15.80373	-0.319405	-15.7546	0.068559	-15.78054	-1.058019	-15.82217	2.512499	-15.83947	2.775947	-15.80524	2.700681
-14.80356	-0.313882	-14.75266	0.0713219999999999	-14.7791	-1.05305	-14.81779	2.506088	-14.8471	2.767745	-14.812	2.693591
-13.79911	-0.308796	-13.74134	0.0771839999999999	-13.75392	-1.048843	-13.84761	2.500798	-13.8359	2.762067	-13.81521	2.688676
-12.80487	-0.305561	-12.75176	0.081169	-12.75404	-1.045001	-12.87213	2.495245	-12.84708	2.753597	-12.83404	2.682522
-11.78692	-0.298544	-11.75012	0.0863879999999999	-11.76931	-1.040382	-11.89082	2.489241	-11.86633	2.749346	-11.8528	2.676956
-10.75608	-0.293425	-10.73383	0.0902289999999999	-10.76592	-1.036304	-10.87859	2.484044	-10.85287	2.746509	-10.8573	2.673079
-9.76725	-0.287563	-9.728812	0.092897	-9.771787	-1.033229	-9.839254	2.477196	-9.863617	2.740376	-9.852201	2.666822
-8.762298	-0.281416	-8.726319	0.097451	-8.774096	-1.031545	-8.8241	2.469807	-8.861008	2.736177	-8.856936	2.662613
-7.752393	-0.276753	-7.735194	0.103227	-7.757561	-1.030244	-7.782006	2.462595	-7.823236	2.730517	-7.827922	2.658031
-6.762829	-0.272262	-6.734512	0.111687	-6.756548	-1.028213	-6.777303	2.454524	-6.816771	2.723405	-6.823634	2.652128
-5.740162	-0.266218	-5.725904	0.120087	-5.72848	-1.024563	-5.785163	2.446253	-5.805438	2.71939	-5.812118	2.646306
-4.712194	-0.261416	-4.726403	0.127048	-4.712011	-1.019612	-4.769327	2.437973	-4.793323	2.714385	-4.799438	2.639261
-3.716099	-0.26029	-3.724575	0.130303	-3.719323	-1.01496	-3.810688	2.427977	-3.836995	2.703102	-3.838524	2.630974
-2.749734	-0.257549	-2.746244	0.132331	-2.730075	-1.012109	-2.839022	2.418615	-2.868619	2.693963	-2.875731	2.62459
-1.808512	-0.256364	-1.786343	0.134934	-1.781341	-1.009559	-1.864747	2.408759	-1.89195	2.684015	-1.905012	2.618941
-0.871444	-0.252868	-0.814062	0.138672	-0.826177	-1.007678	-0.910413	2.39935	-0.921995	2.675811	-0.959502	2.613949
0.09075	-0.246609	0.151821	0.143503	0.139956	-1.005222	0.072221	2.391326	0.055388	2.67284	0.050103	2.610577
1.074664	-0.240695	1.128257	0.149737	1.118353	-1.000365	1.055803	2.382803	1.037174	2.669324	1.053958	2.606189
2.083954	-0.232574	2.127277	0.155421	2.111191	-0.995753	2.057099	2.374521	2.040382	2.665632	2.036759	2.603497
3.090883	-0.225447	3.120879	0.159303	3.115711	-0.990935	3.042907	2.3642	3.0284	2.659365	3.043057	2.599195
4.096118	-0.218847	4.11488	0.165539	4.116076	-0.987007	4.04093	2.353828	4.022052	2.656414	4.036908	2.595936
5.112104	-0.212899	5.116525	0.172023	5.123222	-0.985572	5.049305	2.343604	5.018645	2.654595	5.038039	2.59235
6.10323	-0.207134	6.099791	0.176242	6.117107	-0.984114	6.031009	2.332889	5.966648	2.652461	6.034382	2.586085
7.102134	-0.202357	7.085167	0.183011	7.097564	-0.982219	7.02049	2.323249	6.952905	2.652026	7.040581	2.58081
8.109629	-0.195655	8.095586	0.188089	8.094457	-0.980107	8.019924	2.313941	7.965202	2.648205	8.03204	2.57514
9.09783	-0.189596	9.104427	0.190906	9.093044	-0.97711	9.029547	2.303845	8.990927	2.639934	9.044336	2.569138
10.09525	-0.184841	10.11574	0.196952	10.09464	-0.973501	10.03463	2.294176	10.02877	2.632456	10.02453	2.56514
11.08442	-0.180587	11.11862	0.201621	11.09183	-0.96968	11.04921	2.284781	11.04583	2.624604	11.01806	2.561291
12.08128	-0.176352	12.11166	0.206998	12.09615	-0.964883	12.05308	2.27436	12.04917	2.61805	12.00086	2.555591
13.08173	-0.170032	13.07172	0.211564	13.08623	-0.96008	13.0232	2.263603	13.01958	2.613048	12.96987	2.550616
14.08266	-0.163908	14.06237	0.216982	14.08131	-0.956613	14.00768	2.252585	14.02785	2.607163	13.97471	2.544229
15.08628	-0.156035	15.06252	0.223558	15.10315	-0.954423	15.00395	2.240425	15.02042	2.604271	14.97758	2.54057
16.07977	-0.149251	16.0618	0.229014	16.09683	-0.952327	15.99385	2.227758	16.01424	2.59877	15.98293	2.539174
17.07879	-0.143987	17.09778	0.23639	17.09203	-0.95072	17.00015	2.215958	17.00638	2.595623	16.9671	2.53699
18.09504	-0.13764	18.09675	0.245216	18.09352	-0.946839	18.02069	2.204429	17.99222	2.594698	17.96371	2.535317
19.09884	-0.130647	19.10365	0.250713	19.07933	-0.941939	19.02333	2.193541	19.00131	2.588115	18.94481	2.53014
20.09092	-0.123833	20.09956	0.257588	20.08686	-0.937402	20.02341	2.183027	20.03332	2.585121	19.94518	2.525868
21.08816	-0.116213	21.10157	0.26568	21.09883	-0.932989	21.0503	2.173075	21.06393	2.580196	20.98205	2.522397
22.05549	-0.110889	22.08859	0.26786	22.0975	-0.930327	22.04352	2.161576	22.05401	2.571548	21.98411	2.518128
23.06561	-0.106699	23.07594	0.272992	23.11046	-0.927965	23.03329	2.149803	23.02991	2.566628	23.00462	2.515265
24.05612	-0.101732	24.07393	0.280093	24.10866	-0.925079	24.02003	2.138586	23.99415	2.560995	23.9953	2.511209
25.0524	-0.095721	25.05318	0.283008	25.09876	-0.921849	24.98804	2.12606	24.96126	2.555511	24.99158	2.506517
26.06574	-0.087847	26.05997	0.291972	26.11355	-0.916018	25.98544	2.113567	25.94368	2.552516	25.99149	2.50267
27.03088	-0.079621	27.058	0.298251	27.09494	-0.911859	26.98501	2.101248	26.95292	2.55038	26.97949	2.499504
28.04344	-0.072604	28.07611	0.302567	28.09755	-0.908382	27.98599	2.088909	27.96278	2.548938	27.99801	2.497587
29.03265	-0.067393	29.06486	0.310081	29.08975	-0.905693	28.98659	2.077022	28.96783	2.546869	28.98297	2.497482
30.02212	-0.061811	30.04941	0.313098	30.06009	-0.905335	29.97386	2.066507	29.97821	2.543734	29.9981	2.495486
31.02572	-0.053615	31.04848	0.320256	31.06247	-0.902427	30.97261	2.055753	30.96987	2.540298	31.00764	2.493545
32.01878	-0.045306	32.03151	0.328588	32.04236	-0.898936	31.98348	2.044922	31.95512	2.534774	31.9816	2.489523
33.02267	-0.036827	33.03269	0.334165	33.04771	-0.893725	32.96646	2.033817	32.96141	2.530551	32.97095	2.484433
34.04462	-0.027624	34.05141	0.343247	34.07538	-0.887651	33.96133	2.022499	33.96623	2.528885	33.97552	2.482876
35.05682	-0.023268	35.05979	0.34915	35.0836	-0.883071	34.95849	2.010907	34.97238	2.523775	34.95812	2.478914
36.06986	-0.016743	36.05759	0.353181	36.07739	-0.879194	35.94101	1.99978	35.97758	2.520218	35.95581	2.476533
37.07589	-0.009593	37.07523	0.361544	37.07323	-0.876018	36.95056	1.989167	36.9832	2.517846	36.95372	2.474848
38.058	-0.005303	38.07325	0.366807	38.05939	-0.873693	37.95516	1.977458	37.98915	2.512288	37.93662	2.471278
39.05855	0.002451	39.06243	0.373795	39.0323	-0.870206	38.94686	1.966329	38.9925	2.510914	38.92712	2.469958
40.04465	0.01012	40.06273	0.381517	40.05143	-0.867115	39.97243	1.955426	40.0036	2.509635	39.96078	2.469748
41.04462	0.015908	41.05552	0.38768	41.03653	-0.865226	40.97429	1.943472	40.99609	2.506716	40.97847	2.468296
42.06355	0.024813	42.06567	0.396706	42.03265	-0.862703	41.98024	1.932798	41.99121	2.504441	41.97526	2.466707
43.07767	0.034072	43.07909	0.406413	43.04184	-0.86001	42.97263	1.92221	42.99819	2.502542	43.00637	2.465525
44.0839	0.042518	44.09993	0.414696	44.05399	-0.857421	43.95965	1.910707	43.96013	2.501763	43.98072	2.461755
45.10117	0.052072	45.10539	0.422224	45.06928	-0.853125	44.96471	1.899838	44.95872	2.499226	44.95831	2.457702
46.09549	0.061518	46.11849	0.429486	46.08427	-0.849295	45.96378	1.888213	45.94935	2.497089	45.95982	2.455224
47.1022	0.07066	47.14699	0.436469	47.10749	-0.845725	46.99168	1.877479	46.949	2.494972	46.95441	2.452872
48.11845	0.076464	48.13058	0.443831	48.09682	-0.841871	48.01421	1.866914	47.98204	2.489567	47.97652	2.45004
49.10795	0.084511	49.11766	0.451813	49.09572	-0.838873	49.02563	1.856765	48.97185	2.486346	48.9929	2.448554
50.1008	0.092562	50.11501	0.461414	50.08606	-0.834673	50.04638	1.847229	49.98647	2.484742	49.99453	2.446741
51.07497	0.098141	51.08434	0.468075	51.06311	-0.830029	51.02257	1.836259	50.98032	2.480056	50.976	2.444505
52.05539	0.109267	52.08121	0.476888	52.05786	-0.824797	52.00625	1.825508	51.97181	2.477837	51.95969	2.443663
53.0532	0.12095	53.09491	0.486839	53.05915	-0.820436	53.00656	1.814812	52.97873	2.475837	52.96507	2.443585
54.05617	0.13086	54.0682	0.494332	54.0342	-0.818025	53.97855	1.804181	53.96505	2.47123	53.97074	2.441749
55.06142	0.142804	55.05389	0.504549	55.04457	-0.815892	54.98343	1.794525	54.95398	2.470908	54.97094	2.439929
56.06187	0.153428	56.03613	0.514051	56.02312	-0.814057	55.97788	1.784914	55.95423	2.470987	55.96262	2.438302
57.05256	0.160833	57.02199	0.52284	57.02692	-0.810829	56.95338	1.775744	56.95885	2.469708	56.95309	2.435709
58.04148	0.171543	58.03415	0.532005	58.04354	-0.805821	57.96329	1.766976	57.96234	2.468871	57.94262	2.434711
59.04138	0.180003	59.04548	0.541467	59.04319	-0.801942	58.97793	1.757152	58.96812	2.46542	58.94227	2.432764
60.04055	0.188962	60.06783	0.550776	60.06945	-0.797342	59.97232	1.748039	59.98714	2.46199	59.94667	2.43301
61.04822	0.199356	61.09318	0.559636	61.05283	-0.7938	60.9585	1.738015	60.98014	2.457932	60.94809	2.433018
62.04467	0.208146	62.07867	0.569095	62.05883	-0.79065	61.95804	1.728283	61.98838	2.4549	61.9602	2.431755
63.05859	0.222239	63.07269	0.580554	63.04972	-0.786111	62.92225	1.71897	62.98104	2.451854	62.97678	2.432461
64.06548	0.234324	64.05399	0.592668	64.04099	-0.782077	63.90531	1.709652	63.94134	2.448506	63.96616	2.429951
65.08624	0.248332	65.04169	0.605377	65.05231	-0.777132	64.90984	1.70121	64.93756	2.447466	64.97107	2.428213
66.10192	0.264481	66.05274	0.618641	66.06508	-0.77259	65.9192	1.692086	65.91275	2.447902	65.96935	2.430427
67.09452	0.274775	67.05983	0.628867	67.06335	-0.769061	66.92188	1.684045	66.90649	2.447415	66.96526	2.429315
68.07005	0.287195	68.07069	0.642126	68.05424	-0.765427	67.94474	1.674522	67.91791	2.445889	67.98123	2.428493
69.04597	0.301634	69.06792	0.654601	69.05896	-0.762435	68.95402	1.666506	68.91643	2.444149	68.97165	2.427184
70.03247	0.312734	70.04763	0.665857	70.04855	-0.758216	69.92973	1.657029	69.92168	2.44198	69.95704	2.423025
71.01732	0.326821	71.058	0.67889	71.05199	-0.754767	70.93901	1.648632	70.93223	2.440647	70.96794	2.421931
72.03653	0.341023	72.06074	0.689027	72.08154	-0.75013	71.91425	1.64055	71.95271	2.439563	71.96967	2.421569
73.03606	0.35217	73.05338	0.702477	73.07229	-0.744889	72.91176	1.631162	72.95812	2.436935	72.96593	2.420867
74.05592	0.365184	74.0567	0.718735	74.06394	-0.740653	73.91968	1.62399	73.94202	2.433819	73.97726	2.420167
75.05737	0.377962	75.04675	0.733709	75.06898	-0.735394	74.92148	1.615533	74.92147	2.430198	74.95158	2.41794
76.05318	0.392279	76.04964	0.751037	76.05782	-0.731734	75.9257	1.607609	75.8906	2.428086	75.91789	2.415616
77.046	0.405424	77.04442	0.765803	77.05591	-0.728334	76.91251	1.599576	76.88177	2.428711	76.91502	2.414011
78.00746	0.420026	78.0512	0.778856	78.04392	-0.725988	77.89056	1.59126	77.90582	2.428725	77.90108	2.414261
78.99982	0.436071	79.05199	0.794929	79.04388	-0.723574	78.89233	1.582343	78.92143	2.430591	78.89787	2.416247
79.99111	0.451292	80.03738	0.811215	80.02321	-0.7197	79.90482	1.574773	79.92204	2.429901	79.894	2.416123
80.98322	0.470592	81.01746	0.828882	81.00226	-0.714549	80.90282	1.567003	80.91869	2.427896	80.87904	2.414
82.01797	0.49152	82.02486	0.847048	82.02113	-0.707725	81.90988	1.560661	81.91412	2.426639	81.86839	2.412606
83.01353	0.50917	83.00237	0.864131	82.98953	-0.701532	82.8859	1.553477	82.90905	2.422798	82.85114	2.408284
84.0303	0.527567	84.00906	0.880996	84.00491	-0.695522	83.88	1.54616	83.91555	2.421005	83.87239	2.407035
85.05447	0.546575	85.03197	0.900305	85.03154	-0.690576	84.89635	1.539156	84.92369	2.41943	84.89976	2.409105
86.0511	0.56353	86.02045	0.921264	86.01994	-0.686987	85.91186	1.531477	85.92429	2.416798	85.92369	2.406941
87.06705	0.583031	87.03018	0.942408	87.04817	-0.683024	86.93401	1.525925	86.93458	2.417045	86.95027	2.407641
88.04844	0.60149	88.03782	0.962518	88.02988	-0.67957	87.91808	1.518341	87.94413	2.416274	87.95242	2.407095
89.02953	0.618704	89.03546	0.980843	89.00176	-0.674245	88.91301	1.510525	88.93042	2.414321	88.93156	2.404768
90.01924	0.637535	90.04897	1.000412	90.00916	-0.668708	89.89914	1.501747	89.91846	2.415333	89.92098	2.406168
91.00667	0.65896	91.04826	1.021525	91.01379	-0.663758	90.90184	1.493312	90.89933	2.415576	90.90881	2.40468
92.02346	0.682651	92.03825	1.046416	92.03101	-0.659198	91.91676	1.486255	91.90004	2.415265	91.92197	2.406007
93.04239	0.706452	93.04292	1.073699	93.04835	-0.656756	92.92862	1.479203	92.90916	2.417098	92.92678	2.406245
94.04444	0.731479	94.02147	1.099638	94.04692	-0.653392	93.93237	1.472144	93.90533	2.415681	93.91739	2.40553
95.05479	0.755313	95.02488	1.125664	95.04392	-0.648649	94.92153	1.46531	94.92908	2.414115	94.92293	2.406072
96.06302	0.777936	96.03399	1.150602	96.03731	-0.643766	95.93452	1.459234	95.92863	2.412353	95.90007	2.406241
97.05577	0.799984	97.04667	1.174212	97.04333	-0.638221	96.93729	1.453428	96.95073	2.40985	96.92379	2.407211
98.08429	0.824061	98.08801	1.200687	98.05567	-0.632058	97.94764	1.448595	97.98546	2.409039	97.96722	2.407448
99.09133	0.847228	99.0993	1.226945	99.04784	-0.62638	98.54785	1.424841	98.58469	2.344212	98.57355	2.375077
100.0876	0.871897	100.0952	1.254764	100.0408	-0.620048	98.62677	1.396747	98.68238	2.262286	98.67753	2.329539
101.0853	0.899014	101.0976	1.284901	101.0422	-0.6145	98.21108	1.365509	98.25774	2.16667	98.26366	2.272948
102.0478	0.924372	102.0819	1.314446	102.0184	-0.610973	97.29414	1.331396	97.30362	2.059215	97.32784	2.207248
103.053	0.954939	103.0729	1.347988	103.0369	-0.606921	96.28761	1.314411	96.27332	2.00795	96.30984	2.168328
104.0402	0.986461	104.0825	1.381941	104.043	-0.601779	95.27499	1.300344	95.23654	1.966437	95.304	2.133945
105.0443	1.017268	105.0741	1.415772	105.0385	-0.59732	94.27393	1.287353	94.22217	1.930845	94.2916	2.104194
106.0567	1.048629	106.0682	1.450472	106.0515	-0.592041	93.25789	1.276049	93.2503	1.899103	93.284	2.075679
107.0561	1.07693	107.0766	1.484688	107.04	-0.58655	92.24697	1.265067	92.25392	1.867419	92.2821	2.048303
108.0607	1.106383	108.0727	1.517418	108.0341	-0.582189	91.25764	1.25411	91.26359	1.84183	91.28347	2.021344
109.0394	1.13621	109.0767	1.552011	109.0345	-0.576207	90.25969	1.244009	90.26135	1.817534	90.27222	1.995995
110.0303	1.168013	110.078	1.589374	110.0319	-0.570616	89.27687	1.23474	89.25163	1.794574	89.28049	1.971318
111.0176	1.202983	111.0773	1.628984	111.0399	-0.564826	88.28536	1.225391	88.24849	1.775706	88.29608	1.948362
111.9899	1.236904	112.0692	1.67038	112.0593	-0.559125	87.26923	1.215668	87.25713	1.751121	87.28821	1.924215
113.0022	1.272919	113.0536	1.713998	113.0482	-0.553826	86.24377	1.207282	86.24689	1.729134	86.28558	1.901108
114.0192	1.310346	114.047	1.758789	114.0427	-0.547777	85.24599	1.197879	85.24354	1.709915	85.27446	1.879887
115.0205	1.345868	115.0348	1.800158	115.0291	-0.543334	84.24272	1.188695	84.24357	1.688814	84.25123	1.859588
116.0561	1.38509	116.0242	1.844949	116.0107	-0.537534	83.2434	1.1802	83.25092	1.671326	83.25509	1.840959
117.0844	1.42553	117.0448	1.890828	117.0223	-0.530934	82.25711	1.172097	82.26448	1.652648	82.25388	1.822349
118.0603	1.464069	118.0353	1.936211	118.0166	-0.525111	81.25159	1.164797	81.26396	1.635561	81.25509	1.802953
119.053	1.507607	119.0263	1.984294	119.0088	-0.517852	80.26632	1.157798	80.27235	1.620251	80.25372	1.783285
120.0399	1.549644	120.0356	2.033037	120.0122	-0.510978	79.27344	1.150687	79.25346	1.605481	79.25776	1.764426
120.9999	1.590764	121.0157	2.080589	121.0144	-0.505838	78.27872	1.142197	78.26256	1.592391	78.26936	1.745912
122.0112	1.635271	122.0156	2.131225	122.0321	-0.49917	77.29208	1.134186	77.25787	1.575929	77.27711	1.72931
123.0172	1.675937	123.045	2.185323	123.0464	-0.493463	76.2968	1.125617	76.25773	1.560362	76.30157	1.712529
124.0251	1.72114	124.0598	2.242256	124.0455	-0.487976	75.30585	1.117649	75.27068	1.545042	75.30391	1.698617
125.0504	1.767198	125.0697	2.299863	125.0473	-0.481272	74.29158	1.111241	74.25838	1.529866	74.3132	1.683729
126.0582	1.811851	126.0822	2.357249	126.0293	-0.473979	73.26859	1.103754	73.24825	1.517012	73.30711	1.666638
127.0493	1.861663	127.072	2.414919	127.0267	-0.466291	72.2546	1.09714	72.25703	1.506325	72.29251	1.651408
128.0356	1.9087	128.0402	2.467713	128.0008	-0.459938	71.26268	1.091302	71.25385	1.49474	71.28455	1.633314
129.02	1.961703	129.0416	2.525558	128.9969	-0.453743	70.2852	1.084617	70.2681	1.482566	70.27278	1.617472
130.0141	2.018193	130.0427	2.590394	130.0031	-0.448261	69.30051	1.079118	69.30051	1.470411	69.27695	1.603374
131.0136	2.071794	131.0237	2.653178	130.9971	-0.442789	68.31042	1.073387	68.29937	1.454405	68.26896	1.587228
132.0032	2.125034	132.0217	2.720639	132.0147	-0.435146	67.29984	1.066988	67.31451	1.440346	67.25641	1.571641
132.9978	2.178598	133.0137	2.789389	132.9996	-0.427659	66.30618	1.06083	66.30769	1.427536	66.23952	1.556926
133.9727	2.231526	133.9987	2.853318	133.9859	-0.420167	65.30051	1.053414	65.2935	1.414693	65.24173	1.543519
134.9818	2.286558	135.0149	2.92308	134.989	-0.412577	64.31343	1.047005	64.28294	1.404812	64.25375	1.531846
135.9991	2.348031	136.0262	2.997007	135.9887	-0.406161	63.32687	1.04144	63.28038	1.39534	63.2888	1.520997
136.9929	2.409504	137.0116	3.069604	136.9913	-0.399066	62.31654	1.036129	62.28216	1.385069	62.32407	1.508508
138.0119	2.47139	138.0066	3.143091	138.0133	-0.390533	61.32875	1.03076	61.29334	1.375706	61.32771	1.496009
138.9948	2.535742	138.9906	3.215575	138.9987	-0.381383	60.31976	1.023985	60.30318	1.364833	60.335	1.481976
139.9798	2.597631	139.9975	3.288025	140.0051	-0.373561	59.32747	1.016953	59.29357	1.354507	59.31597	1.468288
140.9865	2.659191	140.9969	3.362022	141.0168	-0.366649	58.33161	1.009398	58.30033	1.347028	58.30422	1.455232
141.9935	2.722651	142.0024	3.441931	142.0104	-0.361122	57.32663	1.002537	57.30406	1.337609	57.2911	1.443973
142.9941	2.789398	143.015	3.527011	143.0332	-0.355041	56.32681	0.997643	56.30136	1.328662	56.28802	1.434344
144.0036	2.859248	144.0154	3.610251	144.0368	-0.34756	55.30009	0.992081	55.29926	1.318297	55.29369	1.423292
145.007	2.930174	145.0464	3.694899	145.0439	-0.338622	54.28683	0.986052	54.31022	1.307987	54.30473	1.411829
146.0174	3.005117	146.0527	3.779812	146.0437	-0.329888	53.28699	0.98115	53.31657	1.30154	53.33801	1.398618
147.0484	3.077753	147.0476	3.862278	147.0318	-0.320968	52.28246	0.97558	52.31846	1.293889	52.3466	1.384182
148.0588	3.1487	148.0352	3.947751	148.0211	-0.31151	51.29913	0.970861	51.33173	1.287359	51.37525	1.371429
149.0753	3.224295	149.0237	4.03846	149.0224	-0.302595	50.3187	0.966712	50.34273	1.27869	50.38838	1.359792
150.0604	3.29717	150.0318	4.127944	150.0375	-0.293662	49.33954	0.96117	49.3347	1.264364	49.38924	1.347233
151.052	3.371553	151.0373	4.218036	151.0568	-0.285904	48.3458	0.955602	48.33665	1.253136	48.38	1.336592
152.0429	3.448398	152.0488	4.310155	152.0742	-0.277618	47.3559	0.948408	47.31963	1.242455	47.36026	1.325623
153.0468	3.526642	153.0407	4.402228	153.0531	-0.269558	46.33743	0.94272	46.29321	1.231161	46.33974	1.314065
154.0533	3.606911	154.0442	4.497257	154.0442	-0.260639	45.32236	0.938103	45.28912	1.224626	45.32029	1.304736
155.0525	3.689011	155.047	4.59352	155.0235	-0.250126	44.3407	0.933607	44.27642	1.215923	44.34226	1.295685
156.052	3.772835	156.0535	4.691917	156.0258	-0.240042	43.33479	0.929505	43.30014	1.207432	43.33752	1.2863
157.0435	3.853587	157.0582	4.786863	157.0132	-0.229347	42.35258	0.92349	42.30409	1.199638	42.32531	1.277184
158.0108	3.934816	158.0465	4.879164	158.0077	-0.219287	41.34831	0.917296	41.29901	1.192246	41.3225	1.267595
159.0001	4.017458	159.0434	4.974425	158.9923	-0.209372	40.33869	0.910595	40.32556	1.187048	40.30853	1.257125
159.9867	4.099341	160.0298	5.069533	159.9649	-0.199235	39.31969	0.904756	39.30487	1.179624	39.30376	1.247051
160.9723	4.183025	161.024	5.167472	160.9914	-0.188766	38.31964	0.899539	38.31617	1.172626	38.3189	1.238989
161.994	4.273617	162.0437	5.274102	162.0053	-0.176396	37.33407	0.894528	37.34291	1.165423	37.33473	1.231069
162.9987	4.364556	163.0402	5.381761	163.0153	-0.163711	36.31423	0.888412	36.30989	1.15409	36.33939	1.2212
164.0149	4.458305	164.0606	5.487832	164.0237	-0.151562	35.31604	0.88271	35.31564	1.148156	35.33546	1.211605
165.0093	4.551959	165.0763	5.595413	165.0112	-0.139311	34.30584	0.877371	34.29553	1.143181	34.33352	1.20058
166.0164	4.640907	166.0495	5.696611	165.9886	-0.129495	33.28581	0.8716	33.27734	1.135212	33.32771	1.188162
167.0114	4.732174	167.0464	5.797173	166.9943	-0.11973	32.28954	0.867486	32.29779	1.130992	32.32892	1.177689
168.0096	4.82321	168.0312	5.899025	167.9965	-0.108928	31.31504	0.86278	31.30366	1.122214	31.35574	1.1686
169.006	4.916319	169.02	5.99888	168.991	-0.096662	30.32992	0.857993	30.32196	1.111607	30.34738	1.159968
169.9925	5.0102	170.0096	6.102606	170.0069	-0.082075	29.35059	0.853782	29.33955	1.103204	29.32794	1.151345
