Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad
mv	uA	mV	uA	mV	uA	mV	uA	mv	uA	mV	uA
Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Ru 1mM	Au Control INTI Calcinado Ru 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control INTI As Sputter Ru 1mM	Au Control INTI As Sputter Ru 1mM
614.9679	4.315376	614.9464	4.729107	614.914	2.298854	-415.2759	-3.816424	-415.2514	-4.470097	-415.2477	-4.4951
615.9783	4.311545	615.9492	4.726091	615.8971	2.295704	-416.2757	-3.799117	-416.2496	-4.465081	-416.2505	-4.492845
616.9706	4.309373	616.9293	4.722306	616.8842	2.290289	-417.2687	-3.782802	-417.2472	-4.460011	-417.2504	-4.490462
617.976	4.30871	617.9251	4.719781	617.9154	2.285765	-418.2628	-3.765951	-418.2612	-4.454298	-418.243	-4.488441
618.9882	4.304908	618.9255	4.715527	618.9346	2.281399	-419.2633	-3.749729	-419.2761	-4.448832	-419.246	-4.486838
619.9851	4.301288	619.9277	4.710472	619.9313	2.278057	-420.282	-3.734514	-420.2713	-4.445028	-420.2474	-4.484052
620.9743	4.295384	620.9346	4.705922	620.9134	2.27615	-421.2864	-3.718728	-421.2831	-4.441432	-421.2271	-4.482987
621.9624	4.288271	621.9496	4.702638	621.9095	2.274425	-422.2766	-3.703895	-422.2714	-4.437537	-422.2242	-4.481311
622.9585	4.284853	622.964	4.701466	622.9063	2.274787	-423.259	-3.687701	-423.2331	-4.433788	-423.2268	-4.477911
623.9464	4.279111	623.9678	4.700625	623.9066	2.272769	-424.2408	-3.672004	-424.2465	-4.43052	-424.2238	-4.477867
624.9485	4.274124	624.9727	4.69935	624.9209	2.272435	-425.2379	-3.656145	-425.243	-4.425998	-425.2507	-4.476464
625.9605	4.271565	625.9648	4.696734	625.9166	2.27135	-426.2532	-3.639841	-426.2483	-4.420128	-426.2623	-4.474857
626.9397	4.267392	626.9457	4.691286	626.9112	2.266828	-427.2664	-3.625034	-427.2596	-4.415751	-427.2658	-4.475842
627.9458	4.265125	627.915	4.687801	627.9117	2.265851	-428.2665	-3.609481	-428.2388	-4.410315	-428.2848	-4.475148
628.949	4.263157	628.8959	4.684611	628.9163	2.26332	-429.2622	-3.594046	-429.2116	-4.406294	-429.2707	-4.474039
629.9514	4.259289	629.8806	4.681877	629.9048	2.260739	-430.254	-3.579509	-430.201	-4.405396	-430.2676	-4.474245
630.9624	4.25569	630.8741	4.679878	630.9078	2.260067	-431.2603	-3.564506	-431.2337	-4.402847	-431.2562	-4.473351
631.9512	4.251058	631.9011	4.677324	631.8932	2.258489	-432.2678	-3.549468	-432.2378	-4.40054	-432.2445	-4.472137
632.942	4.246044	632.9141	4.67313	632.8848	2.25629	-433.2723	-3.534387	-433.2764	-4.397585	-433.2436	-4.472378
633.9465	4.241238	633.929	4.669325	633.9019	2.255534	-434.2701	-3.5198	-434.2867	-4.393207	-434.2448	-4.472711
634.9486	4.234926	634.9398	4.668709	634.8971	2.2545	-435.2641	-3.505543	-435.257	-4.388925	-435.2638	-4.473402
635.9555	4.23144	635.9486	4.668154	635.9127	2.253994	-436.252	-3.492206	-436.2573	-4.384126	-436.255	-4.474353
636.9664	4.228713	636.9678	4.665774	636.9212	2.25267	-437.2515	-3.478715	-437.2517	-4.380327	-437.2567	-4.475683
637.9484	4.225796	637.9369	4.663469	637.9136	2.25131	-438.2747	-3.465814	-438.243	-4.376914	-438.2502	-4.476794
638.9642	4.224366	638.9252	4.659703	638.9119	2.249254	-439.2781	-3.452877	-439.2684	-4.372172	-439.2531	-4.476352
639.9766	4.220144	639.8849	4.655188	639.9099	2.244745	-440.28	-3.440096	-440.2794	-4.370645	-440.2608	-4.47714
640.955	4.215636	640.851	4.654119	640.884	2.242601	-441.2844	-3.428128	-441.2805	-4.368166	-441.2744	-4.477019
641.9739	4.213663	641.8718	4.652203	641.9006	2.240575	-442.2514	-3.415214	-442.2814	-4.36465	-442.2872	-4.475667
642.9491	4.212111	642.8734	4.650523	642.8932	2.238238	-443.2484	-3.402603	-443.2653	-4.364482	-443.2887	-4.477313
643.9086	4.211003	643.8688	4.647454	643.876	2.238412	-444.255	-3.38958	-444.2536	-4.360536	-444.2733	-4.478004
644.922	4.207401	644.8754	4.64499	644.8885	2.240496	-445.2598	-3.376384	-445.2481	-4.355474	-445.2756	-4.479379
645.9126	4.201173	645.8651	4.643744	645.8488	2.241184	-446.2751	-3.363964	-446.2509	-4.352683	-446.2649	-4.483109
646.9346	4.196634	646.8705	4.642057	646.856	2.242407	-447.272	-3.351397	-447.2393	-4.348402	-447.2579	-4.485133
647.9674	4.19254	647.8965	4.642168	647.8648	2.242582	-448.2781	-3.339084	-448.2319	-4.345766	-448.2621	-4.487603
648.9768	4.191265	648.9104	4.641207	648.8824	2.239389	-449.2657	-3.32698	-449.2332	-4.346325	-449.2693	-4.49107
649.9745	4.190163	649.9207	4.638112	649.8925	2.238765	-450.2693	-3.315536	-450.2339	-4.346776	-450.2608	-4.49283
650.9567	4.186266	650.9162	4.636065	650.8852	2.238715	-451.272	-3.304503	-451.2607	-4.346637	-451.2578	-4.495364
651.9435	4.182018	651.9039	4.633386	651.8934	2.238184	-452.2698	-3.293285	-452.2762	-4.34509	-452.26	-4.497104
652.9409	4.176916	652.9044	4.632342	652.8732	2.236501	-453.2878	-3.283285	-453.2841	-4.342565	-453.2461	-4.498525
653.9418	4.173861	653.9207	4.632463	653.8768	2.233203	-454.2867	-3.272016	-454.2947	-4.338912	-454.2582	-4.501474
654.9308	4.171794	654.9307	4.632484	654.893	2.231584	-455.2844	-3.26087	-455.278	-4.335433	-455.2458	-4.504468
655.9421	4.168708	655.9301	4.631326	655.8893	2.228832	-456.2844	-3.251474	-456.2697	-4.333358	-456.2565	-4.509146
656.9453	4.165389	656.9139	4.629412	656.8869	2.229635	-457.2712	-3.242087	-457.2536	-4.329832	-457.2596	-4.512438
657.9537	4.161664	657.8945	4.627228	657.8907	2.231294	-458.2446	-3.233296	-458.2471	-4.326927	-458.2605	-4.515039
658.9705	4.156751	658.8759	4.623604	658.8953	2.230158	-459.2455	-3.224252	-459.2332	-4.324331	-459.2728	-4.51756
659.9662	4.154541	659.8794	4.62314	659.8859	2.230464	-460.2376	-3.214863	-460.2399	-4.322445	-460.2608	-4.518496
660.9736	4.152997	660.8858	4.622686	660.9044	2.230185	-461.2211	-3.204988	-461.2289	-4.321158	-461.2395	-4.520365
661.98	4.148818	661.9085	4.622734	661.9098	2.229671	-462.2383	-3.195662	-462.1992	-4.320626	-462.226	-4.524501
662.9834	4.14649	662.9218	4.623926	662.8942	2.23177	-463.2313	-3.186275	-463.202	-4.319221	-463.2225	-4.529401
663.9733	4.143195	663.9452	4.622653	663.8978	2.232764	-464.2371	-3.176668	-464.1981	-4.315904	-464.213	-4.536531
664.9576	4.139721	664.9369	4.621755	664.8721	2.233253	-465.2581	-3.167328	-465.1984	-4.313269	-465.242	-4.54257
665.9354	4.137756	665.9364	4.622429	665.866	2.231742	-466.2739	-3.157635	-466.204	-4.310927	-466.2363	-4.547275
666.9279	4.135399	666.9163	4.620739	666.8723	2.229916	-467.287	-3.148573	-467.2236	-4.310832	-467.2434	-4.55139
667.9347	4.132479	667.8995	4.621063	667.8786	2.229619	-468.2831	-3.139677	-468.2346	-4.311728	-468.2482	-4.554926
668.9326	4.128374	668.9109	4.620945	668.8866	2.228177	-469.2842	-3.130794	-469.235	-4.31287	-469.2422	-4.559804
669.9335	4.125242	669.8745	4.618953	669.8692	2.228313	-470.2687	-3.122976	-470.2471	-4.313046	-470.2587	-4.56496
670.932	4.121366	670.8804	4.619293	670.8657	2.227157	-471.276	-3.115434	-471.2419	-4.311462	-471.2492	-4.569519
671.9357	4.117842	671.8691	4.618472	671.844	2.226807	-472.2943	-3.10729	-472.2356	-4.311564	-472.256	-4.57405
672.9349	4.116336	672.8671	4.619367	672.8536	2.226135	-473.273	-3.099341	-473.2594	-4.310329	-473.2626	-4.578851
673.9391	4.114635	673.8876	4.621748	673.8632	2.229793	-474.2538	-3.091067	-474.2733	-4.308652	-474.2504	-4.582449
674.936	4.112783	674.8906	4.622602	674.8604	2.232692	-475.2328	-3.082817	-475.2896	-4.308396	-475.2575	-4.58808
675.9416	4.112173	675.9003	4.622483	675.8703	2.233374	-476.218	-3.07613	-476.2906	-4.306094	-476.2751	-4.59334
676.9449	4.110656	676.8885	4.621441	676.8617	2.236226	-477.2362	-3.068688	-477.2723	-4.303789	-477.2896	-4.598474
677.9448	4.108088	677.8868	4.62132	677.8707	2.233922	-478.263	-3.062136	-478.2737	-4.30286	-478.3131	-4.603343
678.9323	4.10605	678.8823	4.623904	678.8631	2.233906	-479.29	-3.055611	-479.2619	-4.300813	-479.3248	-4.605877
679.9366	4.102974	679.8777	4.626399	679.8939	2.234683	-480.3003	-3.04761	-480.2792	-4.30003	-480.3001	-4.610682
680.9343	4.099813	680.8856	4.627606	680.9047	2.23415	-481.3033	-3.040088	-481.272	-4.300999	-481.2979	-4.61736
681.9445	4.0963	681.8838	4.626952	681.9136	2.235778	-482.3032	-3.032239	-482.2502	-4.299042	-482.292	-4.625147
682.9645	4.092913	682.8888	4.625113	682.9033	2.235079	-483.2946	-3.023773	-483.2662	-4.29741	-483.2715	-4.634716
683.9604	4.089705	683.8799	4.625746	683.8859	2.236964	-484.2809	-3.016993	-484.255	-4.295358	-484.2732	-4.642621
684.9622	4.087594	684.8778	4.626035	684.8654	2.240618	-485.2978	-3.01076	-485.2572	-4.293218	-485.2419	-4.648574
685.9452	4.086651	685.8714	4.627921	685.8542	2.243171	-486.2678	-3.004101	-486.2784	-4.293806	-486.2163	-4.654699
686.9622	4.086498	686.8907	4.630311	686.8788	2.248275	-487.2497	-2.997693	-487.2564	-4.294783	-487.2086	-4.659715
687.9747	4.085571	687.9138	4.629915	687.8741	2.248875	-488.2366	-2.990582	-488.2538	-4.297598	-488.213	-4.667572
688.9756	4.083559	688.9213	4.631026	688.8867	2.24915	-489.1999	-2.982942	-489.2443	-4.299648	-489.2261	-4.676606
689.9813	4.081588	689.9352	4.631951	689.8765	2.249552	-490.2407	-2.976272	-490.2262	-4.300219	-490.2395	-4.685696
690.9703	4.078057	690.9063	4.633638	690.8497	2.246249	-491.2546	-2.970309	-491.2197	-4.30256	-491.2531	-4.697049
691.95	4.076872	691.8605	4.636652	691.8386	2.249193	-492.2615	-2.964388	-492.2198	-4.30183	-492.2399	-4.706402
692.951	4.077655	692.8467	4.638469	692.829	2.251177	-493.2754	-2.958817	-493.2344	-4.300633	-493.2248	-4.715072
693.9309	4.075504	693.8456	4.637678	693.8323	2.253399	-494.2491	-2.952473	-494.2459	-4.301841	-494.2201	-4.72526
694.9164	4.073515	694.8671	4.63686	694.843	2.260136	-495.2395	-2.946033	-495.2563	-4.300376	-495.2249	-4.734116
695.9163	4.070928	695.8876	4.636611	695.8534	2.26413	-496.2439	-2.939854	-496.2624	-4.300591	-496.235	-4.742117
696.9023	4.06572	696.9119	4.637094	696.8456	2.266489	-497.2299	-2.934157	-497.2623	-4.301167	-497.2545	-4.749504
697.933	4.064	697.8937	4.639968	697.8561	2.269995	-498.2279	-2.929041	-498.2499	-4.30011	-498.2548	-4.755469
698.5318	4.033244	698.4672	4.609242	698.4456	2.211404	-499.2167	-2.923805	-499.2221	-4.299939	-499.2296	-4.762724
698.6192	3.99278	698.5707	4.566143	698.5183	2.139399	-500.1985	-2.91905	-500.2115	-4.299351	-500.2306	-4.769395
698.228	3.946269	698.1206	4.514345	698.107	2.061618	-501.2117	-2.913362	-501.2249	-4.298793	-501.2143	-4.77961
697.3069	3.893393	697.1868	4.455124	697.2025	1.974897	-502.2302	-2.90747	-502.2443	-4.297663	-502.2572	-4.789196
696.293	3.866942	696.1854	4.422354	696.2081	1.942433	-503.2397	-2.902562	-503.2783	-4.297347	-503.2867	-4.799061
695.2902	3.844616	695.1841	4.394488	695.2117	1.913949	-504.2614	-2.897141	-504.2661	-4.299049	-504.2796	-4.809522
694.2608	3.825802	694.2075	4.370836	694.2111	1.890121	-505.255	-2.892644	-505.2601	-4.300937	-505.2797	-4.8173
693.2681	3.810044	693.2365	4.350328	693.193	1.868836	-506.2259	-2.888073	-506.2338	-4.301566	-506.2222	-4.82586
692.2769	3.793669	692.2465	4.331227	692.1909	1.847788	-507.2245	-2.88291	-507.2109	-4.305219	-507.2019	-4.834645
691.2928	3.778915	691.2549	4.315834	691.2037	1.831564	-508.2249	-2.877298	-508.214	-4.305586	-508.2003	-4.844548
690.3168	3.765546	690.2731	4.300906	690.232	1.817002	-509.2115	-2.871894	-509.2006	-4.305861	-509.1918	-4.855066
689.309	3.75095	689.2651	4.284953	689.2335	1.799424	-510.2176	-2.866905	-510.2007	-4.309065	-510.2159	-4.865806
688.3148	3.737076	688.2558	4.269489	688.2331	1.784406	-511.213	-2.861837	-511.2065	-4.308362	-511.2193	-4.875432
687.3073	3.723848	687.2376	4.254913	687.2276	1.773135	-512.1846	-2.857496	-512.2017	-4.308398	-512.2114	-4.885735
686.3022	3.709951	686.2014	4.240687	686.2058	1.758044	-513.1843	-2.853245	-513.2	-4.309509	-513.2185	-4.89484
685.3037	3.697243	685.2111	4.227769	685.1974	1.74857	-514.1865	-2.849465	-514.2105	-4.310076	-514.2094	-4.904991
684.2876	3.686429	684.2124	4.216504	684.1909	1.738403	-515.1989	-2.846059	-515.2048	-4.31075	-515.2123	-4.914371
683.278	3.676668	683.2214	4.204556	683.204	1.727669	-516.2094	-2.84267	-516.1968	-4.311961	-516.2097	-4.921448
682.2883	3.667703	682.235	4.192712	682.2014	1.719826	-517.2198	-2.838639	-517.2046	-4.31337	-517.2216	-4.928823
681.2778	3.659755	681.2307	4.182398	681.2108	1.710108	-518.1913	-2.833752	-518.2119	-4.315006	-518.2244	-4.937208
680.2872	3.651155	680.2485	4.173701	680.1929	1.703006	-519.1786	-2.828964	-519.2244	-4.313955	-519.2197	-4.946317
679.3016	3.642748	679.2533	4.164111	679.1659	1.693065	-520.1898	-2.824453	-520.2515	-4.314416	-520.2227	-4.958102
678.3098	3.63402	678.2472	4.157021	678.173	1.684086	-521.1867	-2.819893	-521.2707	-4.314586	-521.212	-4.970663
677.335	3.624782	677.2642	4.149426	677.1679	1.675961	-522.2345	-2.815923	-522.27	-4.312984	-522.217	-4.982187
676.3288	3.614716	676.2469	4.140732	676.1813	1.665808	-523.2766	-2.811765	-523.2642	-4.316015	-523.2346	-4.993657
675.3141	3.605731	675.2397	4.133927	675.1896	1.656289	-524.2748	-2.807294	-524.2496	-4.317986	-524.2377	-5.004809
674.3042	3.597741	674.2519	4.126477	674.1937	1.649653	-525.2826	-2.802829	-525.2484	-4.317945	-525.2233	-5.015388
673.2683	3.592047	673.26	4.117705	673.203	1.640004	-526.2753	-2.798911	-526.2565	-4.320064	-526.2131	-5.027007
672.2774	3.585374	672.2639	4.108117	672.228	1.630482	-527.2461	-2.794691	-527.2699	-4.322629	-527.2151	-5.038366
671.2979	3.57724	671.2573	4.100038	671.2352	1.624954	-528.2517	-2.790987	-528.2867	-4.323445	-528.2242	-5.049093
670.295	3.568807	670.2484	4.09155	670.233	1.613589	-529.2625	-2.788509	-529.2676	-4.325222	-529.2526	-5.061172
669.3084	3.558635	669.2397	4.083881	669.2186	1.608505	-530.2497	-2.785003	-530.2673	-4.325185	-530.2556	-5.071709
668.3113	3.55017	668.2312	4.078058	668.1945	1.603716	-531.2386	-2.781687	-531.2681	-4.324138	-531.2465	-5.081975
667.3011	3.542412	667.2573	4.071362	667.189	1.597283	-532.217	-2.778319	-532.2606	-4.323843	-532.2367	-5.093173
666.2927	3.534976	666.27	4.065871	666.2103	1.591583	-533.2106	-2.774306	-533.2833	-4.325131	-533.2328	-5.104474
665.2917	3.527797	665.2878	4.062088	665.2278	1.584928	-534.2199	-2.770753	-534.2502	-4.326924	-534.2332	-5.115824
664.3074	3.521547	664.3237	4.056847	664.244	1.580026	-535.2184	-2.767723	-535.2301	-4.326692	-535.2319	-5.12653
663.2969	3.516242	663.3334	4.05112	663.2712	1.574544	-536.2437	-2.764357	-536.241	-4.327663	-536.2316	-5.135623
662.2888	3.51233	662.3348	4.045434	662.25	1.569006	-537.2195	-2.761129	-537.2167	-4.328704	-537.2262	-5.146524
661.2963	3.505738	661.3126	4.039268	661.2577	1.564132	-538.2111	-2.757645	-538.2312	-4.328476	-538.2072	-5.157301
660.2672	3.502773	660.2963	4.033272	660.2641	1.55711	-539.2059	-2.754585	-539.2318	-4.329788	-539.1992	-5.172615
659.2701	3.497418	659.2556	4.027326	659.2485	1.550067	-540.188	-2.751164	-540.215	-4.330791	-540.2101	-5.188863
658.2823	3.491237	658.2435	4.021816	658.2368	1.545655	-541.1993	-2.748103	-541.2198	-4.330059	-541.2013	-5.205843
657.2896	3.486318	657.2582	4.016864	657.2266	1.538296	-542.2045	-2.745419	-542.2385	-4.331796	-542.2242	-5.223672
656.2982	3.477706	656.2579	4.012849	656.2166	1.53311	-543.2234	-2.74262	-543.242	-4.332736	-543.2382	-5.237725
655.3201	3.470294	655.2721	4.008092	655.1904	1.527665	-544.2366	-2.739887	-544.2446	-4.33337	-544.2337	-5.25176
654.3146	3.462752	654.2807	4.003117	654.1859	1.521589	-545.2341	-2.737213	-545.2352	-4.334375	-545.2374	-5.263746
653.3087	3.455854	653.2653	3.99705	653.1968	1.519234	-546.2344	-2.734548	-546.215	-4.334152	-546.2322	-5.275273
652.2961	3.450403	652.2653	3.990529	652.1896	1.515357	-547.2271	-2.730856	-547.208	-4.334435	-547.2061	-5.288205
651.2758	3.444482	651.2691	3.98559	651.2047	1.511694	-548.2355	-2.728341	-548.2193	-4.332888	-548.1893	-5.299993
650.251	3.438628	650.2653	3.98098	650.2205	1.507823	-549.2544	-2.726118	-549.2389	-4.332751	-549.2051	-5.312215
649.2386	3.435021	649.2482	3.975562	649.1938	1.500565	-550.2455	-2.723181	-550.2533	-4.333785	-550.2079	-5.323025
648.2591	3.430463	648.2509	3.971325	648.187	1.494372	-551.2296	-2.721457	-551.2618	-4.333863	-551.2116	-5.332361
647.2531	3.421881	647.2286	3.967923	647.1755	1.488099	-552.2119	-2.71907	-552.2284	-4.335856	-552.232	-5.344087
646.2552	3.41723	646.2201	3.964343	646.1833	1.482409	-553.2049	-2.7161	-553.2306	-4.336931	-553.2018	-5.354383
645.2729	3.411761	645.2396	3.962898	645.2095	1.480084	-554.2094	-2.713439	-554.202	-4.335537	-554.1833	-5.365083
644.247	3.404844	644.2413	3.959421	644.2064	1.478054	-555.2235	-2.710414	-555.1959	-4.334454	-555.1941	-5.37809
643.242	3.404583	643.2628	3.955289	643.2217	1.476175	-556.2339	-2.707969	-556.2132	-4.333453	-556.2104	-5.390118
642.2806	3.399978	642.2691	3.95059	642.211	1.473019	-557.2173	-2.705611	-557.2013	-4.331218	-557.2205	-5.402358
641.2856	3.394848	641.2473	3.944524	641.2042	1.467203	-558.216	-2.703526	-558.2266	-4.331732	-558.2374	-5.417043
640.3256	3.391899	640.2377	3.940949	640.2262	1.461559	-559.2013	-2.700591	-559.2111	-4.332705	-559.2422	-5.430223
639.366	3.387868	639.2419	3.937359	639.2483	1.456046	-560.1913	-2.698254	-560.1975	-4.334274	-560.2046	-5.44246
638.3646	3.381557	638.2574	3.936201	638.2642	1.450342	-561.1813	-2.695806	-561.1798	-4.336131	-561.221	-5.454247
637.3732	3.377256	637.2982	3.93444	637.2603	1.446579	-562.1831	-2.693618	-562.1583	-4.336514	-562.2098	-5.464646
636.3521	3.373594	636.3052	3.930101	636.2609	1.442223	-563.1835	-2.691305	-563.1827	-4.336902	-563.1774	-5.477169
635.3483	3.368799	635.2916	3.924065	635.2327	1.438247	-564.174	-2.68854	-564.1786	-4.336934	-564.1704	-5.491502
634.3361	3.366089	634.2826	3.916828	634.2281	1.436349	-565.197	-2.685098	-565.1926	-4.336576	-565.1541	-5.507006
633.3031	3.360746	633.2769	3.910694	633.2437	1.432347	-566.192	-2.681547	-566.1885	-4.336819	-566.1678	-5.52263
632.3112	3.354531	632.278	3.906276	632.2598	1.429678	-567.2047	-2.679751	-567.1637	-4.335863	-567.1994	-5.535675
631.2872	3.347821	631.2798	3.90337	631.2839	1.425833	-568.2043	-2.678024	-568.1875	-4.334884	-568.2285	-5.548724
630.2932	3.341296	630.2812	3.899252	630.302	1.420498	-569.2023	-2.67795	-569.1706	-4.334357	-569.2325	-5.560531
629.3218	3.336488	629.272	3.896477	629.2955	1.416824	-570.1909	-2.677866	-570.1776	-4.333086	-570.2076	-5.570979
628.3139	3.33094	628.2556	3.892871	628.2866	1.410375	-571.1784	-2.676566	-571.2037	-4.335082	-571.1869	-5.582924
627.3228	3.325637	627.2628	3.891143	627.2678	1.406418	-572.1812	-2.674552	-572.215	-4.336035	-572.1806	-5.594209
626.3292	3.322466	626.2632	3.889307	626.2814	1.404466	-573.179	-2.672449	-573.2328	-4.336715	-573.1599	-5.607673
625.3203	3.316243	625.262	3.885606	625.2875	1.401832	-574.1981	-2.669864	-574.2538	-4.337425	-574.1571	-5.623449
624.3132	3.311483	624.2614	3.883133	624.2911	1.403278	-575.2181	-2.66846	-575.243	-4.33383	-575.1703	-5.642949
623.3126	3.308032	623.264	3.878522	623.3223	1.399483	-576.2295	-2.666985	-576.2073	-4.332213	-576.1719	-5.663585
622.3046	3.304068	622.25	3.874339	622.3132	1.393684	-577.2151	-2.665199	-577.2051	-4.332568	-577.1942	-5.682135
621.2992	3.301601	621.2647	3.87035	621.3212	1.388671	-578.2113	-2.664057	-578.1908	-4.332587	-578.2101	-5.700953
620.324	3.29779	620.2777	3.868316	620.3293	1.379802	-579.1962	-2.662217	-579.1863	-4.335234	-579.2092	-5.715101
619.3307	3.29453	619.2866	3.867718	619.2999	1.374435	-580.1774	-2.660312	-580.2003	-4.336973	-580.209	-5.726908
618.3414	3.290441	618.3038	3.864716	618.2878	1.370335	-581.191	-2.658423	-581.2004	-4.336902	-581.223	-5.7394
617.3389	3.288512	617.2892	3.862672	617.2661	1.36601	-582.1853	-2.65709	-582.2016	-4.338086	-582.2307	-5.7506
616.3272	3.286715	616.2979	3.857222	616.2532	1.36481	-583.1893	-2.654924	-583.1956	-4.337455	-583.2136	-5.761781
615.3329	3.28259	615.2892	3.849486	615.2784	1.363477	-584.2098	-2.653069	-584.2133	-4.337093	-584.2202	-5.775839
614.3419	3.277368	614.3176	3.845404	614.2769	1.362734	-585.2198	-2.650974	-585.207	-4.336393	-585.21	-5.790164
613.3779	3.271321	613.3325	3.839262	613.3053	1.361916	-586.2199	-2.648238	-586.2012	-4.334061	-586.1962	-5.804385
612.4065	3.265007	612.3344	3.836831	612.3027	1.357346	-587.2262	-2.646761	-587.2044	-4.334509	-587.2054	-5.81951
611.4127	3.260134	611.3333	3.833982	611.3055	1.352758	-588.2256	-2.64516	-588.1708	-4.333136	-588.1858	-5.833597
610.4039	3.256558	610.3118	3.831028	610.2996	1.347869	-589.184	-2.643898	-589.157	-4.332396	-589.1679	-5.847954
609.3909	3.252443	609.3051	3.82808	609.2886	1.340164	-590.1786	-2.643247	-590.157	-4.333976	-590.1665	-5.863258
608.3617	3.249079	608.2819	3.82398	608.2893	1.337443	-591.1635	-2.642353	-591.1606	-4.333179	-591.1605	-5.877435
607.3409	3.243944	607.2817	3.822923	607.2716	1.337159	-592.1584	-2.642163	-592.1756	-4.333892	-592.149	-5.89135
606.3231	3.238649	606.2739	3.821262	606.2853	1.335544	-593.1968	-2.641691	-593.2026	-4.334101	-593.1494	-5.905662
605.3214	3.233952	605.265	3.820804	605.2754	1.337991	-594.194	-2.640318	-594.2085	-4.331647	-594.1427	-5.92026
604.2988	3.229178	604.2833	3.817683	604.2623	1.336181	-595.1942	-2.638453	-595.2029	-4.329925	-595.1258	-5.935768
603.2992	3.226354	603.2829	3.815008	603.2692	1.331458	-596.1794	-2.63704	-596.2164	-4.329277	-596.1409	-5.951901
602.3159	3.223604	602.2778	3.81214	602.267	1.32541	-597.1678	-2.63525	-597.2014	-4.330375	-597.1265	-5.978559
601.3064	3.220013	601.27	3.810541	601.2689	1.319066						
600.3387	3.215861	600.2745	3.809396	600.2795	1.314943						
599.3361	3.211376	599.2706	3.806359	599.2805	1.309732						
598.3268	3.206947	598.2681	3.801022	598.2699	1.306642						
597.3268	3.203355	597.2958	3.796192	597.2587	1.303955						
596.3057	3.199267	596.2977	3.791489	596.2429	1.299933						
595.3041	3.196263	595.3045	3.78627	595.2188	1.298765						
594.3	3.192929	594.3149	3.784682	594.2358	1.298791						
593.2979	3.188962	593.2728	3.780557	593.254	1.295537						
592.3029	3.186817	592.2661	3.778689	592.2662	1.292937						
591.2976	3.183975	591.2571	3.776255	591.2632	1.289248						
590.3292	3.181015	590.2435	3.772698	590.2385	1.284599						
589.3191	3.17885	589.2668	3.77129	589.2363	1.282419						
588.3325	3.17564	588.2657	3.768357	588.2551	1.281702						
587.3524	3.171365	587.2712	3.766245	587.2919	1.282111						
586.326	3.16695	586.2622	3.763078	586.2963	1.280634						
585.3242	3.162367	585.2704	3.758418	585.2847	1.277131						
584.3124	3.157888	584.2601	3.754393	584.2646	1.273626						
583.3127	3.154322	583.2491	3.750949	583.2545	1.267002						
582.3154	3.152114	582.2628	3.748435	582.2628	1.262167						
581.3213	3.150991	581.2572	3.748083	581.2682	1.259388						
580.3179	3.148619	580.26	3.7458	580.2681	1.254748						
579.3163	3.145636	579.2748	3.743494	579.2517	1.252903						
578.307	3.141796	578.2662	3.741197	578.2392	1.250136						
577.3061	3.135571	577.2472	3.736504	577.2412	1.247454						
576.3127	3.131355	576.2571	3.73486	576.2263	1.246097						
575.3131	3.12833	575.2506	3.732811	575.2267	1.243406						
574.3001	3.124265	574.2776	3.730017	574.2358	1.241416						
573.296	3.121297	573.3019	3.727833	573.2397	1.237746						
572.2944	3.118902	572.2891	3.724311	572.2434	1.233673						
571.2923	3.11453	571.3007	3.719897	571.2491	1.231084						
570.3107	3.112276	570.2861	3.716319	570.2556	1.227179						
569.3181	3.110332	569.2703	3.712558	569.2286	1.224754						
568.334	3.107848	568.2754	3.709682	568.2393	1.223443						
567.3247	3.105488	567.2554	3.707763	567.2183	1.219659						
566.3236	3.102095	566.2493	3.70621	566.1981	1.217692						
565.3273	3.098659	565.2538	3.705797	565.2303	1.215674						
564.3098	3.093956	564.2717	3.703424	564.252	1.210744						
563.319	3.093344	563.2885	3.700778	563.2883	1.208577						
562.3374	3.092336	562.3051	3.697736	562.3132	1.205878						
561.3462	3.090175	561.3177	3.693554	561.2986	1.200999						
560.3625	3.086965	560.3035	3.690219	560.2903	1.19902						
559.3774	3.082053	559.314	3.687529	559.2733	1.194858						
558.3578	3.076919	558.2859	3.683904	558.2582	1.190354						
557.3475	3.07173	557.2664	3.680732	557.2602	1.18889						
556.3236	3.070285	556.2617	3.679385	556.262	1.184819						
555.3057	3.066582	555.2604	3.676732	555.2571	1.182364						
554.3134	3.063484	554.2706	3.67537	554.2624	1.181284						
553.3053	3.061292	553.2784	3.674779	553.2786	1.178418						
552.3228	3.058664	552.2874	3.672056	552.2606	1.177226						
551.3218	3.056499	551.2521	3.669336	551.2743	1.174896						
550.3033	3.054438	550.2501	3.666644	550.2762	1.172287						
549.3312	3.052611	549.2592	3.662594	549.2734	1.16896						
548.3361	3.047985	548.2591	3.658977	548.2678	1.165192						
547.3359	3.04413	547.2628	3.657289	547.2605	1.162081						
