WE1	Volts(mV)	WE1	Volts(mV)	WE1	Volts(mV)	WE1	Volts(mV)	WE1	Volts(mV)
ACV - Primera 1hz.teq4_2col	ACV - Primera 1hz.teq4_2col	ACV - Primera 2hz.teq4_2col	ACV - Primera 2hz.teq4_2col	ACV - Primera 5hz.teq4_2col	ACV - Primera 5hz.teq4_2col	ACV - Primera 10hz - bis.teq4_2col	ACV - Primera 10hz - bis.teq4_2col	ACV - Primera 25hz.teq4_2col	ACV - Primera 25hz.teq4_2col
								-13.54841	3.542037
								-13.00026	3.513865
								-12.42108	3.497106
								-11.87129	3.504023
								-11.40668	3.479673
								-10.93251	3.491056
								-10.46856	3.498474
								-9.995377	3.498039
								-9.44294	3.511748
								-8.910645	3.492565
								-8.416986	3.488276
								-7.863558	3.444175
								-7.409853	3.391916
								-7.009642	3.387568
								-6.44895	3.345901
								-6.024303	3.360714
								-5.592392	3.423494
								-5.105336	3.423487
								-4.58658	3.420283
								-4.135187	3.428747
								-3.479065	3.3307
								-2.964932	3.284461
								-2.523445	3.347274
								-1.984216	3.344011
								-1.514991	3.348499
								-0.983688	3.395932
								-0.496962	3.334905
								0.043918	3.304596
								0.501915	3.322916
								1.100911	3.278782
								1.678114	3.25986
								2.169793	3.253051
								2.708361	3.249749
								3.190134	3.255388
								3.638225	3.283609
								4.104477	3.299109
								4.550257	3.316941
								4.960375	3.325456
								5.431581	3.323846
								5.976092	3.309329
								6.474376	3.281684
								6.988178	3.275563
								7.549201	3.258427
								7.989037	3.248521
								8.430525	3.265806
								8.909985	3.255797
								9.292035	3.244361
								9.766873	3.241258
								10.27407	3.225341
								10.7007	3.228697
								11.15176	3.220847
								11.61901	3.221291
								12.21437	3.201267
								12.75294	3.187518
								13.38099	3.207952
								13.96447	3.205572
								14.41421	3.200906
								15.02576	3.209568
								15.49993	3.16913
								15.91434	3.16054
								16.45159	3.163833
								16.86831	3.154054
								17.394	3.168249
								18.04319	3.180874
								18.36217	3.190911
								18.81456	3.183122
								19.22566	3.168567
								19.62852	3.14101
								20.25921	3.123092
								20.80835	3.108963
								21.31951	3.095087
								21.83067	3.091024
								22.29263	3.086121
								22.80148	3.0896
								23.31792	3.11548
								23.87829	3.114981
								24.35841	3.096474
								24.78966	3.082826
								25.35761	3.046455
								25.77632	3.049146
								26.37862	3.066558
								26.96441	3.056253
								27.42834	3.085907
								27.99663	3.070622
								28.39816	3.058023
								28.87531	3.063314
								29.32473	3.022638
								29.79461	3.019824
								30.38469	3.038013
								30.86977	3.027705
								31.41263	3.033591
								31.88119	3.007512
								32.34084	3.018512
								32.90847	3.016411
								33.40576	3.021849
								33.86211	3.048794
								34.35742	2.97193
								34.77777	2.984515
								35.33252	2.934728
								35.8767	2.949133
								36.36541	3.039871
								36.88482	3.018795
								37.37749	3.035937
								37.96988	3.017743
								38.47775	2.971843
								39.03976	2.978361
								39.52648	2.989782
								39.99736	2.984396
								40.45205	2.962467
								40.90047	2.979271
								41.41329	2.996509
								41.89043	2.995368
								42.40655	3.02747
								42.90384	3.026658
								43.35953	3.009329
								43.80333	2.997336
								44.42082	2.94733
								44.92801	2.920532
								45.40285	2.925539
								45.90213	2.914855
								46.27196	2.930753
								46.79072	2.915946
								47.25268	2.919197
								47.73709	2.928055
								48.33047	2.921713
								48.77592	2.940447
								49.30128	2.932542
								49.86626	2.919792
								50.31964	2.93184
								50.8975	2.928886
								51.45324	2.928779
								51.89935	2.941398
								52.40556	2.94327
								52.82889	2.919063
								53.31891	2.898638
								53.83106	2.875993
								54.46077	2.842556
								54.98316	2.862884
								55.45304	2.887641
								55.88462	2.915473
								56.27724	2.941754
								56.82538	2.93277
								57.39334	2.931518
								58.04121	2.916388
								58.50977	2.905358
								58.98758	2.916362
								59.38053	2.871852
								59.80187	2.866848
								60.33285	2.874236
								60.81792	2.864109
								61.25182	2.900917
								61.75439	2.933772
								62.21899	2.925506
								62.67006	2.902943
								63.25089	2.895129
								63.78847	2.855059
								64.35742	2.853924
								64.87221	2.892936
								65.36851	2.907101
								65.82188	2.915969
								66.2571	2.930764
								66.77817	2.907687
								67.32037	2.888351
								67.89691	2.891734
								68.46586	2.894754
								68.92881	2.897358
								69.47299	2.888902
								69.95972	2.896674
								70.38766	2.892159
								70.9718	2.907652
								71.40536	2.943915
								71.97728	2.890883
								72.52146	2.885884
								72.92101	2.925026
								73.46685	2.8849
								73.81621	2.925464
								74.30128	2.901273
								74.8699	2.817722
								75.2744	2.848058
								75.81462	2.842767
								76.28484	2.877748
								76.71543	2.927339
								77.25003	2.929765
								77.71166	2.94061
								78.21127	2.915768
								78.72672	2.90527
								79.20156	2.913751
								79.66121	2.924066
								80.12416	2.951549
								80.65877	2.985218
								81.14252	2.978418
								81.67844	2.992463
								82.20975	2.982429
								82.75624	2.950618
								83.28326	2.94469
								83.83272	2.947531
								84.28939	2.965057
								84.68333	2.973515
								85.17006	2.980364
								85.6307	2.980669
								86.08275	2.983718
								86.62231	2.995409
								87.19588	2.995736
								87.72025	2.976273
								88.28656	2.960698
								88.83305	2.9627
								89.29666	2.977324
								89.79065	2.989672
								90.40318	3.030269
								90.85689	3.029635
								91.36012	3.017885
								91.82802	3.034896
								92.25334	3.004118
								92.85068	3.001782
								93.36909	3.031441
								93.88092	3.019337
								94.29038	3.037133
								94.76423	3.042453
								95.23312	3.026797
								95.7423	3.031808
								96.35583	3.0184
								96.82307	3.011443
								97.37914	2.990727
								97.83879	2.973422
								98.28061	2.978009
